4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel
Zeit2 (s)	Zeit2 (s)	Zeit2 (s)	Position2 (cm)	Position2 (cm)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
49,020	49,020	49,020	34,64	47,14	0,00	0,07	0,00	0,54	-0,43	-3,20	49,020	52,88	0,19	-0,31
49,040	49,040	49,040	34,64	47,27	0,01	0,07	-0,04	0,55	-0,42	1,10	49,040	53,24	0,18	-0,43
49,060	49,060	49,060	34,67	47,40	0,02	0,05	0,05	0,32	-0,64	4,18	49,060	53,59	0,17	-0,42
49,080	49,080	49,080	34,71	47,48	0,02	0,04	0,13	0,31	-0,64	1,32	49,080	53,91	0,16	-0,54
49,100	49,100	49,100	34,76	47,56	0,03	0,03	0,10	0,54	-0,65	-2,39	49,100	54,23	0,15	-0,55
49,120	49,120	49,120	34,82	47,59	0,04	0,01	0,03	0,55	-0,54	-2,13	49,120	54,50	0,14	-0,42
49,140	49,140	49,140	34,93	47,61	0,05	0,00	0,01	0,32	-0,42	-0,87	49,140	54,78	0,13	-0,53
49,160	49,160	49,160	35,03	47,61	0,06	0,00	0,00	0,42	-0,53	-0,77	49,160	55,02	0,12	-0,64
49,180	49,180	49,180	35,15	47,60	0,07	-0,02	-0,02	0,55	-0,65	-0,49	49,180	55,25	0,10	-0,65
49,200	49,200	49,200	35,30	47,55	0,08	-0,03	-0,02	0,32	-0,65	-1,19	49,200	55,44	0,09	-0,55
49,220	49,220	49,220	35,46	47,48	0,08	-0,04	-0,06	0,32	-0,65	-1,20	49,220	55,61	0,08	-0,42
49,240	49,240	49,240	35,63	47,38	0,09	-0,06	-0,07	0,43	-0,55	0,67	49,240	55,77	0,07	-0,53
49,260	49,260	49,260	35,82	47,26	0,10	-0,06	-0,04	0,43	-0,42	0,44	49,260	55,91	0,06	-0,64
49,280	49,280	49,280	36,02	47,12	0,11	-0,07	-0,05	0,44	-0,54	-1,30	49,280	56,01	0,05	-0,64
49,300	49,300	49,300	36,24	46,97	0,12	-0,09	-0,09	0,33	-0,55	-1,27	49,300	56,10	0,04	-0,76
49,320	49,320	49,320	36,49	46,78	0,12	-0,09	-0,10	0,21	-0,42	0,15	49,320	56,16	0,02	-0,66
49,340	49,340	49,340	36,73	46,59	0,12	-0,10	-0,08	0,32	-0,55	-2,25	49,340	56,17	0,01	-0,41
49,360	49,360	49,360	36,98	46,37	0,13	-0,12	-0,19	0,32	-0,44	-0,95	49,360	56,19	0,00	-0,64
49,380	49,380	49,380	37,26	46,13	0,14	-0,12	-0,12	0,32	-0,31	4,06	49,380	56,18	-0,02	-0,76
49,400	49,400	49,400	37,53	45,89	0,15	-0,13	-0,03	0,33	-0,55	-0,28	49,400	56,13	-0,03	-0,65
49,420	49,420	49,420	37,84	45,62	0,15	-0,14	-0,13	0,10	-0,44	-4,60	49,420	56,06	-0,04	-0,65
49,440	49,440	49,440	38,13	45,32	0,15	-0,15	-0,22	0,21	-0,22	-0,24	49,440	55,96	-0,06	-0,54
49,460	49,460	49,460	38,44	45,03	0,16	-0,15	-0,14	0,33	-0,21	3,70	49,460	55,84	-0,06	-0,53
49,480	49,480	49,480	38,77	44,72	0,16	-0,15	-0,07	0,11	-0,32	-0,21	49,480	55,71	-0,08	-0,65
49,500	49,500	49,500	39,09	44,42	0,16	-0,16	-0,15	0,10	-0,33	-2,16	49,500	55,54	-0,09	-0,54
49,520	49,520	49,520	39,42	44,07	0,17	-0,17	-0,15	0,22	-0,22	-0,32	49,520	55,35	-0,10	-0,53
49,540	49,540	49,540	39,76	43,75	0,17	-0,17	-0,16	0,11	-0,22	-0,34	49,540	55,15	-0,11	-0,65
49,560	49,560	49,560	40,11	43,38	0,17	-0,18	-0,17	-0,01	-0,11	-0,11	49,560	54,91	-0,12	-0,55
49,580	49,580	49,580	40,45	43,04	0,17	-0,18	-0,17	0,11	-0,10	0,01	49,580	54,65	-0,13	-0,43
49,600	49,600	49,600	40,79	42,68	0,18	-0,18	-0,17	0,11	-0,22	-0,11	49,600	54,38	-0,14	-0,42
49,620	49,620	49,620	41,16	42,32	0,18	-0,18	-0,17	-6,78E-13	-0,12	-0,11	49,620	54,08	-0,15	-0,53
49,640	49,640	49,640	41,50	41,94	0,18	-0,19	-0,17	0,01	0,11	-7,64E-13	49,640	53,78	-0,16	-0,66
49,660	49,660	49,660	41,86	41,58	0,18	-0,18	-0,17	-0,11	0,11	-0,01	49,660	53,43	-0,18	-0,44
49,680	49,680	49,680	42,20	41,22	0,17	-0,18	-0,17	-0,11	-0,01	0,11	49,680	53,07	-0,18	-0,31
49,700	49,700	49,700	42,55	40,85	0,17	-0,18	-0,17	-7,98E-13	0,11	0,12	49,700	52,71	-0,19	-0,44
49,720	49,720	49,720	42,89	40,49	0,17	-0,18	-0,17	0,01	0,11	-0,11	49,720	52,32	-0,20	-0,33
49,740	49,740	49,740	43,24	40,15	0,17	-0,18	-0,17	-0,10	-0,01	-0,01	49,740	51,92	-0,20	-0,21
49,760	49,760	49,760	43,58	39,79	0,17	-0,18	-0,17	-0,21	0,21	0,22	49,760	51,51	-0,21	-0,32
49,780	49,780	49,780	43,91	39,44	0,16	-0,17	-0,16	-0,22	0,33	0,22	49,780	51,10	-0,21	-0,44
49,800	49,800	49,800	44,24	39,11	0,16	-0,16	-0,16	-0,11	0,21	0,22	49,800	50,65	-0,22	-0,34
49,820	49,820	49,820	44,54	38,79	0,16	-0,16	-0,16	-0,09	0,32	0,22	49,820	50,21	-0,23	-0,11
49,840	49,840	49,840	44,87	38,48	0,16	-0,15	-0,15	-0,32	0,32	0,58	49,840	49,74	-0,23	-0,09
49,860	49,860	49,860	45,17	38,18	0,15	-0,15	-0,13	-0,33	0,32	-6,48	49,860	49,30	-0,23	-0,33
49,880	49,880	49,880	45,46	37,89	0,14	-0,14	-0,41	-0,21	0,44	-0,63	49,880	48,81	-0,24	-0,23
49,900	49,900	49,900	45,73	37,63	0,14	-0,13	-0,16	-0,21	0,32	13,49	49,900	48,33	-0,24	0,01
49,920	49,920	49,920	46,01	37,37	0,13	-0,13	0,13	-0,32	0,42	0,80	49,920	47,85	-0,24	-0,10
49,940	49,940	49,940	46,27	37,13	0,12	-0,11	-0,12	-0,33	0,55	-6,26	49,940	47,37	-0,24	-0,23
49,960	49,960	49,960	46,51	36,92	0,12	-0,10	-0,12	-0,20	0,32	0,21	49,960	46,87	-0,25	-0,01
49,980	49,980	49,980	46,75	36,71	0,12	-0,10	-0,12	-0,43	0,42	0,32	49,980	46,37	-0,25	0,12
50,000	50,000	50,000	46,98	36,52	0,10	-0,09	-0,11	-0,44	0,65	0,32	50,000	45,89	-0,24	-0,12
50,020	50,020	50,020	47,17	36,37	0,10	-0,07	-0,10	-0,31	0,54	0,32	50,020	45,39	-0,25	0,09
50,040	50,040	50,040	47,38	36,23	0,09	-0,06	-0,10	-0,44	0,42	0,44	50,040	44,89	-0,24	0,34
50,060	50,060	50,060	47,53	36,11	0,08	-0,06	-0,09	-0,32	0,54	0,32	50,060	44,42	-0,24	3,02E-4
50,080	50,080	50,080	47,70	36,00	0,08	-0,04	-0,08	-0,31	0,54	0,32	50,080	43,94	-0,24	-0,02
50,100	50,100	50,100	47,84	35,93	0,07	-0,04	-0,07	-0,42	0,53	0,43	50,100	43,46	-0,24	0,32
50,120	50,120	50,120	47,98	35,86	0,06	-0,02	-0,06	-0,54	0,65	0,43	50,120	42,99	-0,23	0,33
50,140	50,140	50,140	48,09	35,85	0,05	-0,01	-0,06	-0,44	0,54	0,44	50,140	42,55	-0,22	0,22
50,160	50,160	50,160	48,17	35,83	0,04	-6,72E-4	-0,05	-0,31	0,54	0,32	50,160	42,10	-0,22	0,21
50,180	50,180	50,180	48,26	35,84	0,03	0,01	-0,04	-0,43	0,54	0,32	50,180	41,67	-0,22	0,32
50,200	50,200	50,200	48,31	35,88	0,03	0,02	-0,03	-0,42	0,53	0,44	50,200	41,23	-0,21	0,44
50,220	50,220	50,220	48,37	35,93	0,02	0,03	-0,03	-0,55	0,65	0,32	50,220	40,84	-0,20	0,32
50,240	50,240	50,240	48,38	36,01	0,00	0,05	-0,02	-0,44	0,54	0,32	50,240	40,44	-0,19	0,32
50,260	50,260	50,260	48,38	36,11	6,05E-4	0,06	-0,01	-0,31	0,42	0,44	50,260	40,06	-0,19	0,43
50,280	50,280	50,280	48,39	36,23	-0,01	0,06	0,00	-0,54	0,54	0,33	50,280	39,70	-0,18	0,42
50,300	50,300	50,300	48,35	36,37	-0,02	0,08	-2,30E-4	-0,55	0,54	0,20	50,300	39,36	-0,17	0,54
50,320	50,320	50,320	48,30	36,54	-0,03	0,09	0,00	-0,44	0,42	0,43	50,320	39,03	-0,16	0,55
50,340	50,340	50,340	48,23	36,71	-0,04	0,09	0,02	-0,32	0,54	0,44	50,340	38,73	-0,15	0,32
50,360	50,360	50,360	48,15	36,92	-0,04	0,11	0,02	-0,31	0,55	0,21	50,360	38,44	-0,14	0,41
50,380	50,380	50,380	48,07	37,14	-0,05	0,12	0,03	-0,54	0,32	0,33	50,380	38,16	-0,13	0,76
50,400	50,400	50,400	47,95	37,38	-0,06	0,12	0,03	-0,55	0,31	0,21	50,400	37,92	-0,11	0,66
50,420	50,420	50,420	47,81	37,62	-0,07	0,13	0,03	-0,33	0,54	0,20	50,420	37,71	-0,10	0,42
50,440	50,440	50,440	47,65	37,89	-0,08	0,14	0,04	-0,20	0,44	0,44	50,440	37,51	-0,10	0,53
50,460	50,460	50,460	47,50	38,18	-0,08	0,15	0,05	-0,42	0,21	0,22	50,460	37,33	-0,08	0,65
50,480	50,480	50,480	47,33	38,48	-0,09	0,15	0,05	-0,55	0,32	0,10	50,480	37,18	-0,07	0,65
50,500	50,500	50,500	47,12	38,78	-0,10	0,16	0,06	-0,32	0,33	0,31	50,500	37,05	-0,06	0,54
50,520	50,520	50,520	46,92	39,11	-0,11	0,16	0,06	-0,32	0,10	-1,60	50,520	36,95	-0,05	0,53
50,540	50,540	50,540	46,70	39,44	-0,12	0,16	-0,01	-0,33	0,21	0,03	50,540	36,86	-0,04	0,75
50,560	50,560	50,560	46,46	39,76	-0,12	0,17	0,07	-0,21	0,34	3,73	50,560	36,81	-0,02	0,76
50,580	50,580	50,580	46,22	40,12	-0,12	0,18	0,14	-0,32	-2,14E-4	0,20	50,580	36,79	0,00	0,54
50,600	50,600	50,600	45,96	40,47	-0,13	0,17	0,07	-0,34	-0,01	-1,59	50,600	36,79	0,00	0,53
50,620	50,620	50,620	45,68	40,81	-0,14	0,18	0,08	-0,10	0,22	0,11	50,620	36,81	0,02	0,64
50,640	50,640	50,640	45,41	41,17	-0,14	0,18	0,08	-0,20	0,12	-0,01	50,640	36,86	0,03	0,64
50,660	50,660	50,660	45,14	41,53	-0,15	0,18	0,08	-0,44	-0,11	0,10	50,660	36,92	0,04	0,65
50,680	50,680	50,680	44,83	41,90	-0,15	0,18	0,08	-0,22	-0,11	0,22	50,680	37,03	0,06	0,54
50,700	50,700	50,700	44,52	42,24	-0,15	0,18	0,09	-0,10	-7,13E-13	0,12	50,700	37,14	0,06	0,53
50,720	50,720	50,720	44,21	42,60	-0,16	0,18	0,09	-0,22	0,01	-0,11	50,720	37,28	0,08	0,64
50,740	50,740	50,740	43,88	42,94	-0,16	0,18	0,08	-0,11	-0,09	-0,11	50,740	37,45	0,09	0,64
50,760	50,760	50,760	43,55	43,31	-0,16	0,17	0,08	0,01	-0,33	-0,01	50,760	37,64	0,10	0,65
50,780	50,780	50,780	43,23	43,63	-0,16	0,16	0,08	-0,10	-0,22	0,11	50,780	37,86	0,12	0,54
50,800	50,800	50,800	42,90	43,96	-0,17	0,16	0,09	-0,23	-0,09	0,12	50,800	38,10	0,12	0,54
50,820	50,820	50,820	42,56	44,29	-0,17	0,16	0,09	-0,01	-0,32	-0,11	50,820	38,36	0,14	0,54
50,840	50,840	50,840	42,21	44,60	-0,17	0,15	0,08	0,12	-0,33	-0,11	50,840	38,65	0,15	0,42
50,860	50,860	50,860	41,89	44,89	-0,17	0,15	0,08	-0,11	-0,20	-0,11	50,860	38,94	0,15	0,54
50,880	50,880	50,880	41,54	45,18	-0,17	0,14	0,08	-0,12	-0,43	1,02E-4	50,880	39,27	0,17	0,44
50,900	50,900	50,900	41,20	45,46	-0,17	0,13	0,08	0,11	-0,44	0,01	50,900	39,61	0,17	0,31
50,920	50,920	50,920	40,85	45,70	-0,17	0,13	0,08	0,11	-0,31	-0,22	50,920	39,95	0,18	0,54
50,940	50,940	50,940	40,53	45,96	-0,17	0,12	0,07	-0,01	-0,54	-0,11	50,940	40,33	0,19	0,44
50,960	50,960	50,960	40,18	46,17	-0,17	0,10	0,07	0,10	-0,44	-0,11	50,960	40,72	0,20	0,21
50,980	50,980	50,980	39,85	46,38	-0,16	0,10	0,07	0,22	-0,31	-0,11	50,980	41,12	0,20	0,32
51,000	51,000	51,000	39,53	46,57	-0,16	0,09	0,07	0,11	-0,54	0,01	51,000	41,53	0,21	0,44
51,020	51,020	51,020	39,22	46,74	-0,16	0,08	0,07	0,10	-0,54	-0,10	51,020	41,96	0,22	0,21
51,040	51,040	51,040	38,89	46,88	-0,16	0,07	0,06	0,22	-0,42	-0,22	51,040	42,41	0,22	0,19
51,060	51,060	51,060	38,60	47,02	-0,15	0,06	0,06	0,10	-0,64	-0,11	51,060	42,83	0,23	0,55
51,080	51,080	51,080	38,29	47,12	-0,15	0,04	0,06	0,20	-0,66	-0,11	51,080	43,31	0,24	0,34
51,100	51,100	51,100	37,99	47,19	-0,14	0,03	0,06	0,44	-0,43	-0,11	51,100	43,79	0,24	1,03E-12
51,120	51,120	51,120	37,72	47,26	-0,13	0,03	0,06	0,33	-0,42	-0,10	51,120	44,28	0,24	-1,17E-12
51,140	51,140	51,140	37,46	47,30	-0,13	0,02	0,05	0,10	-0,52	-0,22	51,140	44,76	0,24	-0,01
51,160	51,160	51,160	37,20	47,34	-0,13	0,01	0,05	0,20	-0,76	-0,11	51,160	45,24	0,24	0,10
51,180	51,180	51,180	36,94	47,32	-0,12	-0,01	0,05	0,44	-0,66	-0,11	51,180	45,72	0,24	0,23
51,200	51,200	51,200	36,72	47,29	-0,11	-0,02	0,04	0,32	-0,43	-0,11	51,200	46,22	0,25	0,01
51,220	51,220	51,220	36,49	47,24	-0,11	-0,03	0,04	0,32	-0,42	-0,10	51,220	46,72	0,24	-0,11
51,240	51,240	51,240	36,28	47,17	-0,10	-0,04	0,04	0,32	-0,53	-0,22	51,240	47,20	0,24	0,02
51,260	51,260	51,260	36,10	47,08	-0,10	-0,05	0,03	0,32	-0,66	-0,11	51,260	47,70	0,25	-0,21
51,280	51,280	51,280	35,90	46,97	-0,09	-0,06	0,03	0,44	-0,43	-0,11	51,280	48,18	0,24	-0,23
51,300	51,300	51,300	35,75	46,83	-0,08	-0,07	0,03	0,32	-0,42	-0,11	51,300	48,64	0,24	0,01
51,320	51,320	51,320	35,59	46,69	-0,07	-0,08	0,03	0,31	-0,66	-0,10	51,320	49,12	0,24	-0,10
51,340	51,340	51,340	35,46	46,50	-0,07	-0,09	0,03	0,54	-0,43	-0,22	51,340	49,59	0,23	-0,21
51,360	51,360	51,360	35,33	46,32	-0,05	-0,10	0,02	0,55	-0,42	-0,11	51,360	50,05	0,23	-0,32
51,380	51,380	51,380	35,25	46,11	-0,04	-0,11	0,02	0,32	-0,55	-1,56E-13	51,380	50,50	0,22	-0,33
51,400	51,400	51,400	35,16	45,87	-0,04	-0,12	0,02	0,32	-0,32	0,01	51,400	50,93	0,22	-0,21
51,420	51,420	51,420	35,09	45,63	-0,03	-0,12	0,02	0,43	-0,32	-0,10	51,420	51,36	0,21	-0,32
51,440	51,440	51,440	35,04	45,37	-0,02	-0,13	0,02	0,43	-0,44	-0,22	51,440	51,78	0,20	-0,32
51,460	51,460	51,460	35,00	45,10	-0,01	-0,14	0,01	0,43	-0,32	-0,11	51,460	52,17	0,20	-0,31
51,480	51,480	51,480	34,98	44,81	0,00	-0,15	0,01	0,43	-0,32	0,01	51,480	52,57	0,19	-0,43
51,500	51,500	51,500	34,98	44,52	0,00	-0,15	0,01	0,43	-0,44	-0,11	51,500	52,93	0,18	-0,43
51,520	51,520	51,520	35,00	44,19	0,01	-0,16	0,01	0,43	-0,22	-0,01	51,520	53,29	0,17	-0,43
51,540	51,540	51,540	35,03	43,86	0,02	-0,16	0,01	0,43	-0,11	0,12	51,540	53,62	0,16	-0,42
51,560	51,560	51,560	35,08	43,54	0,03	-0,17	0,01	0,43	-0,11	-0,11	51,560	53,95	0,16	-0,54
51,580	51,580	51,580	35,15	43,19	0,04	-0,17	0,01	0,43	-0,10	-0,11	51,580	54,24	0,14	-0,55
51,600	51,600	51,600	35,24	42,87	0,05	-0,17	0,01	0,43	-0,22	0,01	51,600	54,52	0,13	-0,42
51,620	51,620	51,620	35,34	42,51	0,06	-0,18	0,01	0,43	-0,11	-0,11	51,620	54,78	0,13	-0,54
51,640	51,640	51,640	35,46	42,16	0,06	-0,18	0,00	0,44	-0,11	-0,12	51,640	55,02	0,11	-0,54
51,660	51,660	51,660	35,60	41,80	0,07	-0,18	0,00	0,33	-0,01	0,11	51,660	55,23	0,10	-0,53
51,680	51,680	51,680	35,75	41,44	0,08	-0,18	0,01	0,20	0,23	0,01	51,680	55,44	0,09	-0,65
51,700	51,700	51,700	35,90	41,09	0,08	-0,17	0,00	0,42	0,01	-0,12	51,700	55,60	0,08	-0,53
51,720	51,720	51,720	36,07	40,75	0,09	-0,18	0,00	0,55	-0,12	0,11	51,720	55,75	0,07	-0,64
51,740	51,740	51,740	36,28	40,39	0,10	-0,18	0,01	0,21	0,10	0,11	51,740	55,88	0,05	-0,65
51,760	51,760	51,760	36,49	40,04	0,10	-0,17	0,01	0,20	0,22	-1,11E-13	51,760	55,96	0,04	-0,53
51,780	51,780	51,780	36,69	39,70	0,11	-0,17	0,01	0,44	0,22	-1,46E-13	51,780	56,05	0,03	-0,65
51,800	51,800	51,800	36,93	39,37	0,12	-0,16	0,01	0,33	0,10	6,94E-14	51,800	56,09	0,02	-0,53
51,820	51,820	51,820	37,17	39,05	0,12	-0,16	0,01	0,21	0,20	3,47E-14	51,820	56,12	0,01	-0,64
51,840	51,840	51,840	37,43	38,72	0,13	-0,16	0,01	0,21	0,44	-2,77E-14	51,840	56,13	-0,01	-0,77
51,860	51,860	51,860	37,69	38,42	0,13	-0,15	0,01	0,32	0,22	-0,01	51,860	56,09	-0,02	-0,54
51,880	51,880	51,880	37,96	38,13	0,14	-0,15	0,01	0,33	0,20	0,11	51,880	56,04	-0,03	-0,53
51,900	51,900	51,900	38,25	37,84	0,15	-0,14	0,01	0,11	0,54	0,12	51,900	55,98	-0,04	-0,65
51,920	51,920	51,920	38,55	37,58	0,15	-0,12	0,01	0,10	0,44	-0,11	51,920	55,88	-0,05	-0,65
51,940	51,940	51,940	38,84	37,34	0,15	-0,12	0,01	0,21	0,31	-0,11	51,940	55,76	-0,07	-0,65
51,960	51,960	51,960	39,15	37,09	0,15	-0,11	0,01	0,21	0,54	-0,01	51,960	55,60	-0,08	-0,54
51,980	51,980	51,980	39,46	36,89	0,16	-0,10	0,01	0,22	0,44	0,11	51,980	55,43	-0,09	-0,54
52,000	52,000	52,000	39,78	36,70	0,16	-0,10	0,01	0,11	0,31	0,11	52,000	55,25	-0,10	-0,55
52,020	52,020	52,020	40,11	36,51	0,16	-0,09	0,01	-7,60E-13	0,53	4,51E-14	52,020	55,02	-0,11	-0,41
52,040	52,040	52,040	40,44	36,35	0,16	-0,07	0,01	1,49E-12	0,65	0,01	52,040	54,80	-0,12	-0,65
52,060	52,060	52,060	40,76	36,21	0,16	-0,06	0,01	-0,01	0,54	-0,11	52,060	54,55	-0,14	-0,66
52,080	52,080	52,080	41,09	36,11	0,16	-0,05	0,01	0,11	0,42	-0,11	52,080	54,25	-0,15	-0,43
52,100	52,100	52,100	41,41	36,00	0,17	-0,04	0,01	0,12	0,54	-1,08E-13	52,100	53,96	-0,15	-0,43
52,120	52,120	52,120	41,76	35,93	0,17	-0,03	0,01	-0,11	0,54	3,47E-14	52,120	53,64	-0,16	-0,43
52,140	52,140	52,140	42,09	35,88	0,16	-0,02	0,01	-0,11	0,53	1,08E-13	52,140	53,31	-0,17	-0,43
52,160	52,160	52,160	42,41	35,84	0,16	-0,01	0,01	0,01	0,65	-3,82E-14	52,160	52,95	-0,18	-0,43
52,180	52,180	52,180	42,74	35,84	0,16	0,00	0,01	-0,11	0,54	0,01	52,180	52,59	-0,19	-0,44
52,200	52,200	52,200	43,07	35,86	0,16	0,01	0,01	-0,11	0,54	-0,11	52,200	52,20	-0,20	-0,32
52,220	52,220	52,220	43,37	35,89	0,16	0,03	0,00	0,01	0,54	-0,11	52,220	51,80	-0,20	-0,32
52,240	52,240	52,240	43,70	35,96	0,16	0,03	0,00	-0,21	0,53	-0,10	52,240	51,39	-0,21	-0,33
52,260	52,260	52,260	44,01	36,03	0,15	0,05	2,74E-4	-0,34	0,66	-0,23	52,260	50,96	-0,21	-0,22
52,280	52,280	52,280	44,31	36,15	0,15	0,06	0,00	-0,11	0,43	3,43E-7	52,280	50,53	-0,22	-0,22
52,300	52,300	52,300	44,60	36,27	0,15	0,06	2,74E-4	0,01	0,42	0,01	52,300	50,08	-0,22	-0,21
52,320	52,320	52,320	44,89	36,40	0,15	0,08	0,00	-0,20	0,65	-0,22	52,320	49,64	-0,23	-0,33
52,340	52,340	52,340	45,18	36,57	0,14	0,09	-0,01	-0,44	0,54	-0,11	52,340	49,17	-0,24	-0,23
52,360	52,360	52,360	45,44	36,76	0,13	0,10	-0,01	-0,22	0,43	-0,10	52,360	48,69	-0,24	0,01
52,380	52,380	52,380	45,70	36,97	0,13	0,11	-0,01	-0,09	0,43	-0,22	52,380	48,23	-0,24	-0,22
52,400	52,400	52,400	45,96	37,19	0,13	0,12	-0,02	-0,32	0,43	-0,11	52,400	47,75	-0,25	-0,24
52,420	52,420	52,420	46,20	37,43	0,12	0,12	-0,02	-0,32	0,43	-0,10	52,420	47,25	-0,25	0,11
52,440	52,440	52,440	46,42	37,69	0,11	0,13	-0,02	-0,31	0,44	-0,22	52,440	46,77	-0,24	0,01
52,460	52,460	52,460	46,65	37,96	0,10	0,14	-0,03	-0,44	0,32	-0,22	52,460	46,28	-0,25	-0,12
52,480	52,480	52,480	46,84	38,25	0,09	0,15	-0,03	-0,32	0,32	-0,23	52,480	45,78	-0,25	0,11
52,500	52,500	52,500	47,03	38,54	0,09	0,15	-0,03	-0,31	0,33	-3,73E-5	52,500	45,30	-0,24	0,11
52,520	52,520	52,520	47,20	38,87	0,08	0,16	-0,03	-0,44	0,21	0,02	52,520	44,82	-0,24	-0,01
52,540	52,540	52,540	47,36	39,18	0,07	0,16	-0,03	-0,32	0,33	-0,32	52,540	44,34	-0,24	0,09
52,560	52,560	52,560	47,50	39,52	0,07	0,17	-0,04	-0,31	0,22	-0,34	52,560	43,86	-0,24	0,33
52,580	52,580	52,580	47,64	39,87	0,06	0,17	-0,05	-0,43	0,11	-0,11	52,580	43,39	-0,23	0,22
52,600	52,600	52,600	47,74	40,21	0,05	0,18	-0,05	-0,43	0,11	0,02	52,600	42,94	-0,23	0,09
52,620	52,620	52,620	47,85	40,57	0,04	0,18	-0,05	-0,44	-0,01	-0,32	52,620	42,48	-0,22	0,32
52,640	52,640	52,640	47,91	40,91	0,03	0,18	-0,06	-0,32	0,11	-0,34	52,640	42,05	-0,22	0,32
52,660	52,660	52,660	47,98	41,28	0,03	0,18	-0,06	-0,31	0,11	0,01	52,660	41,61	-0,21	0,32
52,680	52,680	52,680	48,04	41,64	0,02	0,18	-0,06	-0,42	2,44E-12	-0,22	52,680	41,20	-0,20	0,32
52,700	52,700	52,700	48,07	42,00	0,01	0,18	-0,07	-0,54	2,47E-12	-0,22	52,700	40,80	-0,20	0,32
52,720	52,720	52,720	48,09	42,36	6,01E-4	0,18	-0,07	-0,55	0,01	-0,10	52,720	40,41	-0,19	0,44
52,740	52,740	52,740	48,08	42,72	-0,01	0,18	-0,07	-0,32	-0,10	-0,22	52,740	40,05	-0,18	0,32
52,760	52,760	52,760	48,06	43,08	-0,01	0,18	-0,08	-0,32	-0,22	-0,11	52,760	39,68	-0,18	0,42
52,780	52,780	52,780	48,03	43,43	-0,02	0,17	-0,08	-0,43	-0,11	-0,10	52,780	39,34	-0,16	0,66
52,800	52,800	52,800	47,98	43,77	-0,03	0,17	-0,08	-0,43	-0,09	-0,22	52,800	39,03	-0,15	0,44
52,820	52,820	52,820	47,91	44,11	-0,04	0,17	-0,09	-0,43	-0,32	-0,22	52,820	38,73	-0,15	0,30
52,840	52,840	52,840	47,82	44,44	-0,05	0,16	-0,09	-0,43	-0,32	-0,11	52,840	38,44	-0,14	0,65
52,860	52,860	52,860	47,72	44,75	-0,06	0,16	-0,09	-0,44	-0,32	0,01	52,860	38,18	-0,12	0,66
52,880	52,880	52,880	47,60	45,06	-0,06	0,15	-0,09	-0,32	-0,44	-0,11	52,880	37,96	-0,11	0,42
52,900	52,900	52,900	47,46	45,34	-0,07	0,14	-0,09	-0,32	-0,21	-0,11	52,900	37,73	-0,10	0,53
52,920	52,920	52,920	47,33	45,61	-0,08	0,14	-0,09	-0,44	-0,19	0,01	52,920	37,54	-0,09	0,65
52,940	52,940	52,940	47,16	45,89	-0,09	0,13	-0,09	-0,32	-0,54	-0,22	52,940	37,37	-0,08	0,65
52,960	52,960	52,960	46,99	46,13	-0,09	0,12	-0,10	-0,32	-0,54	-0,23	52,960	37,23	-0,06	0,54
52,980	52,980	52,980	46,80	46,36	-0,10	0,11	-0,10	-0,32	-0,43	0,11	52,980	37,11	-0,06	0,53
53,000	53,000	53,000	46,59	46,56	-0,10	0,10	-0,10	-0,32	-0,43	0,01	53,000	37,00	-0,04	0,65
53,020	53,020	53,020	46,39	46,76	-0,11	0,09	-0,10	-0,33	-0,42	-0,11	53,020	36,93	-0,03	0,65
53,040	53,040	53,040	46,15	46,93	-0,12	0,08	-0,10	-0,20	-0,54	-0,01	53,040	36,88	-0,02	0,65
53,060	53,060	53,060	45,92	47,09	-0,12	0,07	-0,10	-0,44	-0,54	0,11	53,060	36,86	0,00	0,65
53,080	53,080	53,080	45,67	47,21	-0,13	0,06	-0,10	-0,34	-0,42	0,11	53,080	36,86	0,01	0,64
53,100	53,100	53,100	45,39	47,33	-0,13	0,05	-0,10	0,01	-0,53	-4,39E-13	53,100	36,89	0,02	0,64
53,120	53,120	53,120	45,13	47,42	-0,13	0,04	-0,10	-0,21	-0,64	4,74E-13	53,120	36,94	0,03	0,65
53,140	53,140	53,140	44,86	47,49	-0,14	0,03	-0,10	-0,33	-0,65	-0,01	53,140	37,03	0,05	0,54
53,160	53,160	53,160	44,57	47,52	-0,15	0,01	-0,10	-0,22	-0,54	0,22	53,160	37,13	0,06	0,53
53,180	53,180	53,180	44,28	47,54	-0,15	0,01	-0,09	-0,22	-0,54	0,23	53,180	37,25	0,07	0,65
