Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
10,600	0,869	0,016	0,314	0,0207	3,750E-4	0,007	0,2	0,00
10,650	0,872	0,063	0,628	0,0208	0,001	0,015	0,2	0,00
10,700	0,875	0,079	0,314	0,0209	0,002	0,008	0,2	0,00
10,750	0,880	0,094	-1,388E-14	0,0210	0,002	-3,339E-16	0,2	0,00
10,800	0,884	0,079	-0,157	0,0211	0,002	-0,004	0,2	0,00
10,850	0,888	0,079	0,157	0,0212	0,002	0,004	0,2	0,00
10,900	0,892	0,094	0,471	0,0213	0,002	0,011	0,2	0,00
10,950	0,897	0,126	0,314	0,0214	0,003	0,008	0,2	0,00
11,000	0,905	0,126	-0,785	0,0216	0,003	-0,019	0,2	0,00
11,050	0,909	0,047	-1,257	0,0217	0,001	-0,030	0,2	0,00
11,100	0,909	0,000	-0,157	0,0217	0,000	-0,004	0,2	0,00
11,150	0,909	0,031	0,628	0,0217	7,500E-4	0,015	0,2	0,00
11,200	0,913	0,063	0,157	0,0218	0,001	0,004	0,2	0,00
11,250	0,916	0,047	1,110E-14	0,0219	0,001	6,137E-16	0,2	0,00
11,300	0,917	0,063	0,157	0,0219	0,002	0,004	0,2	0,00
11,350	0,922	0,063	-0,157	0,0220	0,002	-0,004	0,2	0,00
11,400	0,924	0,047	0,000	0,0221	0,001	-3,469E-16	0,2	0,00
11,450	0,927	0,063	0,314	0,0221	0,001	0,008	0,2	0,00
11,500	0,930	0,079	0,314	0,0222	0,002	0,008	0,2	0,00
11,550	0,935	0,094	0,314	0,0223	0,002	0,008	0,2	0,00
11,600	0,939	0,110	1,679E-14	0,0224	0,003	5,204E-17	0,3	0,00
11,650	0,946	0,094	-0,785	0,0226	0,002	-0,019	0,3	0,00
11,700	0,949	0,031	-0,785	0,0227	7,500E-4	-0,019	0,3	0,00
11,750	0,949	0,016	0,157	0,0227	3,750E-4	0,004	0,3	0,00
11,800	0,950	0,047	0,314	0,0227	0,001	0,007	0,3	0,00
11,850	0,953	0,047	-0,157	0,0228	0,001	-0,004	0,3	0,00
11,900	0,955	0,031	-0,157	0,0228	7,500E-4	-0,004	0,3	0,00
11,950	0,957	0,031	0,157	0,0228	7,500E-4	0,004	0,3	0,00
12,000	0,958	0,047	0,314	0,0229	0,001	0,007	0,3	0,00
12,050	0,961	0,063	0,157	0,0230	0,001	0,004	0,3	0,00
12,100	0,964	0,063	1,110E-14	0,0230	0,001	2,667E-16	0,3	0,00
12,150	0,968	0,063	2,234E-14	0,0231	0,001	5,313E-16	0,3	0,00
12,200	0,971	0,063	0,000	0,0232	0,002	0,000	0,3	0,00
12,250	0,974	0,063	0,157	0,0233	0,001	0,004	0,3	0,00
12,300	0,977	0,079	0,471	0,0233	0,002	0,011	0,3	0,00
12,350	0,982	0,110	0,157	0,0234	0,003	0,004	0,3	0,00
12,400	0,988	0,094	-0,785	0,0236	0,002	-0,019	0,3	0,00
12,450	0,991	0,031	-0,785	0,0237	7,500E-4	-0,019	0,3	0,00
12,500	0,991	0,016	0,157	0,0237	3,750E-4	0,004	0,3	0,00
12,550	0,993	0,047	0,314	0,0237	0,001	0,007	0,3	0,00
12,600	0,996	0,047	-0,314	0,0238	0,001	-0,007	0,3	0,00
12,650	0,997	0,016	-0,157	0,0238	3,750E-4	-0,004	0,3	0,00
12,700	0,997	0,031	0,471	0,0238	7,500E-4	0,011	0,3	0,00
12,750	1,001	0,063	0,157	0,0239	0,001	0,004	0,3	0,00
12,800	1,004	0,047	-0,157	0,0240	0,001	-0,004	0,3	0,00
12,850	1,005	0,047	0,157	0,0240	0,001	0,004	0,3	0,00
12,900	1,008	0,063	0,157	0,0241	0,001	0,004	0,3	0,00
12,950	1,012	0,063	0,000	0,0241	0,002	0,000	0,3	0,00
13,000	1,015	0,063	-2,234E-14	0,0242	0,001	-5,313E-16	0,3	0,00
13,050	1,018	0,063	0,157	0,0243	0,001	0,004	0,3	0,00
13,100	1,021	0,079	0,471	0,0244	0,002	0,011	0,2	0,00
13,150	1,026	0,110	-0,157	0,0245	0,003	-0,004	0,2	0,00
13,200	1,032	0,063	-0,942	0,0246	0,002	-0,023	0,3	0,00
13,250	1,032	0,016	-0,157	0,0246	3,750E-4	-0,004	0,2	0,00
13,300	1,034	0,047	0,471	0,0247	0,001	0,011	0,2	0,00
13,350	1,037	0,063	8,396E-15	0,0247	0,001	1,995E-16	0,3	0,00
13,400	1,040	0,047	-0,314	0,0248	0,001	-0,008	0,3	0,00
13,450	1,041	0,031	0,157	0,0249	7,500E-4	0,004	0,3	0,00
13,500	1,043	0,063	0,471	0,0249	0,002	0,011	0,3	0,00
13,550	1,048	0,079	-0,157	0,0250	0,002	-0,004	0,3	0,00
13,600	1,051	0,047	-0,314	0,0251	0,001	-0,007	0,3	0,00
13,650	1,052	0,047	0,314	0,0251	0,001	0,008	0,3	0,00
13,700	1,056	0,079	0,314	0,0252	0,002	0,008	0,3	0,00
13,750	1,060	0,079	0,157	0,0253	0,002	0,004	0,3	0,00
13,800	1,063	0,094	0,314	0,0254	0,002	0,008	0,3	0,00
13,850	1,070	0,110	-0,471	0,0255	0,003	-0,011	0,3	0,00
13,900	1,074	0,047	-0,942	0,0256	0,001	-0,023	0,3	0,00
13,950	1,074	0,016	0,000	0,0256	3,750E-4	-3,469E-16	0,3	0,00
14,000	1,076	0,047	0,314	0,0257	0,001	0,007	0,3	0,00
14,050	1,079	0,047	0,000	0,0258	0,001	0,000	0,3	0,00
14,100	1,081	0,047	0,157	0,0258	0,001	0,004	0,3	0,00
14,150	1,084	0,063	0,314	0,0259	0,001	0,008	0,3	0,00
14,200	1,087	0,079	-0,157	0,0259	0,002	-0,004	0,3	0,00
14,250	1,092	0,047	-0,471	0,0261	0,001	-0,011	0,3	0,00
14,300	1,092	0,031	0,157	0,0261	7,500E-4	0,004	0,3	0,00
14,350	1,095	0,063	0,314	0,0261	0,001	0,007	0,3	0,00
14,400	1,098	0,063	0,157	0,0262	0,001	0,004	0,3	0,00
14,450	1,101	0,079	0,628	0,0263	0,002	0,015	0,3	0,00
14,500	1,106	0,126	0,157	0,0264	0,003	0,004	0,3	0,00
14,550	1,114	0,094	-1,100	0,0266	0,002	-0,026	0,3	0,00
14,600	1,115	0,016	-0,471	0,0266	3,750E-4	-0,011	0,3	0,00
14,650	1,115	0,047	0,471	0,0266	0,001	0,011	0,3	0,00
14,700	1,120	0,063	0,000	0,0267	0,002	-3,469E-16	0,3	0,00
14,750	1,122	0,047	0,157	0,0268	0,001	0,004	0,3	0,00
14,800	1,125	0,079	0,314	0,0268	0,002	0,008	0,3	0,00
14,850	1,129	0,079	1,388E-14	0,0270	0,002	3,339E-16	0,3	0,00
14,900	1,133	0,079	0,157	0,0270	0,002	0,004	0,3	0,00
14,950	1,137	0,094	0,157	0,0271	0,002	0,004	0,3	0,00
15,000	1,142	0,094	-0,157	0,0273	0,002	-0,004	0,3	0,00
15,050	1,147	0,079	-0,314	0,0274	0,002	-0,008	0,3	0,00
15,100	1,150	0,063	-0,157	0,0274	0,001	-0,004	0,3	0,00
15,150	1,153	0,063	0,157	0,0275	0,001	0,004	0,3	0,00
15,200	1,156	0,079	-0,314	0,0276	0,002	-0,007	0,3	0,00
15,250	1,161	0,031	-0,785	0,0277	7,500E-4	-0,019	0,3	0,00
15,300	1,159	0,000	2,220E-14	0,0277	0,000	-3,469E-16	0,3	0,00
15,350	1,161	0,031	0,471	0,0277	7,500E-4	0,011	0,3	0,00
15,400	1,162	0,047	0,157	0,0277	0,001	0,004	0,3	0,00
15,450	1,166	0,047	-0,157	0,0278	0,001	-0,004	0,3	0,00
15,500	1,167	0,031	0,157	0,0279	7,500E-4	0,004	0,3	0,00
15,550	1,169	0,063	0,471	0,0279	0,001	0,011	0,3	0,00
15,600	1,173	0,079	0,157	0,0280	0,002	0,004	0,3	0,00
15,650	1,177	0,079	0,000	0,0281	0,002	0,000	0,3	0,00
15,700	1,181	0,079	-0,157	0,0282	0,002	-0,004	0,3	0,00
15,750	1,184	0,063	0,157	0,0283	0,001	0,004	0,3	0,00
15,800	1,188	0,094	0,628	0,0283	0,002	0,015	0,3	0,00
15,850	1,194	0,126	-0,314	0,0285	0,003	-0,007	0,3	0,00
15,900	1,200	0,063	-1,100	0,0286	0,002	-0,026	0,3	0,00
15,950	1,200	0,016	-0,157	0,0286	3,750E-4	-0,004	0,3	0,00
16,000	1,202	0,047	0,314	0,0287	0,001	0,007	0,3	0,00
16,050	1,205	0,047	-8,396E-15	0,0288	0,001	-1,995E-16	0,3	0,00
16,100	1,206	0,047	0,000	0,0288	0,001	0,000	0,3	0,00
16,150	1,210	0,047	1,679E-14	0,0289	0,001	4,012E-16	0,3	0,00
16,200	1,211	0,047	0,157	0,0289	0,001	0,004	0,3	0,00
16,250	1,214	0,063	0,314	0,0290	0,002	0,007	0,3	0,00
16,300	1,217	0,079	0,157	0,0291	0,002	0,004	0,3	0,00
16,350	1,222	0,079	-0,314	0,0292	0,002	-0,008	0,3	0,00
16,400	1,225	0,047	-0,314	0,0292	0,001	-0,007	0,3	0,00
16,450	1,227	0,047	0,314	0,0293	0,001	0,008	0,3	0,00
16,500	1,230	0,079	0,471	0,0294	0,002	0,011	0,3	0,00
16,550	1,235	0,094	-2,789E-14	0,0295	0,002	-6,657E-16	0,3	0,00
16,600	1,239	0,079	-0,471	0,0296	0,002	-0,011	0,3	0,00
16,650	1,243	0,047	-0,314	0,0297	0,001	-0,007	0,3	0,00
16,700	1,244	0,047	-1,679E-14	0,0297	0,001	-4,012E-16	0,3	0,00
16,750	1,247	0,047	-0,157	0,0298	0,001	-0,004	0,3	0,00
16,800	1,249	0,031	0,000	0,0298	7,500E-4	0,000	0,3	0,00
16,850	1,250	0,047	0,314	0,0298	0,001	0,008	0,3	0,00
16,900	1,253	0,063	0,157	0,0299	0,002	0,004	0,3	0,00
16,950	1,257	0,063	-2,234E-14	0,0300	0,002	-5,313E-16	0,4	0,00
17,000	1,260	0,063	-2,234E-14	0,0301	0,001	-5,313E-16	0,4	0,00
17,050	1,263	0,063	-0,157	0,0301	0,001	-0,004	0,4	0,00
17,100	1,266	0,047	-0,157	0,0302	0,001	-0,004	0,4	0,00
