Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit22 (s)	Winkel22 (rad)	Winkelgeschwindigkeit22 (rad/s)	Winkelbeschleunigung22 (rad/s²)	Position22 (m)	Geschwindigkeit22 (m/s)	Beschleunigung22 (m/s²)	Beleuchtungsstärke22 (lux)	Relative Intensität22	Zeit3 (s)	Winkel3 (rad)	Winkelgeschwindigkeit3 (rad/s)	Winkelbeschleunigung3 (rad/s²)	Position3 (m)	Geschwindigkeit3 (m/s)	Beschleunigung3 (m/s²)	Beleuchtungsstärke3 (lux)	Relative Intensität3	Zeit23 (s)	Winkel23 (rad)	Winkelgeschwindigkeit23 (rad/s)	Winkelbeschleunigung23 (rad/s²)	Position23 (m)	Geschwindigkeit23 (m/s)	Beschleunigung23 (m/s²)	Beleuchtungsstärke23 (lux)	Relative Intensität23	Zeit222 (s)	Winkel222 (rad)	Winkelgeschwindigkeit222 (rad/s)	Winkelbeschleunigung222 (rad/s²)	Position222 (m)	Geschwindigkeit222 (m/s)	Beschleunigung222 (m/s²)	Beleuchtungsstärke222 (lux)	Relative Intensität222	Zeit32 (s)	Winkel32 (rad)	Winkelgeschwindigkeit32 (rad/s)	Winkelbeschleunigung32 (rad/s²)	Position32 (m)	Geschwindigkeit32 (m/s)	Beschleunigung32 (m/s²)	Beleuchtungsstärke32 (lux)	Relative Intensität32	Zeit4 (s)	Winkel4 (rad)	Winkelgeschwindigkeit4 (rad/s)	Winkelbeschleunigung4 (rad/s²)	Position4 (m)	Geschwindigkeit4 (m/s)	Beschleunigung4 (m/s²)	Beleuchtungsstärke4 (lux)	Relative Intensität4	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
111,000	-5,049	-0,047	1,100	-0,1205	-0,001	0,026	0,3	0,00	111,000	-5,049	-0,047	1,100	-0,1205	-0,001	0,026	0,3	0,00	111,000	-5,107	-0,126	-0,157	-0,1219	-0,003	-0,004	0,2	0,00	111,000	-5,049	-0,047	1,100	-0,1205	-0,001	0,026	0,3	0,00	111,000	-5,049	-0,047	1,100	-0,1205	-0,001	0,026	0,3	0,00	111,000	-5,107	-0,126	-0,157	-0,1219	-0,003	-0,004	0,2	0,00	111,000	3,132	0,079	0,471	0,0748	0,002	0,011	0,6	0,01	111,000	2,810	0,016	0,314	0,0671	3,750E-4	0,007	0,5	0,01
111,050	-5,049	-0,031	-0,157	-0,1205	-7,500E-4	-0,004	0,3	0,00	111,050	-5,049	-0,031	-0,157	-0,1205	-7,500E-4	-0,004	0,3	0,00	111,050	-5,113	-0,110	-8,965E-14	-0,1221	-0,003	-4,263E-15	0,2	0,00	111,050	-5,049	-0,031	-0,157	-0,1205	-7,500E-4	-0,004	0,3	0,00	111,050	-5,049	-0,031	-0,157	-0,1205	-7,500E-4	-0,004	0,3	0,00	111,050	-5,113	-0,110	-8,965E-14	-0,1221	-0,003	-4,263E-15	0,2	0,00	111,050	3,137	0,094	1,117E-13	0,0749	0,002	2,665E-15	0,7	0,01	111,050	2,812	0,031	2,231E-14	0,0671	7,500E-4	5,329E-16	0,6	0,01
111,100	-5,052	-0,063	-0,471	-0,1206	-0,002	-0,011	0,3	0,00	111,100	-5,052	-0,063	-0,471	-0,1206	-0,002	-0,011	0,3	0,00	111,100	-5,118	-0,126	-0,471	-0,1222	-0,003	-0,011	0,2	0,00	111,100	-5,052	-0,063	-0,471	-0,1206	-0,002	-0,011	0,3	0,00	111,100	-5,052	-0,063	-0,471	-0,1206	-0,002	-0,011	0,3	0,00	111,100	-5,118	-0,126	-0,471	-0,1222	-0,003	-0,011	0,2	0,00	111,100	3,142	0,079	-0,314	0,0750	0,002	-0,007	0,7	0,01	111,100	2,813	0,016	-0,157	0,0672	3,750E-4	-0,004	0,6	0,01
111,150	-5,055	-0,079	-0,471	-0,1207	-0,002	-0,011	0,2	0,00	111,150	-5,055	-0,079	-0,471	-0,1207	-0,002	-0,011	0,2	0,00	111,150	-5,126	-0,157	0,157	-0,1224	-0,004	0,004	0,2	0,00	111,150	-5,055	-0,079	-0,471	-0,1207	-0,002	-0,011	0,2	0,00	111,150	-5,055	-0,079	-0,471	-0,1207	-0,002	-0,011	0,2	0,00	111,150	-5,126	-0,157	0,157	-0,1224	-0,004	0,004	0,2	0,00	111,150	3,145	0,063	-0,314	0,0751	0,002	-0,008	0,7	0,01	111,150	2,813	0,016	0,000	0,0672	3,750E-4	0,000	0,6	0,01
111,200	-5,060	-0,110	-0,157	-0,1208	-0,003	-0,004	0,2	0,00	111,200	-5,060	-0,110	-0,157	-0,1208	-0,003	-0,004	0,2	0,00	111,200	-5,133	-0,110	1,257	-0,1225	-0,003	0,030	0,2	0,00	111,200	-5,060	-0,110	-0,157	-0,1208	-0,003	-0,004	0,2	0,00	111,200	-5,060	-0,110	-0,157	-0,1208	-0,003	-0,004	0,2	0,00	111,200	-5,133	-0,110	1,257	-0,1225	-0,003	0,030	0,2	0,00	111,200	3,148	0,047	-0,157	0,0752	0,001	-0,004	0,6	0,01	111,200	2,815	0,016	-0,157	0,0672	3,750E-4	-0,004	0,7	0,01
111,250	-5,066	-0,094	0,314	-0,1209	-0,002	0,008	0,3	0,00	111,250	-5,066	-0,094	0,314	-0,1209	-0,002	0,008	0,3	0,00	111,250	-5,137	-0,031	0,942	-0,1226	-7,500E-4	0,023	0,1	0,00	111,250	-5,066	-0,094	0,314	-0,1209	-0,002	0,008	0,3	0,00	111,250	-5,066	-0,094	0,314	-0,1209	-0,002	0,008	0,3	0,00	111,250	-5,137	-0,031	0,942	-0,1226	-7,500E-4	0,023	0,1	0,00	111,250	3,149	0,047	0,157	0,0752	0,001	0,004	0,6	0,01	111,250	2,815	0,000	-2,231E-14	0,0672	0,000	-5,329E-16	0,7	0,01
111,300	-5,069	-0,079	-1,339E-13	-0,1210	-0,002	-3,196E-15	0,2	0,00	111,300	-5,069	-0,079	-1,339E-13	-0,1210	-0,002	-3,196E-15	0,2	0,00	111,300	-5,137	-0,016	-1,334E-13	-0,1226	-3,750E-4	3,220E-16	0,2	0,00	111,300	-5,069	-0,079	-1,339E-13	-0,1210	-0,002	-3,196E-15	0,2	0,00	111,300	-5,069	-0,079	-1,339E-13	-0,1210	-0,002	-3,196E-15	0,2	0,00	111,300	-5,137	-0,016	-1,334E-13	-0,1226	-3,750E-4	3,220E-16	0,2	0,00	111,300	3,153	0,063	0,157	0,0753	0,001	0,004	0,5	0,01	111,300	2,815	0,016	0,157	0,0672	3,750E-4	0,004	0,7	0,01
111,350	-5,074	-0,094	-0,157	-0,1211	-0,002	-0,004	0,2	0,00	111,350	-5,074	-0,094	-0,157	-0,1211	-0,002	-0,004	0,2	0,00	111,350	-5,138	-0,031	-2,231E-14	-0,1227	-7,500E-4	-5,329E-16	0,2	0,00	111,350	-5,074	-0,094	-0,157	-0,1211	-0,002	-0,004	0,2	0,00	111,350	-5,074	-0,094	-0,157	-0,1211	-0,002	-0,004	0,2	0,00	111,350	-5,138	-0,031	-2,231E-14	-0,1227	-7,500E-4	-5,329E-16	0,2	0,00	111,350	3,156	0,063	8,923E-14	0,0753	0,002	2,132E-15	0,5	0,00	111,350	2,816	0,016	2,231E-14	0,0672	3,750E-4	5,329E-16	0,7	0,01
111,400	-5,078	-0,094	0,000	-0,1212	-0,002	0,000	0,2	0,00	111,400	-5,078	-0,094	0,000	-0,1212	-0,002	0,000	0,2	0,00	111,400	-5,140	-0,016	0,314	-0,1227	-3,750E-4	0,008	0,2	0,00	111,400	-5,078	-0,094	0,000	-0,1212	-0,002	0,000	0,2	0,00	111,400	-5,078	-0,094	0,000	-0,1212	-0,002	0,000	0,2	0,00	111,400	-5,140	-0,016	0,314	-0,1227	-3,750E-4	0,008	0,2	0,00	111,400	3,159	0,063	-0,157	0,0754	0,002	-0,004	0,4	0,00	111,400	2,816	0,016	0,157	0,0672	3,750E-4	0,004	0,8	0,01
111,450	-5,083	-0,094	0,000	-0,1213	-0,002	0,000	0,2	0,00	111,450	-5,083	-0,094	0,000	-0,1213	-0,002	0,000	0,2	0,00	111,450	-5,140	0,000	-0,628	-0,1227	0,000	-0,015	0,2	0,00	111,450	-5,083	-0,094	0,000	-0,1213	-0,002	0,000	0,2	0,00	111,450	-5,083	-0,094	0,000	-0,1213	-0,002	0,000	0,2	0,00	111,450	-5,140	0,000	-0,628	-0,1227	0,000	-0,015	0,2	0,00	111,450	3,162	0,047	-0,314	0,0755	0,001	-0,008	0,4	0,00	111,450	2,818	0,031	-2,231E-14	0,0673	7,500E-4	-5,329E-16	0,8	0,01
111,500	-5,088	-0,094	-0,157	-0,1215	-0,002	-0,004	0,3	0,00	111,500	-5,088	-0,094	-0,157	-0,1215	-0,002	-0,004	0,3	0,00	111,500	-5,140	-0,079	-1,257	-0,1227	-0,002	-0,030	0,2	0,00	111,500	-5,088	-0,094	-0,157	-0,1215	-0,002	-0,004	0,3	0,00	111,500	-5,088	-0,094	-0,157	-0,1215	-0,002	-0,004	0,3	0,00	111,500	-5,140	-0,079	-1,257	-0,1227	-0,002	-0,030	0,2	0,00	111,500	3,164	0,031	-0,157	0,0755	7,500E-4	-0,004	0,4	0,00	111,500	2,820	0,016	-0,157	0,0673	3,750E-4	-0,004	0,8	0,01
111,550	-5,093	-0,110	-0,157	-0,1216	-0,003	-0,004	0,2	0,00	111,550	-5,093	-0,110	-0,157	-0,1216	-0,003	-0,004	0,2	0,00	111,550	-5,148	-0,126	-0,157	-0,1229	-0,003	-0,004	0,1	0,00	111,550	-5,093	-0,110	-0,157	-0,1216	-0,003	-0,004	0,2	0,00	111,550	-5,093	-0,110	-0,157	-0,1216	-0,003	-0,004	0,2	0,00	111,550	-5,148	-0,126	-0,157	-0,1229	-0,003	-0,004	0,1	0,00	111,550	3,165	0,031	4,462E-14	0,0756	7,500E-4	1,066E-15	0,3	0,00	111,550	2,820	0,016	2,231E-14	0,0673	3,750E-4	5,329E-16	0,9	0,01
111,600	-5,099	-0,110	0,157	-0,1217	-0,003	0,004	0,3	0,00	111,600	-5,099	-0,110	0,157	-0,1217	-0,003	0,004	0,3	0,00	111,600	-5,152	-0,094	0,157	-0,1230	-0,002	0,004	0,2	0,00	111,600	-5,099	-0,110	0,157	-0,1217	-0,003	0,004	0,3	0,00	111,600	-5,099	-0,110	0,157	-0,1217	-0,003	0,004	0,3	0,00	111,600	-5,152	-0,094	0,157	-0,1230	-0,002	0,004	0,2	0,00	111,600	3,167	0,031	0,157	0,0756	7,500E-4	0,004	0,3	0,00	111,600	2,821	0,016	2,231E-14	0,0674	3,750E-4	5,329E-16	0,9	0,01
111,650	-5,104	-0,094	0,314	-0,1218	-0,002	0,007	0,2	0,00	111,650	-5,104	-0,094	0,314	-0,1218	-0,002	0,007	0,2	0,00	111,650	-5,157	-0,110	-0,157	-0,1231	-0,003	-0,004	0,2	0,00	111,650	-5,104	-0,094	0,314	-0,1218	-0,002	0,007	0,2	0,00	111,650	-5,104	-0,094	0,314	-0,1218	-0,002	0,007	0,2	0,00	111,650	-5,157	-0,110	-0,157	-0,1231	-0,003	-0,004	0,2	0,00	111,650	3,168	0,047	0,314	0,0756	0,001	0,008	0,3	0,00	111,650	2,821	0,016	0,157	0,0674	3,750E-4	0,004	0,9	0,01
111,700	-5,108	-0,079	0,157	-0,1219	-0,002	0,004	0,2	0,00	111,700	-5,108	-0,079	0,157	-0,1219	-0,002	0,004	0,2	0,00	111,700	-5,163	-0,110	-0,314	-0,1233	-0,003	-0,007	0,2	0,00	111,700	-5,108	-0,079	0,157	-0,1219	-0,002	0,004	0,2	0,00	111,700	-5,108	-0,079	0,157	-0,1219	-0,002	0,004	0,2	0,00	111,700	-5,163	-0,110	-0,314	-0,1233	-0,003	-0,007	0,2	0,00	111,700	3,171	0,063	0,157	0,0757	0,002	0,004	0,3	0,00	111,700	2,823	0,031	-2,231E-14	0,0674	7,500E-4	-5,329E-16	1,0	0,01
111,750	-5,111	-0,079	-0,471	-0,1220	-0,002	-0,011	0,3	0,00	111,750	-5,111	-0,079	-0,471	-0,1220	-0,002	-0,011	0,3	0,00	111,750	-5,168	-0,141	-0,314	-0,1234	-0,003	-0,007	0,2	0,00	111,750	-5,111	-0,079	-0,471	-0,1220	-0,002	-0,011	0,3	0,00	111,750	-5,111	-0,079	-0,471	-0,1220	-0,002	-0,011	0,3	0,00	111,750	-5,168	-0,141	-0,314	-0,1234	-0,003	-0,007	0,2	0,00	111,750	3,175	0,063	0,157	0,0758	0,002	0,004	0,3	0,00	111,750	2,824	0,016	-0,157	0,0674	3,750E-4	-0,004	1,0	0,01
111,800	-5,116	-0,126	-0,471	-0,1221	-0,003	-0,011	0,3	0,00	111,800	-5,116	-0,126	-0,471	-0,1221	-0,003	-0,011	0,3	0,00	111,800	-5,177	-0,141	0,471	-0,1236	-0,003	0,011	0,2	0,00	111,800	-5,116	-0,126	-0,471	-0,1221	-0,003	-0,011	0,3	0,00	111,800	-5,116	-0,126	-0,471	-0,1221	-0,003	-0,011	0,3	0,00	111,800	-5,177	-0,141	0,471	-0,1236	-0,003	0,011	0,2	0,00	111,800	3,178	0,079	0,314	0,0759	0,002	0,007	0,3	0,00	111,800	2,824	0,016	2,231E-14	0,0674	3,750E-4	5,329E-16	1,0	0,01
111,850	-5,124	-0,126	0,628	-0,1223	-0,003	0,015	0,3	0,00	111,850	-5,124	-0,126	0,628	-0,1223	-0,003	0,015	0,3	0,00	111,850	-5,182	-0,094	0,314	-0,1237	-0,002	0,007	0,2	0,00	111,850	-5,124	-0,126	0,628	-0,1223	-0,003	0,015	0,3	0,00	111,850	-5,124	-0,126	0,628	-0,1223	-0,003	0,015	0,3	0,00	111,850	-5,182	-0,094	0,314	-0,1237	-0,002	0,007	0,2	0,00	111,850	3,182	0,094	-0,157	0,0760	0,002	-0,004	0,3	0,00	111,850	2,826	0,016	-0,157	0,0675	3,750E-4	-0,004	1,0	0,01
111,900	-5,129	-0,063	0,471	-0,1224	-0,002	0,011	0,3	0,00	111,900	-5,129	-0,063	0,471	-0,1224	-0,002	0,011	0,3	0,00	111,900	-5,187	-0,110	0,157	-0,1238	-0,003	0,004	0,2	0,00	111,900	-5,129	-0,063	0,471	-0,1224	-0,002	0,011	0,3	0,00	111,900	-5,129	-0,063	0,471	-0,1224	-0,002	0,011	0,3	0,00	111,900	-5,187	-0,110	0,157	-0,1238	-0,003	0,004	0,2	0,00	111,900	3,187	0,063	-0,314	0,0761	0,002	-0,007	0,3	0,00	111,900	2,826	0,000	0,000	0,0675	0,000	0,000	1,0	0,01
111,950	-5,130	-0,079	-0,471	-0,1225	-0,002	-0,011	0,3	0,00	111,950	-5,130	-0,079	-0,471	-0,1225	-0,002	-0,011	0,3	0,00	111,950	-5,193	-0,079	0,314	-0,1240	-0,002	0,008	0,2	0,00	111,950	-5,130	-0,079	-0,471	-0,1225	-0,002	-0,011	0,3	0,00	111,950	-5,130	-0,079	-0,471	-0,1225	-0,002	-0,011	0,3	0,00	111,950	-5,193	-0,079	0,314	-0,1240	-0,002	0,008	0,2	0,00	111,950	3,189	0,063	0,157	0,0761	0,002	0,004	0,3	0,00	111,950	2,826	0,016	0,157	0,0675	3,750E-4	0,004	1,0	0,01
112,000	-5,137	-0,110	-0,314	-0,1226	-0,003	-0,007	0,3	0,00	112,000	-5,137	-0,110	-0,314	-0,1226	-0,003	-0,007	0,3	0,00	112,000	-5,195	-0,079	-0,471	-0,1240	-0,002	-0,011	0,2	0,00	112,000	-5,137	-0,110	-0,314	-0,1226	-0,003	-0,007	0,3	0,00	112,000	-5,137	-0,110	-0,314	-0,1226	-0,003	-0,007	0,3	0,00	112,000	-5,195	-0,079	-0,471	-0,1240	-0,002	-0,011	0,2	0,00	112,000	3,193	0,079	-0,157	0,0762	0,002	-0,004	0,3	0,00	112,000	2,827	0,016	-2,231E-14	0,0675	3,750E-4	-5,329E-16	1,0	0,01
112,050	-5,141	-0,110	0,314	-0,1227	-0,003	0,007	0,3	0,00	112,050	-5,141	-0,110	0,314	-0,1227	-0,003	0,007	0,3	0,00	112,050	-5,201	-0,126	-0,785	-0,1242	-0,003	-0,019	0,2	0,00	112,050	-5,141	-0,110	0,314	-0,1227	-0,003	0,007	0,3	0,00	112,050	-5,141	-0,110	0,314	-0,1227	-0,003	0,007	0,3	0,00	112,050	-5,201	-0,126	-0,785	-0,1242	-0,003	-0,019	0,2	0,00	112,050	3,197	0,047	-0,314	0,0763	0,001	-0,007	0,4	0,00	112,050	2,827	0,016	0,157	0,0675	3,750E-4	0,004	1,1	0,01
112,100	-5,148	-0,079	0,471	-0,1229	-0,002	0,011	0,3	0,00	112,100	-5,148	-0,079	0,471	-0,1229	-0,002	0,011	0,3	0,00	112,100	-5,207	-0,157	-8,965E-14	-0,1243	-0,004	-5,651E-15	0,1	0,00	112,100	-5,148	-0,079	0,471	-0,1229	-0,002	0,011	0,3	0,00	112,100	-5,148	-0,079	0,471	-0,1229	-0,002	0,011	0,3	0,00	112,100	-5,207	-0,157	-8,965E-14	-0,1243	-0,004	-5,651E-15	0,1	0,00	112,100	3,198	0,047	0,157	0,0764	0,001	0,004	0,4	0,00	112,100	2,829	0,031	0,157	0,0675	7,500E-4	0,004	1,1	0,01
112,150	-5,149	-0,063	-0,314	-0,1229	-0,002	-0,008	0,3	0,00	112,150	-5,149	-0,063	-0,314	-0,1229	-0,002	-0,008	0,3	0,00	112,150	-5,217	-0,126	0,785	-0,1245	-0,003	0,019	0,2	0,00	112,150	-5,149	-0,063	-0,314	-0,1229	-0,002	-0,008	0,3	0,00	112,150	-5,149	-0,063	-0,314	-0,1229	-0,002	-0,008	0,3	0,00	112,150	-5,217	-0,126	0,785	-0,1245	-0,003	0,019	0,2	0,00	112,150	3,201	0,063	-0,157	0,0764	0,002	-0,004	0,5	0,00	112,150	2,831	0,031	-0,157	0,0676	7,500E-4	-0,004	1,1	0,01
112,200	-5,154	-0,110	-0,785	-0,1230	-0,003	-0,019	0,3	0,00	112,200	-5,154	-0,110	-0,785	-0,1230	-0,003	-0,019	0,3	0,00	112,200	-5,220	-0,079	0,314	-0,1246	-0,002	0,008	0,2	0,00	112,200	-5,154	-0,110	-0,785	-0,1230	-0,003	-0,019	0,3	0,00	112,200	-5,154	-0,110	-0,785	-0,1230	-0,003	-0,019	0,3	0,00	112,200	-5,220	-0,079	0,314	-0,1246	-0,002	0,008	0,2	0,00	112,200	3,204	0,031	-0,471	0,0765	7,500E-4	-0,011	0,5	0,01	112,200	2,832	0,016	-0,157	0,0676	3,750E-4	-0,004	1,1	0,01
112,250	-5,160	-0,141	2,451E-13	-0,1232	-0,003	3,730E-15	0,3	0,00	112,250	-5,160	-0,141	2,451E-13	-0,1232	-0,003	3,730E-15	0,3	0,00	112,250	-5,224	-0,094	-0,157	-0,1247	-0,002	-0,004	0,2	0,00	112,250	-5,160	-0,141	2,451E-13	-0,1232	-0,003	3,730E-15	0,3	0,00	112,250	-5,160	-0,141	2,451E-13	-0,1232	-0,003	3,730E-15	0,3	0,00	112,250	-5,224	-0,094	-0,157	-0,1247	-0,002	-0,004	0,2	0,00	112,250	3,204	0,016	0,157	0,0765	3,750E-4	0,004	0,5	0,01	112,250	2,832	0,016	-2,231E-14	0,0676	3,750E-4	-5,329E-16	1,1	0,01
112,300	-5,168	-0,110	0,628	-0,1234	-0,003	0,015	0,3	0,00	112,300	-5,168	-0,110	0,628	-0,1234	-0,003	0,015	0,3	0,00	112,300	-5,229	-0,094	1,339E-13	-0,1248	-0,002	3,196E-15	0,2	0,00	112,300	-5,168	-0,110	0,628	-0,1234	-0,003	0,015	0,3	0,00	112,300	-5,168	-0,110	0,628	-0,1234	-0,003	0,015	0,3	0,00	112,300	-5,229	-0,094	1,339E-13	-0,1248	-0,002	3,196E-15	0,2	0,00	112,300	3,206	0,047	0,471	0,0765	0,001	0,011	0,6	0,01	112,300	2,834	0,016	2,231E-14	0,0677	3,750E-4	5,329E-16	1,1	0,01
112,350	-5,171	-0,079	0,157	-0,1234	-0,002	0,004	0,3	0,00	112,350	-5,171	-0,079	0,157	-0,1234	-0,002	0,004	0,3	0,00	112,350	-5,234	-0,094	-1,339E-13	-0,1249	-0,002	-1,808E-15	0,1	0,00	112,350	-5,171	-0,079	0,157	-0,1234	-0,002	0,004	0,3	0,00	112,350	-5,171	-0,079	0,157	-0,1234	-0,002	0,004	0,3	0,00	112,350	-5,234	-0,094	-1,339E-13	-0,1249	-0,002	-1,808E-15	0,1	0,00	112,350	3,209	0,063	0,314	0,0766	0,002	0,008	0,7	0,01	112,350	2,834	0,016	2,231E-14	0,0677	3,750E-4	5,329E-16	1,1	0,01
112,400	-5,176	-0,094	-0,314	-0,1236	-0,002	-0,008	0,3	0,00	112,400	-5,176	-0,094	-0,314	-0,1236	-0,002	-0,008	0,3	0,00	112,400	-5,239	-0,094	-0,471	-0,1251	-0,002	-0,011	0,2	0,00	112,400	-5,176	-0,094	-0,314	-0,1236	-0,002	-0,008	0,3	0,00	112,400	-5,176	-0,094	-0,314	-0,1236	-0,002	-0,008	0,3	0,00	112,400	-5,239	-0,094	-0,471	-0,1251	-0,002	-0,011	0,2	0,00	112,400	3,212	0,079	0,314	0,0767	0,002	0,008	0,8	0,01	112,400	2,835	0,016	0,000	0,0677	3,750E-4	0,000	1,0	0,01
112,450	-5,180	-0,110	1,339E-13	-0,1237	-0,003	3,196E-15	0,3	0,00	112,450	-5,180	-0,110	1,339E-13	-0,1237	-0,003	3,196E-15	0,3	0,00	112,450	-5,243	-0,141	-0,628	-0,1252	-0,003	-0,015	0,2	0,00	112,450	-5,180	-0,110	1,339E-13	-0,1237	-0,003	3,196E-15	0,3	0,00	112,450	-5,180	-0,110	1,339E-13	-0,1237	-0,003	3,196E-15	0,3	0,00	112,450	-5,243	-0,141	-0,628	-0,1252	-0,003	-0,015	0,2	0,00	112,450	3,217	0,094	0,157	0,0768	0,002	0,004	0,9	0,01	112,450	2,835	0,016	0,157	0,0677	3,750E-4	0,004	1,0	0,01
112,500	-5,187	-0,094	0,471	-0,1238	-0,002	0,011	0,2	0,00	112,500	-5,187	-0,094	0,471	-0,1238	-0,002	0,011	0,2	0,00	112,500	-5,253	-0,157	0,314	-0,1254	-0,004	0,008	0,2	0,00	112,500	-5,187	-0,094	0,471	-0,1238	-0,002	0,011	0,2	0,00	112,500	-5,187	-0,094	0,471	-0,1238	-0,002	0,011	0,2	0,00	112,500	-5,253	-0,157	0,314	-0,1254	-0,004	0,008	0,2	0,00	112,500	3,222	0,094	-0,157	0,0769	0,002	-0,004	1,0	0,01	112,500	2,837	0,031	0,157	0,0677	7,500E-4	0,004	1,0	0,01
112,550	-5,190	-0,063	0,471	-0,1239	-0,001	0,011	0,2	0,00	112,550	-5,190	-0,063	0,471	-0,1239	-0,001	0,011	0,2	0,00	112,550	-5,259	-0,110	0,628	-0,1255	-0,003	0,015	0,2	0,00	112,550	-5,190	-0,063	0,471	-0,1239	-0,001	0,011	0,2	0,00	112,550	-5,190	-0,063	0,471	-0,1239	-0,001	0,011	0,2	0,00	112,550	-5,259	-0,110	0,628	-0,1255	-0,003	0,015	0,2	0,00	112,550	3,226	0,079	-0,314	0,0770	0,002	-0,007	1,0	0,01	112,550	2,838	0,031	-0,157	0,0678	7,500E-4	-0,004	1,0	0,01
112,600	-5,193	-0,047	-0,157	-0,1240	-0,001	-0,004	0,3	0,00	112,600	-5,193	-0,047	-0,157	-0,1240	-0,001	-0,004	0,3	0,00	112,600	-5,264	-0,094	0,157	-0,1257	-0,002	0,004	0,2	0,00	112,600	-5,193	-0,047	-0,157	-0,1240	-0,001	-0,004	0,3	0,00	112,600	-5,193	-0,047	-0,157	-0,1240	-0,001	-0,004	0,3	0,00	112,600	-5,264	-0,094	0,157	-0,1257	-0,002	0,004	0,2	0,00	112,600	3,230	0,063	-0,157	0,0771	0,002	-0,004	1,0	0,01	112,600	2,840	0,016	-0,157	0,0678	3,750E-4	-0,004	1,0	0,01
112,650	-5,195	-0,079	-0,785	-0,1240	-0,002	-0,019	0,2	0,00	112,650	-5,195	-0,079	-0,785	-0,1240	-0,002	-0,019	0,2	0,00	112,650	-5,268	-0,094	0,157	-0,1258	-0,002	0,004	0,2	0,00	112,650	-5,195	-0,079	-0,785	-0,1240	-0,002	-0,019	0,2	0,00	112,650	-5,195	-0,079	-0,785	-0,1240	-0,002	-0,019	0,2	0,00	112,650	-5,268	-0,094	0,157	-0,1258	-0,002	0,004	0,2	0,00	112,650	3,233	0,063	0,157	0,0772	0,002	0,004	0,9	0,01	112,650	2,840	0,016	0,000	0,0678	3,750E-4	0,000	0,9	0,01
112,700	-5,201	-0,126	-0,314	-0,1242	-0,003	-0,008	0,3	0,00	112,700	-5,201	-0,126	-0,314	-0,1242	-0,003	-0,008	0,3	0,00	112,700	-5,273	-0,079	0,314	-0,1259	-0,002	0,008	0,2	0,00	112,700	-5,201	-0,126	-0,314	-0,1242	-0,003	-0,008	0,3	0,00	112,700	-5,201	-0,126	-0,314	-0,1242	-0,003	-0,008	0,3	0,00	112,700	-5,273	-0,079	0,314	-0,1259	-0,002	0,008	0,2	0,00	112,700	3,236	0,079	-1,336E-13	0,0773	0,002	-3,519E-15	0,8	0,01	112,700	2,842	0,016	-2,231E-14	0,0678	3,750E-4	-5,329E-16	0,9	0,01
112,750	-5,207	-0,110	0,157	-0,1243	-0,003	0,004	0,3	0,00	112,750	-5,207	-0,110	0,157	-0,1243	-0,003	0,004	0,3	0,00	112,750	-5,276	-0,063	0,314	-0,1260	-0,001	0,008	0,2	0,00	112,750	-5,207	-0,110	0,157	-0,1243	-0,003	0,004	0,3	0,00	112,750	-5,207	-0,110	0,157	-0,1243	-0,003	0,004	0,3	0,00	112,750	-5,276	-0,063	0,314	-0,1260	-0,001	0,008	0,2	0,00	112,750	3,241	0,063	-0,471	0,0774	0,001	-0,011	0,7	0,01	112,750	2,842	0,016	0,157	0,0678	3,750E-4	0,004	0,9	0,01
