4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl
Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²)
49.48;46.61;-0.08;-3.47E-14;49.48;44.35;-0.05;0.31;49.48;45.28;-0.1;0.09
49.5;46.45;-0.08;-0.01;49.5;44.26;-0.03;0.55;49.5;45.08;-0.1;0.44
49.52;46.28;-0.08;0.11;49.52;44.21;-0.03;0.32;49.52;44.9;-0.08;0.33
49.54;46.12;-0.08;0.11;49.54;44.15;-0.02;0.32;49.54;44.75;-0.08;0.2
49.56;45.97;-0.08;-6.53E-13;49.56;44.12;-0.01;0.33;49.56;44.57;-0.07;0.44
49.58;45.81;-0.08;-6.88E-13;49.58;44.1;-0.01;0.2;49.58;44.45;-0.06;0.21
49.6;45.66;-0.08;-0.01;49.6;44.08;-0.01;0.42;49.6;44.31;-0.07;0.31
49.62;45.5;-0.08;0.1;49.62;44.08;0.01;0.56;49.62;44.19;-0.05;0.55
49.64;45.35;-0.07;0.23;49.64;44.12;0.02;0.21;49.64;44.11;-0.04;0.33
49.66;45.21;-0.07;-0.01;49.66;44.15;0.02;0.2;49.66;44.02;-0.04;0.21
49.68;45.07;-0.07;0.09;49.68;44.18;0.03;0.43;49.68;43.95;-0.03;0.32
49.7;44.92;-0.06;0.34;49.7;44.25;0.03;0.43;49.7;43.88;-0.03;0.43
49.72;44.81;-0.06;-0.01;49.72;44.32;0.04;0.44;49.72;43.84;-0.02;0.44
49.74;44.68;-0.07;0.1;49.74;44.42;0.05;0.22;49.74;43.81;-0.01;0.33
49.76;44.55;-0.06;0.22;49.76;44.52;0.05;0.09;49.76;43.81;0;0.21
49.78;44.45;-0.06;0.09;49.78;44.63;0.06;0.32;49.78;43.79;-0.000548;0.32
49.8;44.33;-0.05;0.34;49.8;44.75;0.06;0.32;49.8;43.81;0.01;0.32
49.82;44.24;-0.04;0.12;49.82;44.88;0.07;0.32;49.82;43.82;0.01;0.32
49.84;44.16;-0.05;-0.13;49.84;45.02;0.08;0.34;49.84;43.86;0.02;0.33
49.86;44.05;-0.05;0.2;49.86;45.19;0.08;0.11;49.86;43.91;0.03;0.21
49.88;43.97;-0.04;0.44;49.88;45.35;0.08;0.1;49.88;43.96;0.03;0.33
49.9;43.9;-0.03;0.34;49.9;45.52;0.09;0.22;49.9;44.03;0.04;0.22
49.92;43.85;-0.03;0.11;49.92;45.69;0.09;0.11;49.92;44.11;0.04;0.09
49.94;43.79;-0.03;-0.01;49.94;45.88;0.09;0.1;49.94;44.18;0.04;0.33
49.96;43.74;-0.03;0.21;49.96;46.05;0.09;0.23;49.96;44.28;0.05;0.23
49.98;43.69;-0.02;0.34;49.98;46.26;0.1;0.01;49.98;44.39;0.05;-0.01
50;43.67;-0.01;0.1;50;46.44;0.09;-0.12;50;44.49;0.05;0.1
50.02;43.64;-0.01;0.21;50.02;46.63;0.09;0.11;50.02;44.59;0.06;0.23
50.04;43.62;0;0.34;50.04;46.82;0.1;0.12;50.04;44.71;0.06;-6.95E-05
50.06;43.62;0;0.1;50.06;47.03;0.1;-0.11;50.06;44.83;0.06;-0.01
50.08;43.62;-0.000545;0.21;50.08;47.22;0.09;-0.11;50.08;44.93;0.06;0.23
50.1;43.62;0.01;0.34;50.1;47.41;0.09;0.01;50.1;45.07;0.06;-7.49E-05
50.12;43.65;0.01;0.1;50.12;47.6;0.09;-0.1;50.12;45.19;0.06;-0.01
50.14;43.67;0.01;0.21;50.14;47.79;0.09;-0.22;50.14;45.31;0.06;0.12
50.16;43.7;0.02;0.33;50.16;47.96;0.09;-0.11;50.16;45.45;0.06;-0.11
50.18;43.75;0.03;0.22;50.18;48.13;0.09;-0.09;50.18;45.57;0.06;-0.11
50.2;43.8;0.03;0.11;50.2;48.3;0.08;-0.32;50.2;45.69;0.06;0.01
50.22;43.87;0.03;-0.02;50.22;48.46;0.07;-0.34;50.22;45.81;0.06;-0.1
50.24;43.92;0.03;0.32;50.24;48.6;0.07;-0.1;50.24;45.93;0.06;-0.22
50.26;43.99;0.04;0.46;50.26;48.74;0.07;-0.2;50.26;46.04;0.05;-0.11
50.28;44.1;0.05;-5.34E-05;50.28;48.88;0.06;-0.45;50.28;46.14;0.05;0.01
50.3;44.18;0.04;-0.02;50.3;48.98;0.05;-0.22;50.3;46.24;0.05;-0.1
50.32;44.27;0.05;0.33;50.32;49.08;0.05;-0.08;50.32;46.35;0.05;-0.22
50.34;44.37;0.06;0.23;50.34;49.19;0.05;-0.42;50.34;46.43;0.04;-0.11
50.36;44.49;0.06;-0.01;50.36;49.27;0.04;-0.55;50.36;46.52;0.04;-0.09
50.38;44.59;0.06;0.1;50.38;49.33;0.03;-0.33;50.38;46.61;0.04;-0.32
50.4;44.71;0.06;0.21;50.4;49.38;0.02;-0.21;50.4;46.68;0.03;-0.34
50.42;44.83;0.06;0.24;50.42;49.41;0.02;-0.31;50.42;46.73;0.03;-0.11
50.44;44.97;0.07;-0.11;50.44;49.45;0.01;-0.44;50.44;46.78;0.03;0.01
50.46;45.11;0.06;-0.04;50.46;49.45;0.000309;-0.32;50.46;46.83;0.03;-0.09
50.48;45.21;0.07;0.56;50.48;49.45;0;-0.31;50.48;46.88;0.02;-0.32
50.5;45.38;0.08;0.24;50.5;49.44;-0.01;-0.44;50.5;46.92;0.01;-0.34
50.52;45.54;0.08;-0.11;50.52;49.4;-0.02;-0.32;50.52;46.94;0.01;-0.11
50.54;45.69;0.08;2.74E-13;50.54;49.35;-0.03;-0.31;50.54;46.95;0.01;-0.1
50.56;45.84;0.08;7.22E-13;50.56;49.3;-0.03;-0.44;50.56;46.97;0;-0.22
50.58;46;0.08;-6.18E-13;50.58;49.22;-0.04;-0.33;50.58;46.97;0;-0.11
50.6;46.15;0.08;-0.01;50.6;49.13;-0.05;-0.21;50.6;46.97;0.000294;-0.09
50.62;46.31;0.08;0.11;50.62;49.03;-0.05;-0.31;50.62;46.97;0;-0.33
50.64;46.46;0.08;0.12;50.64;48.93;-0.06;-0.45;50.64;46.96;-0.01;-0.23
50.66;46.64;0.08;-0.11;50.66;48.79;-0.07;-0.22;50.66;46.92;-0.01;0.01
50.68;46.79;0.08;-0.01;50.68;48.65;-0.07;-0.09;50.68;46.91;-0.01;-0.11
50.7;46.94;0.08;0.12;50.7;48.51;-0.07;-0.32;50.7;46.87;-0.02;-0.11
50.72;47.12;0.08;-0.11;50.72;48.36;-0.08;-0.34;50.72;46.84;-0.02;0.01
50.74;47.27;0.08;-0.11;50.74;48.19;-0.09;-0.11;50.74;46.8;-0.02;-0.1
50.76;47.43;0.08;2.74E-13;50.76;48.02;-0.09;-0.1;50.76;46.77;-0.02;-0.22
50.78;47.58;0.08;0.01;50.78;47.85;-0.09;-0.22;50.78;46.72;-0.03;-0.11
50.8;47.74;0.08;-0.11;50.8;47.66;-0.09;-0.11;50.8;46.67;-0.03;-0.01
50.82;47.89;0.07;-0.11;50.82;47.47;-0.09;-0.1;50.82;46.62;-0.03;0.11
50.84;48.03;0.07;0.01;50.84;47.28;-0.1;-0.23;50.84;46.56;-0.02;0.12
50.86;48.18;0.07;-0.11;50.86;47.07;-0.1;-0.01;50.86;46.53;-0.02;-0.11
50.88;48.32;0.07;-0.1;50.88;46.87;-0.1;0.11;50.88;46.48;-0.03;-0.01
50.9;48.46;0.07;-0.21;50.9;46.68;-0.1;-9.13E-13;50.9;46.43;-0.02;0.22
50.92;48.6;0.06;-0.23;50.92;46.47;-0.1;-8.44E-13;50.92;46.39;-0.02;0.11
50.94;48.7;0.06;0.01;50.94;46.28;-0.1;-0.01;50.94;46.36;-0.02;-1.11E-13
50.96;48.84;0.06;-0.11;50.96;46.07;-0.1;0.1;50.96;46.32;-0.02;-0.01
50.98;48.94;0.06;-0.1;50.98;45.89;-0.09;0.22;50.98;46.29;-0.02;0.11
51;49.06;0.06;-0.21;51;45.69;-0.09;0.11;51;46.25;-0.01;0.11
51.02;49.17;0.05;-0.34;51.02;45.52;-0.09;-0.01;51.02;46.24;-0.01;0.1
51.04;49.25;0.04;-0.12;51.04;45.33;-0.09;0.09;51.04;46.2;-0.01;0.22
51.06;49.34;0.04;0.01;51.06;45.16;-0.09;0.32;51.06;46.2;0;0.1
51.08;49.43;0.04;-0.1;51.08;44.99;-0.08;0.34;51.08;46.18;0;0.21
51.1;49.51;0.04;-0.21;51.1;44.85;-0.07;0.09;51.1;46.18;0;0.33
51.12;49.58;0.04;-0.32;51.12;44.69;-0.07;0.32;51.12;46.2;0.01;0.22
51.14;49.65;0.03;-0.34;51.14;44.55;-0.06;0.45;51.14;46.21;0.01;0.11
51.16;49.69;0.02;-0.1;51.16;44.45;-0.06;0.1;51.16;46.25;0.01;0.09
51.18;49.74;0.02;-0.21;51.18;44.33;-0.06;0.2;51.18;46.26;0.02;0.33
51.2;49.78;0.01;-0.22;51.2;44.23;-0.05;0.44;51.2;46.32;0.03;0.23
51.22;49.79;0.01;-0.09;51.22;44.14;-0.04;0.32;51.22;46.37;0.03;-0.01
51.24;49.83;0.01;-0.33;51.24;44.07;-0.03;0.32;51.24;46.42;0.03;0.2
51.26;49.83;0;-0.22;51.26;44;-0.03;0.44;51.26;46.47;0.03;0.44
51.28;49.83;0.000311;-0.1;51.28;43.97;-0.02;0.32;51.28;46.55;0.04;0.23
51.3;49.83;0;-0.22;51.3;43.93;-0.01;0.32;51.3;46.64;0.04;-0.01
51.32;49.81;-0.01;-0.22;51.32;43.91;0;0.32;51.32;46.73;0.04;0.09
51.34;49.8;-0.01;-0.22;51.34;43.91;-0.000549;0.32;51.34;46.81;0.05;0.33
51.36;49.76;-0.02;-0.11;51.36;43.91;0.01;0.43;51.36;46.91;0.06;0.23
51.38;49.73;-0.02;-0.09;51.38;43.94;0.02;0.43;51.38;47.03;0.06;-0.01
51.4;49.69;-0.02;-0.32;51.4;43.98;0.03;0.44;51.4;47.14;0.06;0.21
51.42;49.64;-0.03;-0.33;51.42;44.04;0.03;0.33;51.42;47.26;0.06;0.22
51.44;49.58;-0.03;-0.22;51.44;44.11;0.04;0.21;51.44;47.39;0.06;0.11
51.46;49.51;-0.04;-0.12;51.46;44.2;0.04;0.32;51.46;47.51;0.07;0.12
51.48;49.42;-0.04;0.02;51.48;44.28;0.05;0.44;51.48;47.67;0.07;-0.12
51.5;49.35;-0.04;-0.21;51.5;44.4;0.06;0.33;51.5;47.79;0.06;0.1
51.52;49.27;-0.05;-0.34;51.52;44.52;0.06;0.21;51.52;47.93;0.07;0.23
51.54;49.16;-0.05;-0.12;51.54;44.66;0.07;0.21;51.54;48.08;0.07;-7.19E-13
51.56;49.06;-0.05;0.01;51.56;44.8;0.07;0.32;51.56;48.22;0.07;0.01
51.58;48.96;-0.05;-0.1;51.58;44.95;0.08;0.34;51.58;48.37;0.07;-0.12
51.6;48.86;-0.06;-0.22;51.6;45.12;0.09;0.11;51.6;48.51;0.07;-0.01
51.62;48.74;-0.06;-0.22;51.62;45.29;0.09;0.09;51.62;48.65;0.07;0.12
51.64;48.62;-0.06;-0.23;51.64;45.46;0.09;0.33;51.64;48.8;0.07;-0.11
51.66;48.48;-0.07;-8.03E-05;51.66;45.65;0.1;0.23;51.66;48.94;0.07;-0.1
51.68;48.34;-0.06;0.02;51.68;45.86;0.1;-0.01;51.68;49.08;0.07;-0.21
51.7;48.22;-0.07;-0.22;51.7;46.05;0.1;0.11;51.7;49.22;0.06;-0.35
51.72;48.07;-0.07;-0.12;51.72;46.25;0.1;0.11;51.72;49.32;0.06;7.56E-05
51.74;47.93;-0.07;3.94E-13;51.74;46.46;0.1;9.16E-13;51.74;49.44;0.06;0.02
51.76;47.77;-0.07;0.01;51.76;46.67;0.1;-8.12E-13;51.76;49.56;0.06;-0.32
51.78;47.64;-0.07;-0.11;51.78;46.87;0.1;-9.51E-13;51.78;49.67;0.05;-0.33
51.8;47.48;-0.08;-0.11;51.8;47.08;0.1;4.23E-13;51.8;49.75;0.04;-0.21
51.82;47.33;-0.08;4.48E-13;51.82;47.29;0.1;0.01;51.82;49.84;0.04;-0.21
51.84;47.17;-0.08;3.79E-13;51.84;47.49;0.1;-0.1;51.84;49.91;0.03;-0.21
51.86;47.02;-0.08;2.4E-13;51.86;47.7;0.1;-0.22;51.86;49.98;0.03;-0.31
51.88;46.86;-0.08;-3.47E-14;51.88;47.89;0.09;-0.11;51.88;50.03;0.02;-0.44
51.9;46.71;-0.08;-0.01;51.9;48.08;0.09;-0.1;51.9;50.07;0.01;-0.32
51.92;46.55;-0.08;0.11;51.92;48.27;0.09;-0.21;51.92;50.09;0.01;-0.31
51.94;46.4;-0.07;0.01;51.94;48.44;0.09;-0.21;51.94;50.1;0.000626;-0.45
51.96;46.26;-0.08;-0.12;51.96;48.61;0.08;-0.21;51.96;50.09;-0.01;-0.22
51.98;46.09;-0.08;0.11;51.98;48.77;0.08;-0.21;51.98;50.07;-0.01;-0.19
52;45.95;-0.07;0.11;52;48.92;0.07;-0.21;52;50.06;-0.02;-0.55
52.02;45.8;-0.07;0.11;52.02;49.06;0.07;-0.31;52.02;50.01;-0.03;-0.44
52.04;45.66;-0.07;0.01;52.04;49.2;0.06;-0.45;52.04;49.94;-0.03;-0.31
52.06;45.52;-0.07;-0.13;52.06;49.31;0.05;-0.21;52.06;49.87;-0.04;-0.44
52.08;45.37;-0.07;0.21;52.08;49.41;0.05;-0.2;52.08;49.77;-0.05;-0.32
52.1;45.23;-0.06;0.34;52.1;49.51;0.04;-0.44;52.1;49.67;-0.06;-0.31
52.12;45.11;-0.06;0.11;52.12;49.58;0.03;-0.31;52.12;49.55;-0.06;-0.44
52.14;44.99;-0.06;-2.67E-13;52.14;49.65;0.03;-0.42;52.14;49.41;-0.07;-0.32
52.16;44.87;-0.06;-0.01;52.16;49.71;0.02;-0.55;52.16;49.25;-0.08;-0.32
52.18;44.75;-0.06;0.21;52.18;49.72;0.01;-0.33;52.18;49.1;-0.09;-0.33
52.2;44.62;-0.05;0.34;52.2;49.74;0;-0.21;52.2;48.91;-0.09;-0.2
52.22;44.54;-0.05;-0.01;52.22;49.74;0.000622;-0.31;52.22;48.74;-0.09;-0.44
52.24;44.43;-0.05;0.09;52.24;49.74;-0.01;-0.44;52.24;48.54;-0.11;-0.33
52.26;44.33;-0.04;0.34;52.26;49.71;-0.02;-0.31;52.26;48.31;-0.11;-0.2
52.28;44.26;-0.04;0.11;52.28;49.68;-0.02;-0.42;52.28;48.11;-0.12;-0.45
52.3;44.17;-0.04;0.11;52.3;49.63;-0.03;-0.55;52.3;47.85;-0.13;-0.12
52.32;44.11;-0.03;0.1;52.32;49.54;-0.04;-0.33;52.32;47.61;-0.12;0.02
52.34;44.04;-0.03;0.21;52.34;49.46;-0.05;-0.22;52.34;47.37;-0.12;-0.32
52.36;43.97;-0.03;0.34;52.36;49.35;-0.05;-0.21;52.36;47.11;-0.13;-0.34
52.38;43.93;-0.02;0.1;52.38;49.25;-0.06;-0.32;52.38;46.84;-0.14;-0.11
52.4;43.88;-0.02;0.22;52.4;49.13;-0.06;-0.32;52.4;46.56;-0.14;1.26E-12
52.42;43.84;-0.01;0.22;52.42;49;-0.07;-0.32;52.42;46.29;-0.14;0.01
52.44;43.83;-0.01;0.09;52.44;48.86;-0.08;-0.33;52.44;46.01;-0.14;-0.11
52.46;43.79;-0.01;0.33;52.46;48.69;-0.08;-0.22;52.46;45.74;-0.14;-0.12
52.48;43.79;0;0.22;52.48;48.53;-0.09;-0.22;52.48;45.44;-0.14;0.11
52.5;43.79;-0.000274;0.11;52.5;48.34;-0.09;-0.22;52.5;45.17;-0.14;0.11
52.52;43.79;0;0.11;52.52;48.17;-0.09;-0.22;52.52;44.89;-0.14;-1.22E-12
52.54;43.81;0;0.09;52.54;47.97;-0.1;-0.11;52.54;44.62;-0.14;-0.01
52.56;43.81;0.01;0.33;52.56;47.78;-0.1;-0.11;52.56;44.34;-0.14;0.1
52.58;43.84;0.02;0.22;52.58;47.57;-0.1;-0.12;52.58;44.07;-0.13;0.22
52.6;43.88;0.02;0.09;52.6;47.37;-0.1;0.01;52.6;43.81;-0.13;0.21
52.62;43.91;0.02;0.33;52.62;47.16;-0.1;-0.11;52.62;43.55;-0.13;0.32
52.64;43.96;0.03;0.23;52.64;46.95;-0.11;-0.12;52.64;43.31;-0.12;0.34
52.66;44.03;0.03;-0.01;52.66;46.73;-0.11;0.11;52.66;43.08;-0.11;0.1
52.68;44.08;0.03;0.21;52.68;46.52;-0.1;0.11;52.68;42.86;-0.11;0.22
52.7;44.15;0.04;0.34;52.7;46.32;-0.1;9.17E-13;52.7;42.63;-0.1;0.2
52.72;44.23;0.04;0.11;52.72;46.11;-0.1;-0.01;52.72;42.45;-0.1;0.4
52.74;44.32;0.04;0.11;52.74;45.9;-0.1;0.11;52.74;42.22;-0.09;0.89
52.76;44.4;0.05;0.11;52.76;45.7;-0.1;0.11;52.76;42.1;-0.07;0.34
52.78;44.51;0.05;0.1;52.78;45.51;-0.1;0.09;52.78;41.94;-0.07;0.09
52.8;44.59;0.05;0.24;52.8;45.3;-0.1;0.32;52.8;41.8;-0.07;0.42
52.82;44.71;0.06;-0.12;52.82;45.13;-0.09;0.34;52.82;41.68;-0.06;0.53
52.84;44.82;0.05;0.07;52.84;44.95;-0.08;0.11;52.84;41.58;-0.04;0.66
52.86;44.9;0.06;0.68;52.86;44.8;-0.08;0.09;52.86;41.51;-0.03;0.44
52.88;45.05;0.07;0.13;52.88;44.63;-0.08;0.32;52.88;41.46;-0.03;0.31
52.9;45.19;0.06;-0.24;52.9;44.49;-0.07;0.32;52.9;41.4;-0.02;0.53
52.92;45.31;0.06;0.11;52.92;44.35;-0.07;0.32;52.92;41.38;-0.01;0.65
52.94;45.45;0.07;0.11;52.94;44.23;-0.06;0.33;52.94;41.38;0.01;0.66
52.96;45.59;0.07;0.11;52.96;44.12;-0.05;0.21;52.96;41.41;0.02;0.44
52.98;45.72;0.07;0.14;52.98;44.02;-0.05;0.32;52.98;41.47;0.03;0.3
53;45.88;0.07;-0.35;53;43.93;-0.04;0.43;53;41.52;0.03;0.64
53.02;46.02;0.06;0.07;53.02;43.86;-0.03;0.43;53.02;41.6;0.05;0.66
53.04;46.12;0.08;0.7;53.04;43.81;-0.02;0.43;53.04;41.72;0.06;0.43
53.06;46.33;0.09;-0.1;53.06;43.78;-0.01;0.44;53.06;41.84;0.07;0.43
53.08;46.46;0.07;-0.24;53.08;43.76;0;0.33;53.08;41.99;0.08;0.42
53.1;46.62;0.08;0.12;53.1;43.76;-0.000273;0.21;53.1;42.15;0.08;0.64
53.12;46.77;0.08;-0.11;53.12;43.76;0;0.32;53.12;42.33;0.1;0.66
53.14;46.93;0.07;-0.12;53.14;43.77;0.01;0.43;53.14;42.56;0.11;0.32
53.16;47.07;0.07;0.11;53.16;43.81;0.02;0.43;53.16;42.78;0.12;0.32
53.18;47.22;0.08;0.01;53.18;43.86;0.03;0.44;53.18;43.02;0.12;0.32
53.2;47.38;0.07;-0.23;53.2;43.92;0.04;0.33;53.2;43.28;0.13;0.31
53.22;47.51;0.07;-0.01;53.22;44.01;0.04;0.21;53.22;43.53;0.14;0.54
53.24;47.65;0.07;0.12;53.24;44.09;0.05;0.32;53.24;43.82;0.15;0.44
53.26;47.81;0.07;-0.11;53.26;44.2;0.06;0.44;53.26;44.13;0.15;0.21
53.28;47.94;0.07;-0.11;53.28;44.32;0.06;0.21;53.28;44.44;0.16;0.21
53.3;48.08;0.07;-0.11;53.3;44.45;0.06;0.2;53.3;44.77;0.16;0.21
53.32;48.22;0.06;-0.11;53.32;44.57;0.07;0.44;53.32;45.09;0.17;0.22
53.34;48.34;0.06;0.02;53.34;44.74;0.08;0.22;53.34;45.44;0.17;0.11
53.36;48.48;0.07;-0.21;53.36;44.9;0.08;0.1;53.36;45.78;0.17;0.1
53.38;48.6;0.06;-0.23;53.38;45.07;0.09;0.21;53.38;46.12;0.18;0.22
53.4;48.7;0.06;0.02;53.4;45.24;0.09;0.21;53.4;46.48;0.18;0.11
53.42;48.82;0.06;-0.21;53.42;45.43;0.09;0.22;53.42;46.85;0.18;1.64E-12
53.44;48.93;0.05;-0.23;53.44;45.62;0.1;0.11;53.44;47.21;0.18;1.57E-12
53.46;49.01;0.05;0.01;53.46;45.83;0.1;-0.01;53.46;47.57;0.18;-1.64E-12
53.48;49.12;0.05;-0.1;53.48;46.01;0.1;0.1;53.48;47.93;0.18;0.01
53.5;49.2;0.04;-0.21;53.5;46.22;0.1;0.22;53.5;48.29;0.18;-0.1
53.52;49.29;0.04;-0.21;53.52;46.42;0.11;0.12;53.52;48.65;0.18;-0.21
53.54;49.36;0.03;-0.22;53.54;46.65;0.11;-0.11;53.54;49;0.17;-0.21
53.56;49.43;0.03;-0.11;53.56;46.86;0.1;-0.11;53.56;49.34;0.17;-0.21
53.58;49.48;0.03;-0.09;53.58;47.06;0.1;0.01;53.58;49.67;0.16;-0.21
53.6;49.55;0.03;-0.33;53.6;47.27;0.1;-0.11;53.6;50;0.16;-0.32
53.62;49.59;0.02;-0.23;53.62;47.48;0.1;-0.11;53.62;50.31;0.15;-0.32
53.64;49.62;0.02;0.02;53.64;47.66;0.1;-0.1;53.64;50.6;0.15;-0.31
53.66;49.65;0.02;-0.21;53.66;47.87;0.09;-0.22;53.66;50.89;0.14;-0.43
53.68;49.69;0.01;-0.34;53.68;48.04;0.09;-0.11;53.68;51.15;0.13;-0.53
53.7;49.69;0;-0.1;53.7;48.23;0.09;-0.1;53.7;51.41;0.12;0.85
53.72;49.71;0;-0.21;53.72;48.41;0.09;-0.21;53.72;51.62;0.16;1.06
53.74;49.71;0;-0.34;53.74;48.58;0.08;-0.32;53.74;52.07;0.16;-0.3
53.76;49.69;-0.01;-0.11;53.76;48.74;0.07;-0.33;53.76;52.26;0.15;-0.53
53.78;49.67;-0.01;-0.1;53.78;48.87;0.07;-0.21;53.78;52.67;0.14;-2.17
53.8;49.66;-0.01;-0.22;53.8;49.01;0.06;-0.21;53.8;52.81;0.07;-2.05
53.82;49.62;-0.02;-0.22;53.82;49.13;0.06;-0.31;53.82;52.93;0.06;-0.43
53.84;49.59;-0.02;-0.22;53.84;49.25;0.05;-0.55;53.84;53.04;0.05;-0.42
53.86;49.54;-0.03;-0.22;53.86;49.34;0.04;-0.34;53.86;53.13;0.04;-0.53
53.88;49.49;-0.03;-0.23;53.88;49.41;0.04;-0.09;53.88;53.2;0.03;-0.65
53.9;49.42;-0.03;-3.72E-05;53.9;49.5;0.04;-0.31;53.9;53.23;0.01;-0.54
53.92;49.35;-0.03;0.03;53.92;49.55;0.03;-0.43;53.92;53.25;0.01;-0.53
53.94;49.3;-0.03;-0.44;53.94;49.6;0.02;-0.44;53.94;53.25;-0.01;-0.65
53.96;49.22;-0.05;-0.35;53.96;49.62;0.01;-0.32;53.96;53.22;-0.02;-0.55
53.98;49.11;-0.05;0.01;53.98;49.64;0;-0.32;53.98;53.17;-0.03;-0.43
54;49.03;-0.05;-0.1;54;49.64;0;-0.32;54;53.1;-0.04;-0.41
54.02;48.92;-0.05;-0.22;54.02;49.62;-0.01;-0.31;54.02;53.02;-0.05;-0.52
54.04;48.82;-0.06;-0.12;54.04;49.61;-0.02;-0.55;54.04;52.92;-0.06;-2.27
54.06;48.7;-0.06;0.02;54.06;49.56;-0.03;-0.45;54.06;52.78;-0.14;-2.18
54.08;48.6;-0.06;-0.22;54.08;49.49;-0.03;-0.22;54.08;52.37;-0.15;-0.3
54.1;48.48;-0.06;-0.23;54.1;49.42;-0.04;-0.2;54.1;52.2;-0.15;0.98
54.12;48.34;-0.06;0.01;54.12;49.34;-0.04;-0.42;54.12;51.77;-0.11;0.93
54.14;48.22;-0.06;-0.11;54.14;49.25;-0.06;-0.57;54.14;51.77;-0.11;-1.71
54.16;48.08;-0.07;-0.12;54.16;49.11;-0.06;-0.11;54.16;51.33;-0.18;-0.41
54.18;47.95;-0.07;-3.47E-14;54.18;48.99;-0.06;-0.09;54.18;51.07;-0.13;0.96
54.2;47.81;-0.07;0.01;54.2;48.88;-0.07;-0.33;54.2;50.81;-0.14;-0.55
54.22;47.67;-0.07;-0.1;54.22;48.72;-0.07;-0.21;54.22;50.52;-0.15;-0.45
54.24;47.53;-0.07;-0.23;54.24;48.58;-0.08;-0.33;54.24;50.21;-0.15;-0.11
54.26;47.38;-0.08;-0.01;54.26;48.41;-0.09;-0.22;54.26;49.9;-0.15;-0.09
54.28;47.22;-0.07;0.12;54.28;48.24;-0.09;-0.1;54.28;49.59;-0.16;-0.32
54.3;47.09;-0.07;-0.11;54.3;48.07;-0.09;-0.22;54.3;49.27;-0.17;-0.34
54.32;46.93;-0.08;-0.12;54.32;47.88;-0.09;-0.12;54.32;48.92;-0.17;-0.11
54.34;46.78;-0.08;0.11;54.34;47.69;-0.09;0.01;54.34;48.58;-0.17;-0.1
54.36;46.62;-0.07;0.11;54.36;47.5;-0.09;-0.11;54.36;48.24;-0.18;-0.22
54.38;46.48;-0.07;-6.15E-13;54.38;47.31;-0.1;-0.11;54.38;47.88;-0.18;-0.12
54.4;46.33;-0.07;7.19E-13;54.4;47.11;-0.1;-4.39E-13;54.4;47.51;-0.18;0.1
54.42;46.19;-0.07;6.15E-13;54.42;46.92;-0.1;-8.78E-13;54.42;47.15;-0.18;0.23
54.44;46.04;-0.07;-3.94E-13;54.44;46.71;-0.1;8.44E-13;54.44;46.81;-0.17;0.000221
54.46;45.9;-0.07;-0.01;54.46;46.52;-0.1;-0.01;54.46;46.46;-0.18;-0.01
54.48;45.74;-0.07;0.11;54.48;46.32;-0.1;0.11;54.48;46.1;-0.17;0.22
54.5;45.61;-0.07;0.11;54.5;46.13;-0.09;0.11;54.5;45.77;-0.17;0.1
54.52;45.47;-0.07;0.1;54.52;45.94;-0.09;0.1;54.52;45.43;-0.17;0.21
54.54;45.33;-0.06;0.22;54.54;45.75;-0.09;0.22;54.54;45.1;-0.16;0.34
54.56;45.21;-0.06;0.11;54.56;45.57;-0.09;0.22;54.56;44.79;-0.15;0.11
54.58;45.09;-0.06;-2.67E-13;54.58;45.4;-0.08;0.22;54.58;44.48;-0.16;0.09
54.6;44.97;-0.06;-0.01;54.6;45.25;-0.08;0.1;54.6;44.17;-0.15;0.31
54.62;44.85;-0.06;0.09;54.62;45.09;-0.08;0.21;54.62;43.88;-0.14;0.54
54.64;44.73;-0.06;0.33;54.64;44.93;-0.07;0.34;54.64;43.6;-0.13;0.56
54.66;44.62;-0.05;0.23;54.66;44.81;-0.06;0.09;54.66;43.36;-0.12;0.22
54.68;44.54;-0.05;-0.01;54.68;44.68;-0.07;0.32;54.68;43.12;-0.12;0.2
54.7;44.43;-0.05;0.1;54.7;44.55;-0.05;0.45;54.7;42.88;-0.11;0.54
54.72;44.35;-0.04;0.22;54.72;44.47;-0.05;0.09;54.72;42.67;-0.1;0.54
54.74;44.26;-0.04;0.22;54.74;44.36;-0.05;0.31;54.74;42.48;-0.09;0.43
54.76;44.19;-0.03;0.22;54.76;44.28;-0.03;0.55;54.76;42.3;-0.08;0.42
