4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl
Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²)
4.76;51.82;0.08;0.82;4.76;50.28;0.1;-0.43;4.76;54.75;0.11;-0.76
4.78;52.08;0.07;-1.63;4.78;50.47;0.09;-0.43;4.78;54.94;0.1;-0.63
4.8;52.11;0.02;-1.49;4.8;50.63;0.08;-0.5;4.8;55.13;0.08;-0.85
4.82;52.15;0.01;-0.21;4.82;50.78;0.07;0.55;4.82;55.27;0.06;-0.99
4.84;52.17;0.01;-0.31;4.84;50.89;0.1;0.58;4.84;55.38;0.04;-0.65
4.86;52.19;0.000652;-0.43;4.86;51.18;0.09;-1.61;4.86;55.45;0.04;-0.51
4.88;52.17;-0.01;-0.43;4.88;51.25;0.04;-1.6;4.88;55.52;0.02;-0.86
4.9;52.15;-0.02;-0.44;4.9;51.32;0.03;-1.84;4.9;55.54;0;-0.87
4.92;52.1;-0.03;-0.24;4.92;51.35;-0.04;-1.9;4.92;55.52;-0.01;-0.74
4.94;52.05;-0.03;-1.39;4.94;51.17;-0.05;0.64;4.94;55.49;-0.03;-0.99
4.96;52;-0.08;-1.68;4.96;51.16;-0.01;0.73;4.96;55.41;-0.05;-0.78
4.98;51.73;-0.09;0.74;4.98;51.12;-0.02;-0.54;4.98;55.29;-0.06;-0.42
5;51.62;-0.05;0.94;5;51.07;-0.03;-0.63;5;55.17;-0.07;-0.51
5.02;51.52;-0.06;-0.22;5.02;50.99;-0.05;0.85;5.02;55.02;-0.08;-0.85
5.04;51.4;-0.06;-0.21;5.04;50.89;0.000161;-0.35;5.04;54.85;-0.1;-1
5.06;51.28;-0.06;-0.31;5.06;50.99;-0.06;-3.19;5.06;54.61;-0.12;-0.55
5.08;51.15;-0.07;-0.44;5.08;50.65;-0.13;-0.64;5.08;54.37;-0.12;-0.42
5.1;50.99;-0.08;-0.33;5.1;50.48;-0.09;0.96;5.1;54.12;-0.14;-0.55
5.12;50.82;-0.09;-0.22;5.12;50.31;-0.09;-0.54;5.12;53.82;-0.15;-0.41
5.14;50.65;-0.09;-0.22;5.14;50.12;-0.11;-0.56;5.14;53.53;-0.15;-0.51
5.16;50.46;-0.09;-0.21;5.16;49.88;-0.11;-0.21;5.16;53.21;-0.17;-2.28
5.18;50.27;-0.1;-0.33;5.18;49.68;-0.12;-0.32;5.18;52.87;-0.24;-3.8
5.2;50.07;-0.11;-0.22;5.2;49.42;-0.12;-0.32;5.2;52.23;-0.32;-0.53
5.22;49.84;-0.11;-0.09;5.22;49.18;-0.13;-0.32;5.22;51.6;-0.27;2.47
5.24;49.64;-0.11;-0.34;5.24;48.9;-0.14;-0.34;5.24;51.17;-0.22;1.06
5.26;49.4;-0.12;-0.12;5.26;48.63;-0.14;-0.11;5.26;50.72;-0.22;-0.22
5.28;49.16;-0.12;0.02;5.28;48.33;-0.14;-0.1;5.28;50.28;-0.23;-0.22
5.3;48.94;-0.12;-0.34;5.3;48.06;-0.15;-0.22;5.3;49.81;-0.23;-0.1
5.32;48.68;-0.13;-0.12;5.32;47.75;-0.15;-0.11;5.32;49.35;-0.23;-0.21
5.34;48.42;-0.12;0.02;5.34;47.46;-0.15;-0.11;5.34;48.88;-0.24;-0.35
5.36;48.18;-0.13;-0.23;5.36;47.15;-0.15;-0.12;5.36;48.38;-0.25;0.1
5.38;47.9;-0.13;-0.000161;5.38;46.84;-0.16;0.11;5.38;47.9;-0.24;0.23
5.4;47.64;-0.13;0.01;5.4;46.53;-0.15;0.11;5.4;47.44;-0.24;-0.01
5.42;47.39;-0.13;-0.12;5.42;46.24;-0.15;-0.01;5.42;46.95;-0.24;0.11
5.44;47.11;-0.13;0;5.44;45.93;-0.15;0.21;5.44;46.49;-0.23;0.1
5.46;46.85;-0.13;-1.78E-13;5.46;45.63;-0.14;0.34;5.46;46.02;-0.23;0.21
5.48;46.58;-0.13;-7.36E-14;5.48;45.36;-0.14;0.11;5.48;45.56;-0.22;0.34
5.5;46.32;-0.13;-0.01;5.5;45.08;-0.14;0.09;5.5;45.13;-0.22;0.09
5.52;46.04;-0.13;0.11;5.52;44.81;-0.13;0.32;5.52;44.68;-0.22;0.3
5.54;45.79;-0.13;0.11;5.54;44.55;-0.13;0.33;5.54;44.25;-0.21;0.66
5.56;45.53;-0.13;-0.01;5.56;44.31;-0.12;0.2;5.56;43.85;-0.19;0.44
5.58;45.27;-0.13;0.11;5.58;44.06;-0.12;0.42;5.58;43.47;-0.19;0.32
5.6;45.01;-0.12;0.11;5.6;43.84;-0.1;0.55;5.6;43.09;-0.18;0.43
5.62;44.77;-0.12;-0.01;5.62;43.65;-0.09;0.32;5.62;42.75;-0.17;0.42
5.64;44.51;-0.13;0.21;5.64;43.46;-0.09;0.42;5.64;42.4;-0.16;0.65
5.66;44.27;-0.12;0.33;5.66;43.28;-0.08;0.54;5.66;42.09;-0.15;0.65
5.68;44.05;-0.11;0.22;5.68;43.15;-0.07;0.42;5.68;41.81;-0.14;0.53
5.7;43.82;-0.11;0.22;5.7;43.01;-0.06;0.54;5.7;41.53;-0.13;0.65
5.72;43.62;-0.1;0.11;5.72;42.9;-0.05;0.54;5.72;41.31;-0.11;0.53
5.74;43.41;-0.1;0.09;5.74;42.82;-0.04;0.42;5.74;41.08;-0.1;0.64
5.76;43.2;-0.1;0.32;5.76;42.75;-0.03;0.54;5.76;40.89;-0.09;0.76
5.78;43.01;-0.09;0.33;5.78;42.69;-0.02;0.54;5.78;40.74;-0.07;0.65
5.8;42.84;-0.09;0.22;5.8;42.67;-0.01;0.42;5.8;40.6;-0.06;0.65
5.82;42.67;-0.08;0.22;5.82;42.65;0;0.64;5.82;40.49;-0.05;0.65
5.84;42.51;-0.08;0.21;5.84;42.67;0.02;0.66;5.84;40.41;-0.04;0.65
5.86;42.35;-0.07;0.32;5.86;42.72;0.03;0.42;5.86;40.35;-0.02;0.65
5.88;42.22;-0.07;0.44;5.88;42.77;0.03;0.54;5.88;40.32;-0.01;0.65
5.9;42.09;-0.06;0.34;5.9;42.86;0.05;0.54;5.9;40.32;0;0.64
5.92;41.99;-0.05;-0.02;5.92;42.96;0.06;0.42;5.92;40.33;0.02;0.65
5.94;41.89;-0.06;0.29;5.94;43.08;0.06;0.54;5.94;40.38;0.03;0.53
5.96;41.76;-0.04;0.89;5.96;43.21;0.08;0.55;5.96;40.45;0.04;0.64
5.98;41.73;-0.02;0.34;5.98;43.38;0.09;0.32;5.98;40.53;0.06;0.66
6;41.68;-0.03;-0.02;6;43.56;0.09;0.32;6;40.67;0.06;0.42
6.02;41.63;-0.02;0.33;6.02;43.74;0.1;0.43;6.02;40.79;0.07;0.54
6.04;41.59;-0.01;0.22;6.04;43.95;0.11;0.44;6.04;40.96;0.09;0.54
6.06;41.57;-0.01;0.07;6.06;44.17;0.12;0.33;6.06;41.13;0.09;0.43
6.08;41.54;-0.01;0.75;6.08;44.41;0.12;0.21;6.08;41.34;0.1;0.43
6.1;41.53;0.02;0.91;6.1;44.65;0.12;0.32;6.1;41.54;0.11;0.44
6.12;41.6;0.03;0.11;6.12;44.91;0.13;0.34;6.12;41.78;0.12;0.32
6.14;41.64;0.02;0.09;6.14;45.18;0.14;0.11;6.14;42.02;0.12;0.32
6.16;41.69;0.03;0.32;6.16;45.46;0.14;0.1;6.16;42.28;0.13;0.44
6.18;41.76;0.03;0.32;6.18;45.73;0.14;0.22;6.18;42.55;0.14;0.34
6.2;41.82;0.04;0.44;6.2;46.02;0.15;0.12;6.2;42.84;0.15;0.11
6.22;41.93;0.05;0.21;6.22;46.32;0.15;-0.11;6.22;43.14;0.15;0.1
6.24;42.03;0.05;0.2;6.24;46.61;0.14;-0.12;6.24;43.43;0.15;0.22
6.26;42.13;0.06;0.44;6.26;46.88;0.14;0.11;6.26;43.74;0.15;0.11
6.28;42.27;0.07;0.33;6.28;47.18;0.15;0.12;6.28;44.05;0.15;-0.01
6.3;42.41;0.07;0.21;6.3;47.47;0.15;-0.1;6.3;44.36;0.15;0.11
6.32;42.56;0.08;0.32;6.32;47.76;0.14;-0.21;6.32;44.66;0.16;0.12
6.34;42.71;0.09;0.34;6.34;48.04;0.14;-0.21;6.34;44.99;0.16;-0.11
6.36;42.9;0.09;0.1;6.36;48.31;0.13;-0.21;6.36;45.3;0.15;-0.11
6.38;43.07;0.09;0.21;6.38;48.57;0.13;-0.32;6.38;45.61;0.16;-0.1
6.4;43.26;0.1;0.33;6.4;48.83;0.12;-0.34;6.4;45.92;0.15;-0.22
6.42;43.47;0.1;0.21;6.42;49.05;0.12;-0.09;6.42;46.21;0.15;-0.11
6.44;43.67;0.11;0.21;6.44;49.3;0.12;-0.31;6.44;46.51;0.15;-0.09
6.46;43.9;0.11;0.21;6.46;49.52;0.1;-0.55;6.46;46.8;0.14;-0.32
6.48;44.12;0.12;0.22;6.48;49.71;0.09;-0.32;6.48;47.08;0.13;-0.33
6.5;44.36;0.12;0.11;6.5;49.9;0.09;-0.31;6.5;47.33;0.13;-0.21
6.52;44.6;0.12;0.11;6.52;50.08;0.08;-0.54;6.52;47.59;0.13;-0.31
6.54;44.84;0.12;0.11;6.54;50.23;0.07;-0.55;6.54;47.83;0.12;-0.44
6.56;45.1;0.12;-0.01;6.56;50.35;0.06;-0.43;6.56;48.06;0.11;-0.33
6.58;45.34;0.12;0.21;6.58;50.48;0.05;-0.43;6.58;48.27;0.1;-0.21
6.6;45.6;0.13;0.24;6.6;50.56;0.04;-0.42;6.6;48.47;0.1;-0.31
6.62;45.87;0.13;-0.11;6.62;50.65;0.04;-0.53;6.62;48.66;0.09;-0.54
6.64;46.13;0.13;-0.01;6.64;50.7;0.02;-0.64;6.64;48.84;0.08;-0.44
6.66;46.39;0.13;0.11;6.66;50.74;0.01;-0.65;6.66;48.97;0.07;-0.19
6.68;46.66;0.13;3.47E-14;6.68;50.74;0;-0.54;6.68;49.13;0.07;-0.54
6.7;46.92;0.13;-1.82E-13;6.7;50.73;-0.01;-0.54;6.7;49.25;0.05;-0.56
6.72;47.2;0.13;-2.17E-13;6.72;50.69;-0.03;-0.55;6.72;49.34;0.05;-0.2
6.74;47.45;0.13;0.01;6.74;50.62;-0.03;-0.32;6.74;49.45;0.04;-0.42
6.76;47.73;0.13;-0.11;6.76;50.56;-0.04;-0.3;6.76;49.52;0.03;-0.55
6.78;47.99;0.13;-0.1;6.78;50.47;-0.05;-0.65;6.78;49.57;0.02;-0.32
6.8;48.25;0.13;-0.21;6.8;50.37;-0.06;-0.66;6.8;49.6;0.02;-0.31
6.82;48.51;0.12;-0.24;6.82;50.22;-0.07;-0.43;6.82;49.64;0.01;-0.44
6.84;48.73;0.12;0.12;6.84;50.08;-0.08;-0.44;6.84;49.64;0.00031;-0.32
6.86;48.99;0.13;-0.09;6.86;49.89;-0.09;-0.32;6.86;49.64;0;-0.31
6.88;49.23;0.12;-0.33;6.88;49.72;-0.09;-0.43;6.88;49.62;-0.01;-0.43
6.9;49.45;0.11;-0.22;6.9;49.52;-0.11;-0.45;6.9;49.59;-0.02;-0.44
6.92;49.68;0.11;-0.11;6.92;49.29;-0.11;-0.21;6.92;49.54;-0.03;-0.34
6.94;49.88;0.11;-0.09;6.94;49.07;-0.12;-0.32;6.94;49.47;-0.03;-0.11
6.96;50.11;0.1;-0.32;6.96;48.83;-0.12;-0.33;6.96;49.4;-0.03;-0.09
6.98;50.3;0.09;-0.34;6.98;48.57;-0.13;-0.22;6.98;49.34;-0.04;-0.32
7;50.49;0.09;-0.1;7;48.32;-0.13;-0.22;7;49.25;-0.05;-0.34
7.02;50.66;0.09;-0.2;7.02;48.04;-0.14;-0.1;7.02;49.15;-0.05;-0.11
7.04;50.85;0.08;-0.45;7.04;47.77;-0.14;-0.22;7.04;49.04;-0.05;-0.1
7.06;50.99;0.07;-0.21;7.06;47.49;-0.15;-0.24;7.06;48.94;-0.06;-0.22
7.08;51.14;0.07;-0.31;7.08;47.18;-0.15;0.11;7.08;48.82;-0.06;-0.12
7.1;51.28;0.06;-0.45;7.1;46.91;-0.14;0.11;7.1;48.7;-0.06;-3.33E-14
7.12;51.38;0.06;-0.21;7.12;46.61;-0.14;0.01;7.12;48.58;-0.06;-1.03E-13
7.14;51.51;0.05;-0.32;7.14;46.34;-0.14;-0.11;7.14;48.46;-0.06;-3.35E-14
7.16;51.59;0.04;-0.33;7.16;46.05;-0.15;-0.01;7.16;48.34;-0.06;0.01
7.18;51.68;0.04;-0.3;7.18;45.75;-0.14;0.22;7.18;48.22;-0.06;-0.12
7.2;51.75;0.03;0.87;7.2;45.48;-0.14;0.22;7.2;48.1;-0.06;-0.02
7.22;51.81;0.07;0.92;7.22;45.2;-0.13;0.22;7.22;47.96;-0.06;0.22
7.24;52.04;0.07;-1.5;7.24;44.94;-0.13;0.22;7.24;47.86;-0.06;0.11
7.26;52.08;0.01;-1.59;7.26;44.68;-0.13;0.21;7.26;47.74;-0.06;0.11
7.28;52.1;0;-0.34;7.28;44.44;-0.12;0.32;7.28;47.63;-0.05;0.11
7.3;52.1;-6.7E-05;-1.62;7.3;44.2;-0.11;0.44;7.3;47.53;-0.05;0.1
7.32;52.1;-0.06;-1.69;7.32;43.99;-0.1;0.32;7.32;47.43;-0.05;0.22
7.34;51.86;-0.07;0.98;7.34;43.79;-0.1;0.42;7.34;47.34;-0.04;0.22
7.36;51.83;-0.02;0.86;7.36;43.59;-0.09;0.55;7.36;47.25;-0.04;0.22
7.38;51.78;-0.03;0.94;7.38;43.44;-0.08;0.32;7.38;47.18;-0.03;0.21
7.4;51.69;0.02;-0.02;7.4;43.28;-0.07;0.32;7.4;47.11;-0.03;0.32
7.42;51.84;-0.03;-2.97;7.42;43.15;-0.07;0.42;7.42;47.06;-0.02;0.34
7.44;51.56;-0.1;-0.54;7.44;43.02;-0.06;0.53;7.44;47.03;-0.02;0.11
7.46;51.44;-0.06;1.07;7.46;42.92;-0.04;0.65;7.46;46.99;-0.02;0.1
7.48;51.34;-0.06;-0.44;7.48;42.85;-0.03;0.54;7.48;46.96;-0.01;0.21
7.5;51.2;-0.07;-0.34;7.5;42.8;-0.02;0.43;7.5;46.94;-0.01;0.32
7.52;51.04;-0.07;-0.09;7.52;42.76;-0.01;0.42;7.52;46.92;-0.000587;0.44
7.54;50.91;-0.08;-0.32;7.54;42.74;-0.01;0.53;7.54;46.94;0.01;0.22
7.56;50.74;-0.09;-0.33;7.56;42.74;0.01;0.65;7.56;46.95;0.01;0.1
7.58;50.56;-0.09;-0.22;7.58;42.77;0.02;0.54;7.58;46.97;0.01;0.21
7.6;50.38;-0.09;-0.22;7.6;42.82;0.03;0.42;7.6;47.01;0.02;0.21
7.62;50.19;-0.1;-0.22;7.62;42.89;0.04;0.54;7.62;47.04;0.02;0.33
7.64;49.98;-0.1;-0.1;7.64;42.98;0.05;0.54;7.64;47.09;0.03;0.23
7.66;49.77;-0.1;-0.21;7.66;43.1;0.06;0.43;7.66;47.16;0.03;-0.01
7.68;49.57;-0.11;-0.34;7.68;43.21;0.07;0.43;7.68;47.21;0.03;0.21
7.7;49.33;-0.12;-0.11;7.7;43.37;0.08;0.42;7.7;47.28;0.04;0.34
7.72;49.11;-0.12;-0.11;7.72;43.52;0.09;0.54;7.72;47.36;0.04;0.11
7.74;48.87;-0.12;-0.11;7.74;43.71;0.1;0.44;7.74;47.45;0.04;-0.01
7.76;48.62;-0.12;-0.1;7.76;43.92;0.1;0.32;7.76;47.53;0.04;0.1
7.78;48.38;-0.12;-0.22;7.78;44.12;0.11;0.44;7.78;47.62;0.05;0.23
7.8;48.13;-0.13;-0.12;7.8;44.36;0.12;0.32;7.8;47.72;0.05;0.01
7.82;47.87;-0.13;-0.01;7.82;44.6;0.12;0.33;7.82;47.83;0.05;-0.11
7.84;47.61;-0.13;0.11;7.84;44.86;0.13;0.23;7.84;47.91;0.05;1.7E-14
7.86;47.35;-0.12;0.01;7.86;45.13;0.13;-0.01;7.86;48.02;0.05;1.77E-14
7.88;47.11;-0.13;-0.23;7.88;45.39;0.13;0.21;7.88;48.1;0.05;0.01
7.9;46.84;-0.13;-0.01;7.9;45.66;0.14;0.34;7.9;48.21;0.05;-0.11
7.92;46.58;-0.13;0.11;7.92;45.96;0.15;0.11;7.92;48.29;0.04;-0.11
7.94;46.32;-0.13;-0.01;7.94;46.25;0.15;0.11;7.94;48.38;0.04;-0.1
7.96;46.06;-0.13;0.11;7.96;46.54;0.15;0.11;7.96;48.46;0.04;-0.21
7.98;45.8;-0.12;0.11;7.98;46.85;0.15;0.01;7.98;48.53;0.03;-0.22
8;45.56;-0.12;-0.01;8;47.14;0.15;-0.1;8;48.6;0.03;-0.11
8.02;45.3;-0.13;0.11;8.02;47.45;0.15;-0.22;8.02;48.65;0.03;-0.09
8.04;45.06;-0.12;0.11;8.04;47.73;0.14;-0.11;8.04;48.73;0.03;-0.32
8.06;44.82;-0.12;0.1;8.06;48.02;0.14;0.01;8.06;48.76;0.02;-0.33
8.08;44.58;-0.12;0.22;8.08;48.29;0.14;-0.09;8.08;48.8;0.01;-0.21
8.1;44.36;-0.11;0.1;8.1;48.59;0.14;-0.32;8.1;48.81;0.01;-0.31
8.12;44.13;-0.11;0.21;8.12;48.85;0.13;-0.33;8.12;48.83;0.00061;-0.44
8.14;43.91;-0.1;0.34;8.14;49.11;0.12;-0.21;8.14;48.81;-0.01;-0.32
8.16;43.72;-0.1;0.11;8.16;49.35;0.12;-0.32;8.16;48.8;-0.01;-0.32
8.18;43.51;-0.1;0.1;8.18;49.59;0.11;-0.33;8.18;48.77;-0.02;-0.34
8.2;43.32;-0.09;0.21;8.2;49.8;0.11;-0.2;8.2;48.71;-0.03;-0.1
8.22;43.13;-0.09;0.32;8.22;50.02;0.1;-0.42;8.22;48.66;-0.03;-0.18
8.24;42.96;-0.08;0.33;8.24;50.21;0.09;-0.54;8.24;48.61;-0.03;-0.65
8.26;42.8;-0.08;0.21;8.26;50.38;0.08;-0.54;8.26;48.53;-0.05;-0.56
8.28;42.65;-0.07;0.32;8.28;50.54;0.07;-0.55;8.28;48.41;-0.06;-0.21
8.3;42.51;-0.06;0.33;8.3;50.66;0.06;-0.42;8.3;48.31;-0.06;-0.32
8.32;42.39;-0.06;0.21;8.32;50.79;0.05;-0.54;8.32;48.17;-0.07;-0.32
8.34;42.27;-0.06;0.32;8.34;50.87;0.04;-0.55;8.34;48.03;-0.07;-0.32
8.36;42.16;-0.05;0.33;8.36;50.94;0.03;-0.42;8.36;47.88;-0.08;-0.44
8.38;42.08;-0.04;0.21;8.38;51;0.02;-0.54;8.38;47.71;-0.09;-0.33
8.4;41.99;-0.04;0.33;8.4;51.03;0.01;-0.55;8.4;47.52;-0.09;-0.22
8.42;41.92;-0.03;0.23;8.42;51.03;0.000638;-0.41;8.42;47.33;-0.1;-0.21
8.44;41.87;-0.03;-0.01;8.44;51.03;-0.01;-0.65;8.44;47.12;-0.1;-0.32
8.46;41.8;-0.03;0.27;8.46;51;-0.03;-0.66;8.46;46.92;-0.11;-0.34
8.48;41.75;-0.02;-0.83;8.48;50.93;-0.03;-0.41;8.48;46.68;-0.12;-0.1
8.5;41.72;-0.06;0.39;8.5;50.87;-0.04;-0.65;8.5;46.46;-0.12;-0.21
8.52;41.49;0;3.05;8.52;50.77;-0.06;-0.67;8.52;46.22;-0.12;-0.34
8.54;41.71;0.06;0.48;8.54;50.63;-0.07;-0.32;8.54;45.96;-0.13;-0.11
8.56;41.72;0.02;-0.49;8.56;50.49;-0.07;-0.31;8.56;45.7;-0.13;0.01
8.58;41.77;0.04;0.69;8.58;50.34;-0.08;-0.54;8.58;45.44;-0.13;-0.1
8.6;41.88;0.04;-0.11;8.6;50.17;-0.09;-0.55;8.6;45.19;-0.13;-0.23
8.62;41.95;0.03;-0.13;8.62;49.96;-0.1;-0.44;8.62;44.91;-0.14;-0.01
8.64;42.01;0.04;0.32;8.64;49.76;-0.11;-0.33;8.64;44.63;-0.13;0.23
8.66;42.1;0.05;0.32;8.66;49.52;-0.12;-0.2;8.66;44.38;-0.13;0.01
8.68;42.2;0.05;0.32;8.68;49.3;-0.12;-0.43;8.68;44.12;-0.13;-0.12
8.7;42.3;0.06;0.33;8.7;49.04;-0.13;-0.45;8.7;43.84;-0.13;0.1
8.72;42.44;0.06;0.21;8.72;48.76;-0.14;-0.22;8.72;43.58;-0.13;0.22
8.74;42.56;0.07;0.33;8.74;48.49;-0.14;-0.22;8.74;43.32;-0.13;0.22
8.76;42.72;0.08;0.22;8.76;48.2;-0.15;-0.11;8.76;43.08;-0.12;0.22
8.78;42.87;0.08;0.09;8.78;47.91;-0.15;-0.1;8.78;42.84;-0.12;0.22
8.8;43.02;0.08;0.32;8.8;47.61;-0.15;-0.23;8.8;42.62;-0.11;0.21
8.82;43.19;0.09;0.33;8.82;47.3;-0.16;-0.000188;8.82;42.39;-0.11;0.32
8.84;43.38;0.09;0.21;8.84;46.99;-0.15;0.01;8.84;42.19;-0.1;0.43
8.86;43.57;0.1;0.22;8.86;46.7;-0.15;-0.12;8.86;42;-0.09;0.44
8.88;43.78;0.1;0.1;8.88;46.37;-0.16;0.11;8.88;41.82;-0.08;0.32
8.9;43.98;0.1;0.21;8.9;46.08;-0.15;0.11;8.9;41.67;-0.08;0.31
8.92;44.19;0.11;0.34;8.92;45.77;-0.15;0.11;8.92;41.51;-0.07;0.54
8.94;44.43;0.12;-0.000139;8.94;45.48;-0.15;0.11;8.94;41.39;-0.06;0.54
8.96;44.65;0.11;-0.01;8.96;45.19;-0.15;0.1;8.96;41.29;-0.05;0.42
8.98;44.88;0.12;0.22;8.98;44.89;-0.14;0.21;8.98;41.2;-0.04;0.53
9;45.12;0.12;0.11;9;44.62;-0.14;0.32;9;41.13;-0.03;0.65
9.02;45.36;0.12;0.11;9.02;44.34;-0.13;0.44;9.02;41.09;-0.01;0.54
9.04;45.6;0.12;0.11;9.04;44.1;-0.12;0.32;9.04;41.07;0;0.42
9.06;45.86;0.12;-0.01;9.06;43.86;-0.12;0.32;9.06;41.07;0;0.53
9.08;46.1;0.12;0.11;9.08;43.63;-0.11;0.32;9.08;41.09;0.02;0.64
9.1;46.35;0.13;0.01;9.1;43.43;-0.1;0.31;9.1;41.14;0.03;0.64
9.12;46.61;0.12;-0.12;9.12;43.22;-0.1;0.54;9.12;41.21;0.04;0.76
9.14;46.85;0.12;0.11;9.14;43.04;-0.08;0.55;9.14;41.31;0.06;0.66
9.16;47.11;0.13;0.01;9.16;42.89;-0.07;0.32;9.16;41.44;0.07;0.42
9.18;47.37;0.12;-0.23;9.18;42.75;-0.07;0.41;9.18;41.58;0.08;0.53
9.2;47.61;0.12;0.000156;9.2;42.61;-0.06;0.77;9.2;41.75;0.09;0.64
9.22;47.85;0.12;0.01;9.22;42.52;-0.04;0.55;9.22;41.94;0.1;0.65
9.24;48.11;0.12;-0.23;9.24;42.45;-0.03;0.3;9.24;42.16;0.12;0.54
9.26;48.33;0.12;0.000151;9.26;42.38;-0.03;0.65;9.26;42.4;0.12;0.54
9.28;48.57;0.12;0.02;9.28;42.35;-0.01;0.66;9.28;42.66;0.14;0.54
9.3;48.81;0.12;-0.22;9.3;42.35;-0.000529;0.42;9.3;42.95;0.15;0.43
9.32;49.04;0.11;-0.1;9.32;42.34;0.01;0.53;9.32;43.24;0.15;0.43
9.34;49.26;0.11;-0.21;9.34;42.38;0.02;0.65;9.34;43.56;0.16;0.43
9.36;49.49;0.1;-0.34;9.36;42.43;0.03;0.54;9.36;43.89;0.17;0.43
9.38;49.68;0.1;-0.1;9.38;42.51;0.04;0.42;9.38;44.25;0.18;0.43
9.4;49.88;0.1;-0.21;9.4;42.6;0.05;0.53;9.4;44.61;0.19;0.44
9.42;50.07;0.09;-0.22;9.42;42.72;0.06;0.65;9.42;45;0.2;0.33
9.44;50.24;0.09;-0.09;9.44;42.85;0.08;0.55;9.44;45.4;0.2;0.21
9.46;50.44;0.09;-0.32;9.46;43.02;0.09;0.32;9.46;45.81;0.21;0.21
9.48;50.59;0.08;-0.33;9.48;43.19;0.09;0.31;9.48;46.22;0.21;0.34
9.5;50.75;0.07;-0.21;9.5;43.38;0.1;0.54;9.5;46.65;0.22;0.12
9.52;50.88;0.07;-0.21;9.52;43.59;0.11;0.56;9.52;47.1;0.21;-0.13
9.54;51.02;0.06;-0.21;9.54;43.83;0.12;0.21;9.54;47.51;0.21;0.22
9.56;51.14;0.06;-0.31;9.56;44.07;0.12;0.2;9.56;47.96;0.22;0.12
9.58;51.27;0.05;-0.44;9.58;44.31;0.13;0.44;9.58;48.4;0.22;-0.11
9.6;51.35;0.04;-0.32;9.6;44.58;0.14;0.33;9.6;48.83;0.22;0.01
9.62;51.44;0.04;-0.32;9.62;44.86;0.14;0.21;9.62;49.28;0.22;-0.1
9.64;51.51;0.03;-0.33;9.64;45.15;0.15;0.22;9.64;49.71;0.22;-0.21
9.66;51.56;0.03;-0.21;9.66;45.44;0.15;0.11;9.66;50.14;0.21;-0.21
9.68;51.61;0.02;-0.41;9.68;45.75;0.15;0.1;9.68;50.55;0.21;-0.21
9.7;51.65;0.01;0.86;9.7;46.04;0.15;0.23;9.7;50.97;0.2;-0.52
9.72;51.65;0.06;1.04;9.72;46.37;0.16;0.01;9.72;51.37;0.19;2.37
9.74;51.88;0.05;-1.51;9.74;46.68;0.15;-0.11;9.74;51.71;0.3;2.68
9.76;51.86;0;-1.48;9.76;46.99;0.15;0.01;9.76;52.56;0.29;-3.34
9.78;51.86;-0.01;-0.31;9.78;47.3;0.16;-0.11;9.78;52.88;0.16;-3.41
9.8;51.83;-0.02;-0.34;9.8;47.61;0.15;-0.11;9.8;53.21;0.16;-0.74
9.82;51.79;-0.02;-1.62;9.82;47.9;0.15;0.02;9.82;53.51;0.13;-0.75
9.84;51.74;-0.08;-1.69;9.84;48.21;0.15;-0.21;9.84;53.75;0.13;-2.4
9.86;51.47;-0.09;0.97;9.86;48.5;0.14;-0.33;9.86;54.01;0.04;-0.7
9.88;51.38;-0.04;1.06;9.88;48.78;0.14;-0.21;9.88;53.9;0.1;3.3
9.9;51.3;-0.05;-0.32;9.9;49.05;0.13;-0.21;9.9;54.41;0.17;-0.5
9.92;51.2;-0.06;-0.33;9.92;49.31;0.13;-0.32;9.92;54.58;0.08;-2.61
9.94;51.08;-0.06;-0.21;9.94;49.57;0.12;-0.32;9.94;54.72;0.07;-0.64
9.96;50.96;-0.06;-0.32;9.96;49.79;0.12;-0.31;9.96;54.84;0.05;-0.76
9.98;50.82;-0.07;-0.33;9.98;50.04;0.11;-0.54;9.98;54.93;0.04;-0.65
10;50.67;-0.08;-0.22;10;50.23;0.09;-0.43;10;54.98;0.03;-0.52
10.02;50.51;-0.08;-0.22;10.02;50.42;0.09;-0.41;10.02;55.04;0.01;-0.75
10.04;50.34;-0.09;-0.21;10.04;50.59;0.08;-0.66;10.04;55.04;0;-0.76
10.06;50.17;-0.09;-0.33;10.06;50.73;0.06;-0.44;10.06;55.03;-0.02;-0.65
10.08;49.98;-0.1;-0.23;10.08;50.85;0.06;-0.31;10.08;54.98;-0.03;-0.63
