3-ohneKopplungeinzeln	3-ohneKopplungeinzeln	3-ohneKopplungeinzeln	3-ohneKopplungeinzeln
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
16,060	23,05	0,15	13,70
16,070	23,50	0,28	1,15
16,080	23,62	0,17	-3,63
16,090	23,84	0,21	-0,40
16,100	24,04	0,16	-1,13
16,110	24,17	0,19	3,22
16,120	24,41	0,23	0,03
16,130	24,62	0,19	-0,61
16,140	24,78	0,21	2,27
16,150	25,05	0,23	0,46
16,160	25,25	0,22	0,07
16,170	25,49	0,23	-0,96
16,180	25,72	0,20	0,37
16,190	25,90	0,24	1,35
16,200	26,20	0,23	0,23
16,210	26,36	0,25	3,78
16,220	26,69	0,31	-7,32
16,230	26,97	0,10	-2,60
16,240	26,89	0,25	16,64
16,250	27,48	0,43	1,07
16,260	27,76	0,28	-8,34
16,270	28,03	0,27	-0,07
16,280	28,29	0,27	1,65
16,290	28,58	0,30	-8,74
16,300	28,88	0,10	-8,43
16,310	28,78	0,13	11,92
16,320	29,14	0,34	9,31
16,330	29,46	0,32	-11,74
16,340	29,78	0,10	0,13
16,350	29,66	0,32	12,10
16,360	30,42	0,35	-22,96
16,370	30,35	-0,14	-2,28
16,380	30,14	0,30	35,13
16,390	30,95	0,56	-11,12
16,400	31,26	0,08	-15,63
16,410	31,11	0,25	31,83
16,420	31,76	0,71	-13,36
16,430	32,54	-0,02	-30,04
16,440	31,72	0,11	52,87
16,450	32,76	1,04	18,69
16,460	33,80	0,49	-58,21
16,470	33,74	-0,12	-0,40
16,480	33,56	0,48	44,39
16,490	34,69	0,76	-23,61
16,500	35,08	0,01	-34,62
16,510	34,71	0,07	30,93
16,520	35,23	0,63	15,17
16,530	35,96	0,37	-14,21
16,540	35,97	0,34	-13,98
16,550	36,64	0,09	-10,46
16,560	36,16	0,13	28,69
16,570	36,90	0,67	9,86
16,580	37,50	0,33	-19,01
16,590	37,56	0,29	4,63
16,600	38,08	0,42	2,09
16,610	38,41	0,33	-5,65
16,620	38,74	0,31	-10,09
16,630	39,02	0,13	-1,13
16,640	39,00	0,29	15,83
16,650	39,60	0,45	0,35
16,660	39,89	0,29	-7,93
16,670	40,18	0,29	-1,82
16,680	40,46	0,26	-1,01
16,690	40,70	0,27	0,58
16,700	40,99	0,27	-0,91
16,710	41,23	0,25	-0,64
16,720	41,49	0,26	1,45
16,730	41,74	0,28	0,26
16,740	42,04	0,26	-2,15
16,750	42,27	0,23	-1,40
16,760	42,51	0,23	-8,48
16,770	42,73	0,06	-8,26
16,780	42,64	0,07	18,50
16,790	42,87	0,43	-2,00
16,800	43,51	0,03	-31,37
16,810	42,92	-0,19	9,73
16,820	43,12	0,22	21,68
16,830	43,37	0,24	-4,10
16,840	43,61	0,14	4,99
16,850	43,65	0,34	12,88
16,860	44,29	0,40	-8,55
16,870	44,44	0,17	-21,84
16,880	44,63	-0,04	-9,59
16,890	44,37	-0,02	11,93
16,900	44,58	0,20	-0,76
16,910	44,77	-0,04	-15,52
16,920	44,51	-0,11	6,47
16,930	44,55	0,09	14,14
16,940	44,69	0,17	11,47
16,950	44,89	0,32	7,30
16,960	45,33	0,32	-10,15
16,970	45,53	0,12	-19,02
16,980	45,57	-0,06	-19,99
16,990	45,40	-0,28	-7,45
17,000	45,01	-0,21	30,11
17,010	44,98	0,32	7,80
17,020	45,65	-0,06	-27,32
17,030	44,87	-0,23	15,44
17,040	45,20	0,25	11,78
17,050	45,38	0,01	15,62
17,060	45,22	0,57	7,87
17,070	46,51	0,17	-28,46
17,080	45,55	0,00	-13,24
17,090	46,50	-0,10	-19,60
17,100	45,36	-0,40	32,15
17,110	45,71	0,55	16,90
17,120	46,45	-0,06	-38,26
17,130	45,60	-0,22	24,23
17,140	46,01	0,43	-8,15
17,150	46,45	-0,38	-61,61
17,160	45,24	-0,80	15,55
17,170	44,84	-0,07	53,95
17,180	45,10	0,27	7,44
17,190	45,39	0,08	-18,34
17,200	45,26	-0,09	1,91
17,210	45,20	0,12	10,23
17,220	45,49	0,11	-10,28
17,230	45,43	-0,09	-20,38
17,240	45,31	-0,30	-1,06
17,250	44,84	-0,11	5,15
17,260	45,08	-0,19	-3,95
17,270	44,45	-0,19	12,88
17,280	44,70	0,07	2,24
17,290	44,58	-0,15	-2,43
17,300	44,41	0,02	0,84
17,310	44,62	-0,13	-7,85
17,320	44,15	-0,14	6,28
17,330	44,34	0,00	-10,68
17,340	44,15	-0,35	-19,02
17,350	43,63	-0,38	16,08
17,360	43,38	-0,03	17,68
17,370	43,56	-0,03	-9,85
17,380	43,32	-0,23	-8,40
17,390	43,11	-0,20	10,38
17,400	42,92	-0,02	-0,69
17,410	43,06	-0,21	-10,88
17,420	42,50	-0,24	-1,63
17,430	42,58	-0,24	-7,20
17,440	42,01	-0,38	-0,97
17,450	41,82	-0,26	5,34
17,460	41,48	-0,28	-8,44
17,470	41,27	-0,43	-8,94
17,480	40,62	-0,45	19,67
17,490	40,36	-0,04	12,16
17,500	40,54	-0,21	-23,40
17,510	39,93	-0,51	-6,77
17,520	39,53	-0,35	5,31
17,530	39,24	-0,40	-5,09
17,540	38,73	-0,45	2,81
17,550	38,34	-0,34	0,17
17,560	38,04	-0,45	1,97
17,570	37,45	-0,31	14,54
17,580	37,43	-0,15	-6,57
17,590	37,14	-0,44	-5,47
17,600	36,55	-0,26	-0,94
17,610	36,61	-0,46	-21,43
17,620	35,64	-0,69	14,14
17,630	35,23	-0,17	12,44
17,640	35,30	-0,44	-16,17
17,650	34,34	-0,50	4,98
17,660	34,31	-0,34	2,06
17,670	33,65	-0,45	3,26
17,680	33,40	-0,28	7,70
17,690	33,09	-0,30	-22,22
17,700	32,80	-0,72	-12,69
17,710	31,65	-0,55	31,13
17,720	31,69	-0,10	10,26
17,730	31,44	-0,35	-4,90
17,740	30,99	-0,20	14,11
17,750	31,05	-0,07	-4,97
17,760	30,86	-0,30	-13,64
17,770	30,45	-0,34	-0,25
17,780	30,18	-0,30	8,07
17,790	29,84	-0,18	10,59
17,800	29,82	-0,09	-3,47
17,810	29,66	-0,25	-4,45
17,820	29,33	-0,18	14,76
17,830	29,30	0,05	3,18
17,840	29,42	-0,12	-11,32
17,850	29,07	-0,18	7,24
17,860	29,07	0,03	3,35
17,870	29,12	-0,11	-7,11
17,880	28,84	-0,11	1,94
17,890	28,90	-0,07	-6,17
17,900	28,70	-0,24	-10,55
17,910	28,42	-0,28	-2,40
17,920	28,13	-0,29	0,86
17,930	27,85	-0,27	1,00
17,940	27,59	-0,27	-0,96
17,950	27,32	-0,29	0,29
17,960	27,02	-0,26	2,42
17,970	26,80	-0,24	-1,39
17,980	26,55	-0,29	-0,30
17,990	26,23	-0,24	4,20
18,000	26,06	-0,20	-0,36
18,010	25,82	-0,25	-1,49
18,020	25,56	-0,23	1,29
18,030	25,35	-0,22	1,26
18,040	25,11	-0,21	1,85
18,050	24,94	-0,19	0,06
18,060	24,73	-0,21	-0,86
18,070	24,52	-0,21	-0,98
18,080	24,32	-0,23	0,77
18,090	24,07	-0,19	2,27
18,100	23,94	-0,18	0,31
18,110	23,71	-0,18	2,18
18,120	23,57	-0,14	1,90
18,130	23,44	-0,15	-0,92
18,140	23,28	-0,16	-0,09
18,150	23,13	-0,15	1,32
18,160	22,99	-0,13	1,49
18,170	22,87	-0,12	-9,16
18,180	22,75	-0,31	-1,22
18,190	22,24	-0,14	19,55
18,200	22,47	0,08	2,92
18,210	22,40	-0,08	-10,02
18,220	22,30	-0,12	-1,06
18,230	22,16	-0,10	2,23
18,240	22,09	-0,08	0,86
18,250	22,00	-0,09	0,78
18,260	21,91	-0,06	2,21
18,270	21,88	-0,04	1,26
18,280	21,83	-0,04	1,75
18,290	21,81	-0,01	1,40
18,300	21,81	-0,01	-0,43
18,310	21,79	-0,02	-0,48
18,320	21,78	-0,02	0,38
18,330	21,76	-0,01	1,29
18,340	21,76	0,01	1,40
18,350	21,77	0,02	-0,40
18,360	21,79	0,00	-1,02
18,370	21,77	0,00	1,67
18,380	21,79	0,03	2,63
18,390	21,84	0,05	1,80
18,400	21,89	0,07	0,51
18,410	21,98	0,06	-0,56
18,420	22,01	0,06	-5,73
18,430	22,10	-0,05	-4,60
18,440	21,90	-0,03	14,86
18,450	22,03	0,24	12,41
18,460	22,39	0,21	-15,82
18,470	22,46	-0,07	-4,32
18,480	22,25	0,13	18,33
18,490	22,71	0,29	0,02
18,500	22,83	0,13	-7,84
18,510	22,97	0,14	0,86
18,520	23,11	0,15	0,98
18,530	23,26	0,16	-0,92
18,540	23,42	0,13	-0,26
18,550	23,52	0,15	4,01
18,560	23,72	0,21	1,89
18,570	23,93	0,19	-0,95
18,580	24,10	0,19	0,43
18,590	24,31	0,20	0,43
18,600	24,50	0,20	0,43
18,610	24,70	0,21	0,43
18,620	24,91	0,21	0,40
18,630	25,11	0,21	0,86
18,640	25,34	0,22	0,89
18,650	25,56	0,23	0,56
18,660	25,80	0,23	-1,45
18,670	26,03	0,20	0,63
18,680	26,21	0,25	4,19
18,690	26,52	0,29	-0,33
18,700	26,78	0,24	-1,98
18,710	27,00	0,25	1,75
18,720	27,27	0,27	1,46
18,730	27,55	0,28	-0,93
18,740	27,83	0,26	-0,17
18,750	28,06	0,27	2,40
18,760	28,37	0,30	-0,68
18,770	28,67	0,26	-2,71
18,780	28,89	0,25	-5,90
18,790	29,17	0,14	-14,57
18,800	29,17	-0,04	6,82
18,810	29,09	0,28	10,21
18,820	29,73	0,16	-24,05
18,830	29,41	-0,20	6,04
18,840	29,32	0,28	37,33
18,850	29,98	0,54	-15,68
18,860	30,41	-0,03	-23,58
18,870	29,92	0,07	42,56
18,880	30,55	0,82	9,47
18,890	31,57	0,26	-43,87
18,900	31,08	-0,06	23,81
18,910	31,45	0,74	26,98
18,920	32,55	0,48	-31,31
18,930	32,42	0,11	1,68
18,940	32,77	0,52	19,55
18,950	33,45	0,50	-3,13
18,960	33,78	0,45	-2,14
18,970	34,36	0,46	2,84
18,980	34,70	0,51	1,06
18,990	35,39	0,48	-10,75
19,000	35,66	0,30	-5,84
19,010	35,98	0,36	-7,90
19,020	36,38	0,14	-3,63
19,030	36,26	0,29	18,14
19,040	36,97	0,50	-0,04
19,050	37,26	0,29	-9,59
19,060	37,55	0,31	1,00
19,070	37,88	0,31	-0,43
19,080	38,17	0,30	-0,43
19,090	38,48	0,30	-0,43
19,100	38,77	0,29	-0,48
19,110	39,06	0,29	0,00
19,120	39,35	0,29	0,05
19,130	39,65	0,29	-0,33
19,140	39,94	0,29	-1,34
19,150	40,22	0,27	-1,01
19,160	40,47	0,27	0,48
19,170	40,75	0,28	0,10
19,180	41,03	0,27	-0,86
19,190	41,28	0,26	-0,91
19,200	41,54	0,25	-0,48
19,210	41,78	0,25	0,05
19,220	42,04	0,25	-0,43
19,230	42,28	0,24	-0,21
19,240	42,52	0,25	-2,09
19,250	42,77	0,20	-3,00
19,260	42,92	0,19	2,70
19,270	43,15	0,25	-14,40
19,280	43,43	-0,10	-11,47
19,290	42,94	0,02	14,65
19,300	43,47	0,19	10,80
19,310	43,32	0,24	7,80
19,320	43,95	0,35	-3,98
19,330	44,02	0,16	-7,68
19,340	44,27	0,19	-0,49
19,350	44,41	0,15	-0,05
19,360	44,57	0,19	0,71
19,370	44,79	0,16	-1,55
19,380	44,90	0,16	-2,84
19,390	45,11	0,11	-6,10
19,400	45,12	0,04	10,03
19,410	45,19	0,31	8,84
19,420	45,73	0,22	-24,10
19,430	45,62	-0,17	-15,79
19,440	45,39	-0,10	8,92
19,450	45,43	0,00	8,18
19,460	45,40	0,06	23,92
19,470	45,55	0,48	19,84
19,480	46,36	0,46	-27,73
19,490	46,47	-0,07	-37,30
19,500	46,22	-0,29	-2,71
19,510	45,90	-0,13	5,44
19,520	45,97	-0,18	6,89
19,530	45,55	0,01	8,59
19,540	45,99	0,00	-7,40
19,550	45,54	-0,14	3,10
19,560	45,72	0,06	16,67
19,570	45,66	0,20	-12,22
19,580	46,11	-0,19	-9,76
19,590	45,28	0,00	16,92
19,600	46,12	0,15	-3,64
19,610	45,59	-0,07	2,14
19,620	45,98	0,19	1,47
19,630	45,97	-0,04	-23,76
19,640	45,90	-0,28	-11,94
19,650	45,41	-0,28	20,84
19,660	45,34	0,14	17,93
19,670	45,68	0,08	-3,47
19,680	45,49	0,07	1,74
19,690	45,82	0,11	-8,15
19,700	45,72	-0,10	-21,12
19,710	45,62	-0,31	-8,08
19,720	45,10	-0,26	10,03
19,730	45,11	-0,11	5,85
19,740	44,88	-0,14	1,00
19,750	44,83	-0,09	-8,51
19,760	44,71	-0,31	-2,74
19,770	44,20	-0,14	5,77
19,780	44,42	-0,20	8,12
19,790	43,81	0,02	12,32
19,800	44,46	0,05	-22,20
19,810	43,91	-0,42	-11,35
19,820	43,61	-0,18	15,76
19,830	43,56	-0,11	-9,30
19,840	43,39	-0,36	-13,73
19,850	42,83	-0,38	14,99
19,860	42,62	-0,06	-2,82
19,870	42,71	-0,44	-16,94
19,880	41,74	-0,40	29,25
19,890	41,91	0,14	17,20
19,900	42,03	-0,06	-18,44
19,910	41,79	-0,22	-15,75
19,920	41,58	-0,37	-11,23
19,930	41,05	-0,45	5,71
19,940	40,69	-0,26	0,67
19,950	40,53	-0,44	-2,37
19,960	39,81	-0,31	10,27
19,970	39,92	-0,23	-14,98
19,980	39,35	-0,61	-9,07
19,990	38,71	-0,41	8,13
20,000	38,53	-0,44	4,40
20,010	37,82	-0,32	9,35
20,020	37,88	-0,26	-7,48
20,030	37,31	-0,47	-3,11
20,040	36,94	-0,32	18,13
20,050	36,68	-0,11	-7,66
20,060	36,72	-0,47	-26,24
20,070	35,73	-0,64	19,07
20,080	35,45	-0,09	15,42
20,090	35,55	-0,33	-13,68
20,100	34,79	-0,36	20,91
20,110	34,83	0,09	-13,38
20,120	34,97	-0,63	-32,11
20,130	33,57	-0,55	34,46
20,140	33,87	0,06	2,42
20,150	33,68	-0,50	-27,17
20,160	32,87	-0,49	12,58
20,170	32,71	-0,25	8,27
20,180	32,37	-0,32	-12,85
20,190	32,07	-0,51	-11,11
20,200	31,35	-0,54	17,92
20,210	30,99	-0,15	28,13
20,220	31,05	0,02	-9,42
20,230	31,03	-0,34	-18,03
20,240	30,38	-0,34	18,79
20,250	30,35	0,04	12,12
20,260	30,45	-0,10	-16,98
20,270	30,16	-0,30	6,16
20,280	29,85	0,03	17,53
20,290	30,21	0,05	-13,86
20,300	29,95	-0,25	-8,17
20,310	29,71	-0,11	3,59
20,320	29,72	-0,18	-10,21
20,330	29,35	-0,32	4,40
20,340	29,08	-0,09	9,53
20,350	29,16	-0,13	-2,52
20,360	28,82	-0,14	2,79
20,370	28,88	-0,07	-5,23
20,380	28,68	-0,25	-10,55
20,390	28,39	-0,28	-2,37
20,400	28,11	-0,29	0,29
20,410	27,80	-0,28	2,26
20,420	27,56	-0,25	0,93
20,430	27,30	-0,26	0,00
20,440	27,04	-0,25	0,10
20,450	26,80	-0,26	-1,49
20,460	26,53	-0,28	1,16
20,470	26,24	-0,23	3,28
20,480	26,06	-0,21	-0,40
20,490	25,82	-0,24	-0,96
20,500	25,58	-0,23	0,40
20,510	25,35	-0,23	0,77
20,520	25,11	-0,22	2,25
20,530	24,92	-0,19	0,96
20,540	24,73	-0,20	-0,49
20,550	24,52	-0,20	0,43
20,560	24,33	-0,19	0,43
20,570	24,14	-0,19	0,37
20,580	23,95	-0,18	1,41
20,590	23,78	-0,16	-0,40
20,600	23,63	-0,19	-1,15
20,610	23,40	-0,18	3,56
20,620	23,26	-0,12	1,93
20,630	23,16	-0,15	-1,46
20,640	22,97	-0,15	1,32
20,650	22,87	-0,12	0,83
20,660	22,73	-0,13	1,26
20,670	22,61	-0,09	1,86
20,680	22,54	-0,09	-0,37
20,690	22,42	-0,10	-1,40
20,700	22,34	-0,12	0,21
20,710	22,17	-0,10	4,01
20,720	22,14	-0,04	1,89
20,730	22,09	-0,06	-0,53
20,740	22,02	-0,05	-6,02
20,750	21,98	-0,18	-6,87
20,760	21,66	-0,19	6,93
20,770	21,60	-0,04	13,80
20,780	21,57	0,09	6,69
20,790	21,78	0,09	-4,78
20,800	21,76	-0,01	-4,14
20,810	21,76	0,01	0,48
20,820	21,78	0,00	-0,21
20,830	21,76	0,00	-3,87
20,840	21,79	-0,08	-4,47
20,850	21,60	-0,08	5,13
20,860	21,62	0,03	13,22
20,870	21,65	0,18	8,58
20,880	21,98	0,20	-5,56
20,890	22,05	0,07	-6,40
20,900	22,11	0,07	-0,06
20,910	22,18	0,07	0,80
20,920	22,25	0,08	1,77
20,930	22,35	0,10	0,94
20,940	22,46	0,10	-0,49
20,950	22,56	0,09	0,89
20,960	22,64	0,12	-6,95
20,970	22,80	-0,05	0,23
20,980	22,55	0,13	18,76
20,990	23,06	0,33	-6,31
21,000	23,21	-4,59E-5	-10,15
21,010	23,06	0,13	15,45
21,020	23,46	0,31	2,82
21,030	23,67	0,18	-8,26
21,040	23,83	0,14	-0,12
21,050	23,96	0,18	1,78
21,060	24,19	0,18	0,80
21,070	24,32	0,20	1,84
21,080	24,58	0,22	-0,03
21,090	24,75	0,20	0,40
21,100	24,98	0,22	0,92
21,110	25,20	0,21	-0,06
21,120	25,40	0,22	0,89
21,130	25,65	0,23	0,43
21,140	25,87	0,23	0,50
21,150	26,11	0,24	-0,53
21,160	26,35	0,22	0,73
21,170	26,55	0,26	2,88
21,180	26,86	0,28	-1,36
21,190	27,11	0,23	-0,70
21,200	27,32	0,26	3,28
21,210	27,64	0,29	-0,29
21,220	27,91	0,26	-2,43
21,230	28,15	0,25	1,25
21,240	28,41	0,28	1,79
21,250	28,72	0,28	0,86
21,260	28,97	0,30	0,97
21,270	29,32	0,30	-0,50
21,280	29,57	0,29	1,19
21,290	29,90	0,33	-8,24
21,300	30,22	0,13	-8,81
21,310	30,15	0,15	9,61
21,320	30,52	0,32	14,27
21,330	30,79	0,43	-1,73
21,340	31,39	0,28	-14,08
21,350	31,36	0,15	10,05
21,360	31,70	0,48	15,41
21,370	32,33	0,46	-9,77
21,380	32,62	0,29	-6,77
21,390	32,90	0,33	2,43
21,400	33,27	0,34	-0,82
21,410	33,58	0,31	-1,33
21,420	33,89	0,31	-0,90
21,430	34,20	0,29	-0,69
21,440	34,47	0,30	2,19
21,450	34,80	0,34	1,98
21,460	35,14	0,34	-0,81
21,470	35,47	0,32	-1,33
21,480	35,78	0,31	-0,95
21,490	36,09	0,30	-0,09
21,500	36,38	0,31	1,00
21,510	36,71	0,32	-0,34
21,520	37,02	0,30	-1,43
21,530	37,31	0,29	-0,09
21,540	37,60	0,30	0,95
21,550	37,91	0,31	0,09
21,560	38,22	0,30	-0,91
21,570	38,51	0,29	-0,48
21,580	38,80	0,29	0,05
21,590	39,10	0,29	-0,38
21,600	39,39	0,28	-0,96
21,610	39,67	0,27	-0,05
21,620	39,94	0,28	0,58
21,630	40,23	0,29	-0,86
21,640	40,51	0,27	-0,75
21,650	40,77	0,27	-1,82
21,660	41,05	0,23	-1,27
21,670	41,23	0,25	2,89
21,680	41,54	0,29	0,26
21,690	41,80	0,25	-2,30
21,700	42,04	0,24	-0,91
21,710	42,28	0,23	0,59
21,720	42,51	0,25	-7,63
21,730	42,79	0,08	-19,42
21,740	42,66	-0,14	7,81
21,750	42,52	0,24	18,40
21,760	43,14	0,23	-14,25
21,770	42,99	-0,05	5,02
21,780	43,04	0,33	12,46
21,790	43,65	0,20	-7,80
21,800	43,44	0,18	1,31
21,810	44,01	0,23	-6,78
21,820	43,89	0,04	-3,91
21,830	44,09	0,15	-3,27
21,840	44,18	-0,02	-7,27
21,850	44,04	0,00	15,43
21,860	44,19	0,28	14,41
21,870	44,61	0,29	-6,22
21,880	44,77	0,16	-8,94
21,890	44,93	0,11	-2,37
21,900	44,99	0,11	-0,20
21,910	45,16	0,11	-0,45
21,920	45,21	0,10	-16,11
21,930	45,37	-0,21	-9,66
21,940	44,78	-0,09	16,09
21,950	45,19	0,11	-0,14
21,960	44,99	-0,09	-3,64
21,970	45,01	0,03	4,02
21,980	45,06	-0,01	17,40
21,990	44,98	0,38	25,39
22,000	45,83	0,50	-27,22
22,010	45,97	-0,16	-25,24
22,020	45,50	-0,01	-0,64
22,030	45,96	-0,17	-0,72
22,040	45,15	-0,02	18,24
22,050	45,91	0,19	2,87
22,060	45,53	0,03	-6,46
22,070	45,98	0,06	-12,92
22,080	45,65	-0,22	14,14
22,090	45,53	0,34	11,05
22,100	46,34	0,00	-56,36
22,110	45,53	-0,78	-11,14
22,120	44,77	-0,23	44,84
22,130	45,08	0,11	3,81
22,140	45,00	-0,15	-1,44
22,150	44,78	0,08	21,24
22,160	45,17	0,28	0,30
22,170	45,33	0,09	-25,74
22,180	45,35	-0,24	-17,83
22,190	44,85	-0,27	6,30
22,200	44,81	-0,11	4,33
22,210	44,62	-0,18	2,10
22,220	44,45	-0,07	-13,82
22,230	44,48	-0,46	-5,78
22,240	43,54	-0,19	33,32
22,250	44,10	0,21	4,18
22,260	43,96	-0,10	-26,75
22,270	43,89	-0,32	-13,12
22,280	43,31	-0,37	5,97
22,290	43,16	-0,21	22,99
22,300	42,90	0,09	17,31
22,310	43,35	0,14	-14,57
22,320	43,18	-0,20	-16,03
22,330	42,95	-0,18	-8,37
22,340	42,82	-0,37	-1,22
22,350	42,22	-0,20	25,70
22,360	42,42	0,15	-11,18
22,370	42,52	-0,43	-28,84
22,380	41,56	-0,43	27,74
22,390	41,66	0,13	18,39
22,400	41,81	-0,06	-24,27
22,410	41,54	-0,36	-27,07
22,420	41,10	-0,60	10,91
22,430	40,34	-0,14	35,93
22,440	40,82	0,12	-23,21
22,450	40,57	-0,60	-29,50
22,460	39,61	-0,47	32,76
22,470	39,63	0,05	10,87
22,480	39,71	-0,26	-25,67
22,490	39,12	-0,46	-3,38
22,500	38,79	-0,32	10,02
22,510	38,47	-0,26	-4,15
22,520	38,26	-0,41	-1,78
22,530	37,66	-0,30	4,33
22,540	37,67	-0,32	-10,06
22,550	37,02	-0,50	0,13
22,560	36,67	-0,32	3,91
22,570	36,38	-0,42	-6,92
22,580	35,83	-0,46	12,06
22,590	35,47	-0,18	8,54
22,600	35,47	-0,28	-4,36
22,610	34,90	-0,27	-3,10
22,620	34,93	-0,35	-12,37
22,630	34,21	-0,51	-5,09
22,640	33,91	-0,45	3,17
22,650	33,31	-0,45	7,32
22,660	33,00	-0,30	-2,87
22,670	32,71	-0,51	-0,74
22,680	31,99	-0,32	20,12
22,690	32,07	-0,11	-8,88
22,700	31,78	-0,49	-13,34
22,710	31,09	-0,37	24,36
22,720	31,03	-0,01	2,43
22,730	31,07	-0,32	-24,45
22,740	30,38	-0,50	10,57
22,750	30,08	-0,11	19,80
22,760	30,16	-0,10	-2,00
22,770	29,88	-0,15	7,22
22,780	29,85	0,04	4,77
22,790	29,97	-0,06	-17,77
22,800	29,74	-0,31	-11,95
22,810	29,34	-0,30	2,80
22,820	29,14	-0,26	5,46
22,830	28,83	-0,19	7,46
22,840	28,77	-0,11	6,21
22,850	28,62	-0,06	-0,97
22,860	28,64	-0,13	-10,98
22,870	28,37	-0,28	-8,96
22,880	28,08	-0,30	1,15
22,890	27,76	-0,26	3,36
22,900	27,56	-0,24	-1,36
22,910	27,29	-0,29	-0,67
22,920	26,99	-0,25	2,85
22,930	26,78	-0,23	-0,89
22,940	26,53	-0,27	-0,66
22,950	26,25	-0,24	2,71
22,960	26,04	-0,21	0,96
22,970	25,82	-0,22	-0,46
22,980	25,59	-0,22	-0,03
22,990	25,37	-0,22	0,40
23,000	25,14	-0,22	0,86
23,010	24,94	-0,21	0,86
23,020	24,73	-0,20	0,89
23,030	24,54	-0,19	0,43
23,040	24,35	-0,19	0,43
23,050	24,16	-0,18	0,43
23,060	23,99	-0,18	0,37
23,070	23,80	-0,17	1,79
23,080	23,64	-0,15	-6,45
23,090	23,51	-0,30	-0,54
23,100	23,04	-0,16	15,61
23,110	23,19	0,01	0,56
23,120	23,06	-0,15	-8,83
23,130	22,90	-0,17	1,55
23,140	22,72	-0,11	4,56
23,150	22,68	-0,08	0,52
23,160	22,57	-0,10	-0,92
23,170	22,47	-0,09	0,06
23,180	22,39	-0,10	-1,08
23,190	22,26	-0,12	2,50
23,200	22,15	-0,05	4,15
23,210	22,16	-0,03	-0,32
23,220	22,09	-0,06	-1,93
23,230	22,04	-0,07	-5,73
23,240	21,95	-0,17	-4,10
23,250	21,69	-0,15	6,91
23,260	21,64	-0,04	6,78
23,270	21,62	-0,02	1,32
23,280	21,60	-0,01	0,86
23,290	21,60	-5,40E-4	0,86
23,300	21,60	0,01	0,86
23,310	21,62	0,02	0,51
23,320	21,64	0,02	6,42
23,330	21,66	0,15	7,56
23,340	21,93	0,17	-3,84
23,350	21,99	0,07	-4,51
23,360	22,06	0,08	-0,89
23,370	22,15	0,05	-0,60
23,380	22,16	0,07	2,26
23,390	22,29	0,10	0,91
23,400	22,35	0,09	-7,32
23,410	22,46	-0,05	-0,96
23,420	22,25	0,07	15,45
23,430	22,59	0,26	2,22
23,440	22,77	0,11	-6,61
23,450	22,81	0,13	3,24
23,460	23,02	0,18	-0,35
23,470	23,16	0,12	-1,92
23,480	23,26	0,14	1,29
23,490	23,44	0,14	1,23
23,500	23,55	0,16	2,72
23,510	23,76	0,20	-6,44
23,520	23,95	0,03	-0,99
23,530	23,82	0,18	15,16
23,540	24,31	0,34	0,45
23,550	24,50	0,19	-6,95
23,560	24,68	0,20	0,89
23,570	24,89	0,21	0,46
23,580	25,10	0,21	-0,06
23,590	25,30	0,21	0,89
23,600	25,51	0,22	0,46
23,610	25,75	0,21	-0,20
23,620	25,94	0,22	2,64
23,630	26,19	0,27	1,98
23,640	26,47	0,26	-1,82
23,650	26,71	0,23	-0,63
23,660	26,93	0,25	2,32
23,670	27,21	0,28	0,03
23,680	27,48	0,25	-0,64
23,690	27,70	0,26	2,32
23,700	28,01	0,29	0,10
23,710	28,29	0,27	-1,36
23,720	28,55	0,27	-0,57
23,730	28,82	0,25	1,14
23,740	29,06	0,29	3,34
23,750	29,40	0,32	-0,75
23,760	29,70	0,27	-2,52
23,770	29,95	0,27	2,15
23,780	30,24	0,32	2,41
23,790	30,59	0,32	-0,82
23,800	30,88	0,30	-1,29
23,810	31,19	0,29	-1,53
23,820	31,47	0,27	1,13
23,830	31,74	0,32	3,32
23,840	32,10	0,34	-0,35
23,850	32,41	0,31	-1,41
23,860	32,72	0,31	1,39E-13
23,870	33,03	0,31	0,04
23,880	33,34	0,31	0,12
23,890	33,65	0,31	-6,74
23,900	33,96	0,18	0,19
23,910	34,00	0,32	13,77
23,920	34,59	0,45	-0,18
23,930	34,90	0,31	-8,50
23,940	35,22	0,28	-0,26
23,950	35,46	0,31	2,84
23,960	35,83	0,34	0,22
23,970	36,14	0,31	-2,33
23,980	36,45	0,29	-0,61
23,990	36,72	0,30	1,43
24,000	37,05	0,32	0,09
24,010	37,36	0,30	-0,95
24,020	37,65	0,30	0,05
24,030	37,96	0,30	-0,43
24,040	38,25	0,29	-0,48
24,050	38,55	0,29	0,05
24,060	38,84	0,29	-0,43
24,070	39,13	0,28	-0,38
24,080	39,41	0,29	-0,91
24,090	39,70	0,27	-0,63
24,100	39,94	0,27	1,49
24,110	40,25	0,30	-0,28
24,120	40,53	0,27	-1,87
24,130	40,79	0,26	-0,48
24,140	41,04	0,26	0,05
24,150	41,30	0,26	-0,38
24,160	41,56	0,25	-0,91
24,170	41,80	0,24	-0,48
24,180	42,04	0,24	-2,00E-12
24,190	42,28	0,24	0,96
24,200	42,52	0,26	-7,25
24,210	42,80	0,10	-13,63
24,220	42,71	-0,01	3,98
24,230	42,78	0,18	10,95
24,240	43,06	0,21	10,33
