	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
	777,300	158,80	99,77	59,02	1,891	4,555	-67,898	0,0452	0,109	-1,621	88,4
	777,400	112,61	99,77	12,84	1,144	-8,844	-6,087	0,0273	-0,211	-0,145	88,4
	777,500	185,76	99,77	85,98	0,123	3,338	74,063	0,0029	0,080	1,768	88,4
	777,600	154,06	99,77	54,28	1,811	5,969	-60,751	0,0432	0,142	-1,450	88,4
	777,700	114,41	99,77	14,64	1,316	-8,812	-19,714	0,0314	-0,210	-0,471	88,4
	777,800	189,52	99,78	89,74	0,049	2,026	80,032	0,0012	0,048	1,911	88,4
	777,900	150,26	99,77	50,49	1,722	7,194	-53,093	0,0411	0,172	-1,268	88,4
	778,000	106,90	99,76	7,14	1,488	-8,592	-33,144	0,0355	-0,205	-0,791	88,4
	778,100	192,35	99,78	92,58	0,003	0,565	84,077	7,5000E-5	0,013	2,007	88,4
	778,200	179,02	99,77	79,25	1,601	8,223	-42,883	0,0382	0,196	-1,024	88,4
	778,300	107,39	99,77	7,62	1,648	-8,011	-45,867	0,0393	-0,191	-1,095	88,5
	778,400	167,22	99,77	67,44	-0,002	-0,950	84,587	-3,7500E-5	-0,023	2,019	88,5
	778,500	175,72	99,77	75,94	1,458	8,906	-31,023	0,0348	0,213	-0,741	88,5
	778,600	107,34	99,77	7,57	1,780	-7,155	-56,392	0,0425	-0,171	-1,346	88,5
	778,700	170,69	99,77	70,91	0,027	-2,372	82,035	6,3750E-4	-0,057	1,958	88,5
	778,800	199,70	99,77	99,93	1,305	9,252	-18,496	0,0312	0,221	-0,442	88,5
	778,900	106,82	99,77	7,06	1,877	-6,071	-64,756	0,0448	-0,145	-1,546	88,5
	779,000	144,64	99,77	44,87	0,091	-3,699	76,616	0,0022	-0,088	1,829	88,5
	779,100	196,56	99,78	96,78	1,137	9,252	-5,419	0,0272	0,221	-0,129	88,5
	779,200	114,81	99,77	15,05	1,942	-4,783	-70,450	0,0464	-0,114	-1,682	88,5
	779,300	148,60	99,77	48,83	0,181	-4,838	69,037	0,0043	-0,115	1,648	88,5
	779,400	209,54	99,78	109,77	0,974	9,024	7,461	0,0233	0,215	0,178	88,5
	779,500	112,91	99,77	13,15	1,985	-3,346	-74,888	0,0474	-0,080	-1,788	88,5
	779,600	126,75	99,77	26,98	0,305	-5,953	59,219	0,0073	-0,142	1,414	88,5
	779,700	208,73	99,78	108,96	0,795	8,498	21,481	0,0190	0,203	0,513	88,5
	779,800	111,46	99,77	11,69	2,004	-1,657	-77,165	0,0479	-0,040	-1,842	88,5
	779,900	129,38	99,77	29,61	0,463	-6,935	46,613	0,0111	-0,166	1,113	88,5
	780,000	207,68	99,78	107,90	0,617	7,665	35,539	0,0147	0,183	0,848	88,5
	780,100	127,63	99,77	27,87	1,996	0,173	-77,008	0,0477	0,004	-1,838	88,5
	780,200	131,96	99,77	32,19	0,652	-7,736	32,123	0,0156	-0,185	0,767	88,5
	780,300	207,91	99,77	108,14	0,449	6,597	48,459	0,0107	0,157	1,157	88,5
	780,400	124,73	99,77	24,96	1,971	1,956	-74,691	0,0471	0,047	-1,783	88,5
	780,500	115,49	99,77	15,72	0,840	-8,341	17,357	0,0201	-0,199	0,414	88,5
	780,600	209,00	99,78	109,22	0,303	5,427	59,612	0,0072	0,130	1,423	88,5
	780,700	147,40	99,77	47,63	1,926	3,581	-70,529	0,0460	0,085	-1,684	88,5
	780,800	117,75	99,77	17,98	1,019	-8,679	3,259	0,0243	-0,207	0,078	88,5
	780,900	195,16	99,78	95,38	0,190	4,233	68,605	0,0045	0,101	1,638	88,5
	781,000	143,27	99,77	43,50	1,866	5,042	-65,463	0,0446	0,120	-1,563	88,5
	781,100	108,10	99,77	8,33	1,199	-8,859	-10,603	0,0286	-0,211	-0,253	88,5
	781,200	198,02	99,78	98,24	0,094	2,922	76,576	0,0023	0,070	1,828	88,5
	781,300	171,22	99,77	71,44	1,783	6,456	-58,473	0,0426	0,154	-1,396	88,5
	781,400	108,89	99,77	9,12	1,385	-8,773	-24,936	0,0331	-0,209	-0,595	88,6
	781,500	174,60	99,77	74,83	0,028	1,469	81,996	6,7500E-4	0,035	1,958	88,6
	781,600	167,62	99,77	67,85	1,679	7,626	-49,402	0,0401	0,182	-1,179	88,6
	781,700	109,83	99,77	10,06	1,554	-8,412	-38,092	0,0371	-0,201	-0,909	88,6
	781,800	177,96	99,78	78,18	-0,003	0,008	84,587	-7,5000E-5	1,875E-4	2,019	88,6
	781,900	164,01	99,77	64,24	1,555	8,506	-38,838	0,0371	0,203	-0,927	88,6
	782,000	106,22	99,77	6,45	1,698	-7,760	-49,716	0,0405	-0,185	-1,187	88,6
	782,100	181,43	99,78	81,65	0,003	-1,437	83,802	7,5000E-5	-0,034	2,001	88,6
	782,200	190,14	99,77	90,36	1,411	9,001	-27,096	0,0337	0,215	-0,647	88,6
	782,300	106,27	99,77	6,50	1,803	-6,857	-58,355	0,0431	-0,164	-1,393	88,6
	782,400	156,40	99,77	56,63	0,039	-2,670	80,543	9,3750E-4	-0,064	1,923	88,6
	782,500	185,97	99,77	86,20	1,269	9,252	-15,747	0,0303	0,221	-0,376	88,6
	782,600	109,70	99,77	9,93	1,890	-5,820	-65,856	0,0451	-0,139	-1,572	88,6
	782,700	160,43	99,77	60,65	0,105	-3,919	75,359	0,0025	-0,094	1,799	88,6
	782,800	205,60	99,78	105,82	1,106	9,252	-2,827	0,0264	0,221	-0,068	88,6
	782,900	108,71	99,77	8,94	1,956	-4,485	-71,982	0,0467	-0,107	-1,718	88,6
	783,000	135,96	99,77	36,19	0,209	-5,144	67,034	0,0050	-0,123	1,600	88,6
	783,100	203,88	99,78	104,11	0,927	8,922	11,192	0,0221	0,213	0,267	88,6
	783,200	121,21	99,77	21,44	1,993	-2,906	-75,673	0,0476	-0,069	-1,807	88,6
	783,300	138,87	99,77	39,10	0,346	-6,213	55,999	0,0083	-0,148	1,337	88,6
	783,400	209,96	99,77	110,18	0,751	8,294	25,133	0,0179	0,198	0,600	88,6
	783,500	119,22	99,77	19,45	2,004	-1,186	-77,283	0,0479	-0,028	-1,845	88,6
	783,600	119,77	99,77	20,01	0,514	-7,163	42,922	0,0123	-0,171	1,025	88,6
	783,700	210,22	99,78	110,44	0,572	7,398	38,563	0,0137	0,177	0,921	88,6
	783,800	116,72	99,77	16,95	1,993	0,550	-76,223	0,0476	0,013	-1,820	88,6
	783,900	122,14	99,77	22,38	0,682	-7,846	29,335	0,0163	-0,187	0,700	88,6
	784,000	209,99	99,78	110,21	0,424	6,417	50,108	0,0101	0,153	1,196	88,6
	784,100	135,89	99,77	36,12	1,965	2,176	-74,102	0,0469	0,052	-1,769	88,6
	784,200	124,67	99,77	24,90	0,859	-8,404	15,590	0,0205	-0,201	0,372	88,6
	784,300	203,21	99,77	103,43	0,284	5,294	61,418	0,0068	0,126	1,466	88,6
	784,400	132,85	99,77	33,09	1,918	3,880	-70,254	0,0458	0,093	-1,677	88,6
	784,500	111,30	99,77	11,53	1,060	-8,757	0,236	0,0253	-0,209	0,006	88,6
	784,600	205,05	99,78	105,27	0,167	3,927	71,157	0,0040	0,094	1,699	88,6
	784,700	159,26	99,77	59,49	1,846	5,474	-64,010	0,0441	0,131	-1,528	88,6
	784,800	112,57	99,77	12,80	1,261	-8,875	-15,080	0,0301	-0,212	-0,360	88,6
	784,900	185,42	99,78	85,65	0,071	2,458	78,775	0,0017	0,059	1,881	88,6
	785,000	155,77	99,77	56,00	1,753	6,880	-55,803	0,0419	0,164	-1,332	88,6
	785,100	106,42	99,77	6,66	1,447	-8,702	-29,492	0,0345	-0,208	-0,704	88,6
	785,200	188,77	99,77	89,00	0,013	0,982	82,899	3,0000E-4	0,023	1,979	88,6
	785,300	182,59	99,77	82,82	1,643	7,878	-46,064	0,0392	0,188	-1,100	88,6
	785,400	106,86	99,77	7,09	1,588	-8,231	-41,037	0,0379	-0,197	-0,980	88,6
	785,500	163,90	99,77	64,13	-0,003	-0,330	84,155	-7,5000E-5	-0,008	2,009	88,6
	785,600	178,42	99,77	78,65	1,522	8,600	-36,168	0,0363	0,205	-0,863	88,6
	785,700	107,84	99,77	8,07	1,717	-7,563	-51,404	0,0410	-0,181	-1,227	88,6
	785,800	167,83	99,77	68,05	0,009	-1,681	83,409	2,2500E-4	-0,040	1,991	88,6
	785,900	174,99	99,77	75,22	1,381	9,118	-24,701	0,0330	0,218	-0,590	88,6
	786,000	107,22	99,77	7,45	1,833	-6,621	-61,183	0,0438	-0,158	-1,461	88,6
	786,100	170,73	99,78	70,95	0,057	-3,118	79,718	0,0014	-0,074	1,903	88,6
	786,200	199,85	99,77	100,07	1,210	9,323	-10,996	0,0289	0,223	-0,262	88,7
	786,300	106,85	99,77	7,08	1,921	-5,317	-68,801	0,0459	-0,127	-1,642	88,7
	786,400	144,55	99,77	44,78	0,146	-4,438	72,335	0,0035	-0,106	1,727	88,7
	786,500	197,37	99,77	97,60	1,034	9,150	2,945	0,0247	0,218	0,070	88,7
	786,600	115,38	99,77	15,62	1,976	-3,848	-73,867	0,0472	-0,092	-1,763	88,7
	786,700	147,65	99,77	47,88	0,264	-5,623	62,675	0,0063	-0,134	1,496	88,7
	786,800	209,67	99,78	109,89	0,851	8,687	16,886	0,0203	0,207	0,403	88,7
	786,900	113,30	99,77	13,53	2,001	-2,246	-76,301	0,0478	-0,054	-1,822	88,7
	787,000	126,52	99,77	26,75	0,402	-6,574	51,208	0,0096	-0,157	1,223	88,7
	787,100	208,82	99,77	109,04	0,686	7,995	29,649	0,0164	0,191	0,708	88,7
	787,200	130,07	99,77	30,29	2,001	-0,644	-76,851	0,0478	-0,015	-1,835	88,7
	787,300	129,53	99,77	29,75	0,558	-7,375	38,917	0,0133	-0,176	0,929	88,7
	787,400	206,73	99,78	106,95	0,526	7,139	42,412	0,0126	0,170	1,013	88,7
	787,500	127,17	99,77	27,40	1,985	1,107	-76,105	0,0474	0,026	-1,817	88,7
	787,600	114,02	99,77	14,25	0,748	-8,082	24,465	0,0179	-0,193	0,584	88,7
	787,700	208,07	99,78	108,29	0,369	6,000	54,860	0,0088	0,143	1,310	88,7
	787,800	124,60	99,77	24,83	1,948	2,890	-72,924	0,0465	0,069	-1,741	88,7
	787,900	115,56	99,77	15,79	0,947	-8,584	9,032	0,0226	-0,205	0,216	88,7
	788,000	208,94	99,77	109,17	0,231	4,697	66,091	0,0055	0,112	1,578	88,7
	788,100	148,90	99,77	49,13	1,887	4,634	-67,701	0,0450	0,111	-1,616	88,7
	788,200	117,06	99,77	17,29	1,158	-8,844	-6,912	0,0276	-0,211	-0,165	88,7
	788,300	194,31	99,78	94,54	0,118	3,252	74,534	0,0028	0,078	1,779	88,7
	788,400	144,50	99,77	44,72	1,808	6,063	-60,319	0,0432	0,145	-1,440	88,7
	788,500	107,94	99,77	8,17	1,330	-8,812	-20,695	0,0318	-0,210	-0,494	88,7
	788,600	197,33	99,78	97,55	0,046	1,924	80,189	0,0011	0,046	1,914	88,7
	788,700	171,82	99,77	72,04	1,715	7,226	-52,386	0,0410	0,172	-1,251	88,7
	788,800	108,72	99,77	8,95	1,491	-8,553	-33,301	0,0356	-0,204	-0,795	88,7
	788,900	174,03	99,77	74,26	0,005	0,565	83,763	1,1250E-4	0,014	2,000	88,7
	789,000	168,16	99,77	68,39	1,604	8,200	-42,961	0,0383	0,196	-1,026	88,7
	789,100	106,49	99,77	6,73	1,645	-8,027	-45,592	0,0393	-0,192	-1,088	88,7
	789,200	177,11	99,77	77,34	-0,002	-0,919	84,705	-3,7500E-5	-0,022	2,022	88,7
	789,300	195,03	99,77	95,25	1,461	8,914	-31,220	0,0349	0,213	-0,745	88,7
	789,400	106,33	99,77	6,56	1,781	-7,163	-56,588	0,0425	-0,171	-1,351	88,7
	789,500	150,61	99,77	50,84	0,028	-2,403	82,113	6,7500E-4	-0,057	1,960	88,7
	789,600	192,31	99,77	92,54	1,301	9,260	-18,143	0,0311	0,221	-0,433	88,7
	789,700	112,32	99,77	12,55	1,880	-6,032	-65,149	0,0449	-0,144	-1,555	88,7
	789,800	153,88	99,77	54,10	0,094	-3,770	76,459	0,0023	-0,090	1,825	88,7
	789,900	188,52	99,78	88,74	1,126	9,260	-4,595	0,0269	0,221	-0,110	88,7
	790,000	110,64	99,77	10,87	1,946	-4,689	-71,000	0,0465	-0,112	-1,695	88,7
	790,100	157,88	99,78	58,10	0,188	-4,940	68,408	0,0045	-0,118	1,633	88,7
	790,200	206,70	99,78	106,93	0,958	8,993	8,522	0,0229	0,215	0,203	88,7
	790,300	109,28	99,77	9,52	1,987	-3,236	-74,888	0,0474	-0,077	-1,788	88,7
	790,400	134,31	99,77	34,54	0,311	-5,985	58,512	0,0074	-0,143	1,397	88,8
	790,500	204,86	99,78	105,08	0,790	8,467	21,834	0,0189	0,202	0,521	88,8
	790,600	122,54	99,77	22,77	2,004	-1,618	-77,165	0,0479	-0,039	-1,842	88,8
	790,700	137,15	99,78	37,37	0,467	-6,966	46,378	0,0111	-0,166	1,107	88,8
	790,800	209,72	99,78	109,94	0,611	7,658	35,932	0,0146	0,183	0,858	88,8
	790,900	120,49	99,77	20,72	1,998	0,220	-77,205	0,0477	0,005	-1,843	88,8
	791,000	118,52	99,77	18,75	0,655	-7,783	31,730	0,0156	-0,186	0,758	88,8
	791,100	210,04	99,78	110,26	0,441	6,566	49,245	0,0105	0,157	1,176	88,8
	791,200	142,62	99,77	42,85	1,968	2,066	-74,691	0,0470	0,049	-1,783	88,8
	791,300	120,33	99,77	20,56	0,855	-8,372	16,336	0,0204	-0,200	0,390	88,8
	791,400	198,70	99,77	98,92	0,294	5,333	60,711	0,0070	0,127	1,449	88,8
	791,500	139,15	99,77	39,38	1,921	3,770	-70,332	0,0459	0,090	-1,679	88,8
	791,600	109,16	99,77	9,39	1,048	-8,734	1,374	0,0250	-0,208	0,033	88,8
	791,700	201,37	99,77	101,60	0,174	4,045	69,822	0,0042	0,097	1,667	88,8
	791,800	135,13	99,76	35,37	1,857	5,231	-64,481	0,0443	0,125	-1,539	88,8
	791,900	110,41	99,76	10,65	1,221	-8,851	-12,331	0,0291	-0,211	-0,294	88,8
	792,000	203,70	99,77	103,92	0,086	2,765	77,205	0,0021	0,066	1,843	88,8
	792,100	161,72	99,77	61,95	1,773	6,589	-57,609	0,0423	0,157	-1,375	88,8
	792,200	111,54	99,76	11,78	1,404	-8,757	-26,546	0,0335	-0,209	-0,634	88,8
	792,300	182,87	99,77	83,09	0,022	1,280	82,820	5,2500E-4	0,031	1,977	88,8
	792,400	158,69	99,77	58,92	1,660	7,807	-47,988	0,0396	0,186	-1,146	88,8
	792,500	106,29	99,77	6,52	1,583	-8,317	-40,487	0,0378	-0,199	-0,967	88,8
	792,600	185,81	99,78	86,03	-0,003	-0,291	84,823	-7,5000E-5	-0,007	2,025	88,8
	792,700	186,78	99,78	87,01	1,525	8,647	-36,443	0,0364	0,206	-0,870	88,8
	792,800	106,51	99,77	6,74	1,726	-7,579	-51,954	0,0412	-0,181	-1,240	88,8
	792,900	159,93	99,77	60,16	0,009	-1,744	83,488	2,2500E-4	-0,042	1,993	88,9
	793,000	182,86	99,78	83,08	1,378	9,118	-24,308	0,0329	0,218	-0,580	88,9
	793,100	108,80	99,77	9,03	1,833	-6,605	-60,868	0,0438	-0,158	-1,453	88,9
	793,200	163,94	99,77	64,17	0,057	-3,055	79,325	0,0014	-0,073	1,894	88,9
	793,300	203,61	99,78	103,84	1,222	9,260	-12,095	0,0292	0,221	-0,289	88,9
	793,400	107,74	99,77	7,98	1,909	-5,474	-67,387	0,0456	-0,131	-1,609	88,9
	793,500	139,54	99,77	39,78	0,127	-4,218	73,356	0,0030	-0,101	1,751	88,9
	793,600	201,44	99,77	101,67	1,065	9,197	0,511	0,0254	0,220	0,012	88,9
	793,700	118,61	99,77	18,84	1,967	-4,115	-73,278	0,0470	-0,098	-1,749	88,9
	793,800	142,15	99,77	42,38	0,242	-5,459	64,560	0,0058	-0,130	1,541	88,9
	793,900	199,58	99,77	99,80	0,875	8,796	15,315	0,0209	0,210	0,366	88,9
	794,000	117,04	99,77	17,27	2,001	-2,395	-76,812	0,0478	-0,057	-1,834	88,9
	794,100	144,63	99,77	44,86	0,396	-6,566	52,111	0,0095	-0,157	1,244	88,9
	794,200	210,18	99,78	110,40	0,688	8,027	30,042	0,0164	0,192	0,717	88,9
	794,300	115,40	99,77	15,63	2,001	-0,558	-77,323	0,0478	-0,013	-1,846	88,9
	794,400	123,68	99,77	23,90	0,576	-7,438	37,974	0,0138	-0,178	0,907	88,9
	794,500	209,77	99,78	109,99	0,514	7,037	43,354	0,0123	0,168	1,035	88,9
	794,600	134,25	99,77	34,49	1,984	1,233	-75,791	0,0474	0,029	-1,809	88,9
	794,700	126,10	99,77	26,33	0,760	-8,121	23,483	0,0182	-0,194	0,561	88,9
	794,800	204,51	99,78	104,74	0,360	5,930	55,135	0,0086	0,142	1,316	88,9
	794,900	130,57	99,77	30,80	1,946	2,906	-72,414	0,0465	0,069	-1,729	88,9
	795,000	112,37	99,77	12,60	0,941	-8,553	9,268	0,0225	-0,204	0,221	88,9
	795,100	206,56	99,78	106,78	0,236	4,760	65,306	0,0056	0,114	1,559	88,9
	795,200	155,94	99,77	56,17	1,893	4,508	-68,055	0,0452	0,108	-1,625	88,9
	795,300	113,69	99,77	13,92	1,137	-8,851	-5,812	0,0272	-0,211	-0,139	88,9
	795,400	187,79	99,77	88,02	0,123	3,346	74,731	0,0029	0,080	1,784	88,9
	795,500	152,83	99,77	53,06	1,806	6,095	-60,868	0,0431	0,146	-1,453	88,9
	795,600	106,70	99,77	6,93	1,341	-8,828	-21,324	0,0320	-0,211	-0,509	88,9
	795,700	190,68	99,78	90,91	0,041	1,830	80,975	9,7500E-4	0,044	1,933	88,9
	795,800	181,10	99,77	81,33	1,707	7,367	-51,836	0,0408	0,176	-1,238	88,9
	795,900	107,10	99,77	7,33	1,514	-8,537	-35,029	0,0362	-0,204	-0,836	88,9
	796,000	193,57	99,77	93,79	2,442E-15	0,361	84,352	9,0206E-17	0,009	2,014	88,9
	796,100	177,58	99,77	77,80	1,587	8,333	-41,469	0,0379	0,199	-0,990	88,9
	796,200	107,60	99,77	7,83	1,667	-7,933	-47,281	0,0398	-0,189	-1,129	88,9
	796,300	168,57	99,78	68,80	2,442E-15	-1,123	84,234	8,3267E-17	-0,027	2,011	88,9
	796,400	173,43	99,77	73,66	1,442	8,914	-29,688	0,0344	0,213	-0,709	88,9
	796,500	107,01	99,77	7,25	1,783	-7,061	-56,745	0,0426	-0,169	-1,355	88,9
	796,600	172,53	99,77	72,76	0,030	-2,435	81,564	7,1250E-4	-0,058	1,947	88,9
	796,700	198,18	99,77	98,40	1,296	9,252	-17,868	0,0309	0,221	-0,427	88,9
	796,800	106,63	99,77	6,87	1,880	-6,008	-65,267	0,0449	-0,143	-1,558	88,9
	796,900	146,26	99,77	46,49	0,094	-3,801	76,498	0,0023	-0,091	1,826	88,9
	797,000	196,16	99,77	96,39	1,120	9,291	-3,966	0,0267	0,222	-0,095	88,9
	797,100	114,42	99,77	14,65	1,953	-4,595	-71,825	0,0466	-0,110	-1,715	88,9
	797,200	149,27	99,77	49,49	0,201	-5,074	67,780	0,0048	-0,121	1,618	88,9
	797,300	209,59	99,78	109,81	0,938	8,961	10,446	0,0224	0,214	0,249	89,0
	797,400	112,87	99,77	13,10	1,993	-2,985	-75,791	0,0476	-0,071	-1,809	89,0
	797,500	127,10	99,77	27,33	0,341	-6,197	56,509	0,0081	-0,148	1,349	89,0
	797,600	208,83	99,78	109,06	0,754	8,317	24,936	0,0180	0,199	0,595	89,0
	797,700	130,28	99,77	30,52	2,004	-1,210	-77,362	0,0479	-0,029	-1,847	89,0
	797,800	129,49	99,77	29,71	0,512	-7,155	43,079	0,0122	-0,171	1,028	89,0
	797,900	207,44	99,77	107,66	0,573	7,406	38,367	0,0137	0,177	0,916	89,0
	798,000	126,63	99,77	26,86	1,993	0,518	-76,223	0,0476	0,012	-1,820	89,0
	798,100	132,89	99,77	33,12	0,677	-7,838	29,610	0,0162	-0,187	0,707	89,0
	798,200	208,30	99,78	108,53	0,426	6,440	50,187	0,0102	0,154	1,198	89,0
	798,300	123,82	99,77	24,05	1,965	2,199	-74,377	0,0469	0,052	-1,776	89,0
	798,400	116,00	99,77	16,23	0,866	-8,435	15,197	0,0207	-0,201	0,363	89,0
	798,500	209,21	99,78	109,43	0,278	5,239	62,086	0,0066	0,125	1,482	89,0
	798,600	147,50	99,77	47,73	1,913	3,982	-70,058	0,0457	0,095	-1,672	89,0
	798,700	117,68	99,77	17,90	1,074	-8,773	-0,825	0,0257	-0,209	-0,020	89,0
	798,800	194,76	99,77	94,99	0,159	3,817	71,903	0,0038	0,091	1,717	89,0
	798,900	144,65	99,77	44,88	1,838	5,608	-63,421	0,0439	0,134	-1,514	89,0
	799,000	107,86	99,77	8,10	1,280	-8,867	-16,454	0,0306	-0,212	-0,393	89,0
	799,100	197,23	99,78	97,46	0,064	2,317	79,247	0,0015	0,055	1,892	89,0
	799,200	173,02	99,77	73,25	1,744	6,982	-54,939	0,0416	0,167	-1,312	89,0
	799,300	108,55	99,77	8,78	1,461	-8,671	-30,748	0,0349	-0,207	-0,734	89,0
	799,400	173,20	99,78	73,42	0,009	0,833	83,370	2,2500E-4	0,020	1,990	89,0
	799,500	168,80	99,77	69,03	1,627	8,003	-44,925	0,0389	0,191	-1,073	89,0
	799,600	106,54	99,77	6,77	1,610	-8,152	-42,686	0,0384	-0,195	-1,019	89,0
	799,700	177,05	99,77	77,28	-0,003	-0,534	84,273	-7,5000E-5	-0,013	2,012	89,0
	799,800	194,62	99,77	94,84	1,503	8,702	-34,558	0,0359	0,208	-0,825	89,0
	799,900	106,28	99,77	6,51	1,737	-7,446	-53,054	0,0415	-0,178	-1,267	89,0
	800,000	180,71	99,78	80,94	0,014	-1,909	83,056	3,3750E-4	-0,046	1,983	89,0
	800,100	191,61	99,78	91,83	1,356	9,166	-22,698	0,0324	0,219	-0,542	89,0
	800,200	106,27	99,77	6,50	1,847	-6,448	-62,282	0,0441	-0,154	-1,487	89,0
	800,300	154,52	99,77	54,74	0,066	-3,291	78,854	0,0016	-0,079	1,882	89,0
	800,400	188,77	99,77	89,00	1,189	9,323	-9,268	0,0284	0,223	-0,221	89,0
	800,500	110,74	99,77	10,97	1,931	-5,144	-69,704	0,0461	-0,123	-1,664	89,1
	800,600	157,80	99,77	58,03	0,160	-4,618	71,236	0,0038	-0,110	1,701	89,1
	800,700	207,08	99,78	107,30	1,007	9,103	5,144	0,0240	0,217	0,123	89,1
	800,800	109,65	99,77	9,88	1,981	-3,589	-74,456	0,0473	-0,086	-1,777	89,1
	800,900	133,62	99,77	33,84	0,289	-5,788	60,790	0,0069	-0,138	1,451	89,1
	801,000	205,21	99,78	105,43	0,823	8,569	18,967	0,0197	0,205	0,453	89,1
	801,100	122,70	99,77	22,93	2,003	-1,995	-76,341	0,0478	-0,048	-1,822	89,1
	801,200	137,27	99,77	37,49	0,424	-6,699	49,402	0,0101	-0,160	1,179	89,1
	801,300	209,68	99,77	109,91	0,663	7,885	31,494	0,0158	0,188	0,752	89,1
	801,400	119,88	99,76	20,11	2,001	-0,401	-77,008	0,0478	-0,010	-1,838	89,1
	801,500	118,97	99,77	19,20	0,583	-7,516	36,953	0,0139	-0,179	0,882	89,1
	801,600	210,17	99,78	110,39	0,498	6,990	44,768	0,0119	0,167	1,069	89,1
	801,700	141,90	99,77	42,13	1,981	1,437	-75,948	0,0473	0,034	-1,813	89,1
	801,800	120,73	99,77	20,96	0,785	-8,200	21,598	0,0188	-0,196	0,516	89,1
	801,900	210,24	99,78	110,46	0,341	5,757	57,177	0,0081	0,137	1,365	89,1
	802,000	139,12	99,77	39,35	1,937	3,236	-71,982	0,0462	0,077	-1,718	89,1
	802,100	122,74	99,77	22,97	0,988	-8,639	6,008	0,0236	-0,206	0,143	89,1
	802,200	201,37	99,78	101,59	0,209	4,438	67,544	0,0050	0,106	1,612	89,1
	802,300	135,90	99,77	36,13	1,876	4,869	-66,445	0,0448	0,116	-1,586	89,1
	802,400	110,23	99,77	10,46	1,183	-8,851	-9,032	0,0282	-0,211	-0,216	89,1
	802,500	203,66	99,78	103,88	0,105	3,063	75,438	0,0025	0,073	1,801	89,1
	802,600	161,59	99,77	61,82	1,795	6,236	-59,258	0,0429	0,149	-1,415	89,1
	802,700	111,65	99,77	11,88	1,352	-8,789	-22,502	0,0323	-0,210	-0,537	89,1
	802,800	183,43	99,78	83,65	0,038	1,736	80,896	9,0000E-4	0,041	1,931	89,1
	802,900	157,44	99,77	57,66	1,700	7,391	-51,169	0,0406	0,176	-1,222	89,1
	803,000	106,38	99,77	6,61	1,516	-8,498	-35,304	0,0362	-0,203	-0,843	89,1
	803,100	186,96	99,78	87,19	1,998E-15	0,330	84,155	1,2490E-16	0,008	2,009	89,1
	803,200	185,41	99,77	85,64	1,582	8,333	-41,194	0,0378	0,199	-0,983	89,1
	803,300	106,59	99,77	6,82	1,667	-7,909	-47,360	0,0398	-0,189	-1,131	89,1
	803,400	161,12	99,78	61,34	1,998E-15	-1,139	84,430	1,1796E-16	-0,027	2,016	89,1
	803,500	182,29	99,78	82,51	1,439	8,977	-29,413	0,0344	0,214	-0,702	89,1
	803,600	108,67	99,77	8,90	1,795	-7,021	-57,805	0,0429	-0,168	-1,380	89,1
	803,700	164,36	99,78	64,59	0,035	-2,584	81,564	8,2500E-4	-0,062	1,947	89,1
	803,800	203,97	99,78	104,20	1,279	9,291	-16,336	0,0305	0,222	-0,390	89,1
	803,900	107,95	99,77	8,18	1,893	-5,851	-66,209	0,0452	-0,140	-1,581	89,1
	804,000	167,64	99,78	67,86	0,108	-3,951	75,398	0,0026	-0,094	1,800	89,1
	804,100	201,62	99,78	101,84	1,103	9,228	-2,670	0,0263	0,220	-0,064	89,1
	804,200	107,23	99,77	7,46	1,954	-4,485	-71,550	0,0467	-0,107	-1,708	89,1
	804,300	142,59	99,77	42,82	0,206	-5,082	67,073	0,0049	-0,121	1,601	89,1
	804,400	198,62	99,78	98,84	0,938	8,930	10,171	0,0224	0,213	0,243	89,1
	804,500	116,23	99,77	16,47	1,992	-3,047	-75,241	0,0476	-0,073	-1,796	89,1
	804,600	146,10	99,77	46,33	0,328	-6,118	57,138	0,0078	-0,146	1,364	89,1
	804,700	209,94	99,78	110,16	0,768	8,380	23,483	0,0183	0,200	0,561	89,1
	804,800	114,32	99,77	14,55	2,004	-1,422	-77,087	0,0479	-0,034	-1,840	89,1
	804,900	124,96	99,77	25,19	0,484	-7,037	44,925	0,0116	-0,168	1,073	89,1
	805,000	209,44	99,78	109,67	0,597	7,563	37,032	0,0143	0,181	0,884	89,1
	805,100	132,78	99,77	33,01	1,996	0,369	-76,891	0,0477	0,009	-1,836	89,1
	805,200	127,49	99,77	27,72	0,671	-7,815	30,552	0,0160	-0,187	0,729	89,1
	805,300	205,46	99,78	105,68	0,434	6,480	49,834	0,0104	0,155	1,190	89,1
	805,400	129,69	99,77	29,92	1,967	2,152	-74,338	0,0470	0,051	-1,775	89,1
	805,500	112,85	99,77	13,08	0,864	-8,388	15,708	0,0206	-0,200	0,375	89,1
	805,600	207,32	99,78	107,54	0,289	5,294	60,672	0,0069	0,126	1,448	89,1
